ID,Collected.Date,Collected.By,Ymaze.Weight,Test,Ymaze.Apparatus,Ymaze.Distance,Ymaze.MeanSpeed,Ymaze.SponAlt,Ymaze.TotalArmEntries,Ymaze.AltArmReturns,Ymaze.Percent.SponAlt,Ymaze.Percent.AltArmReturns,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
2002,2018-02-08,AO,23.19,19,Y-maze 1,9.597,0.02,16,25,3,70,13,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-25,681,167,5.48,6
1967,2018-02-08,AO,28.51,20,Y-maze 2,6.701,0.014,9,18,5,56,31,Female,B6xBXD83,Ntg,6% Extruded,2017-08-15,671,177,5.8,6
1944,2018-02-08,AO,28.28,21,Y-maze 1,7.381,0.015,12,17,0,80,0,Female,B6xBXD87,Ntg,6% Extruded,2017-08-15,665,177,5.8,6
2105,2018-02-08,AO,27.2,22,Y-maze 2,4.364,0.009,4,12,1,40,10,Female,B6xBXD161,5XFAD,6% Extruded,2017-08-27,723,165,5.41,6
1965,2018-02-08,AO,25.76,23,Y-maze 1,4.727,0.01,6,11,1,67,11,Female,B6xBXD83,5XFAD,6% Extruded,2017-08-15,671,177,5.8,6
1943,2018-02-08,AO,25.75,24,Y-maze 2,6.952,0.014,11,19,3,65,18,Female,B6xBXD87,Ntg,6% Extruded,2017-08-15,665,177,5.8,6
2020,2018-02-08,AO,21.98,25,Y-maze 1,5.578,0.012,5,16,2,36,14,Female,B6xBXD12,5XFAD,6% Extruded,2017-08-20,687,172,5.64,6
2003,2018-02-08,AO,26.58,26,Y-maze 2,10.544,0.022,9,22,7,45,35,Female,B6xBXD65a,Ntg,6% Extruded,2017-08-25,681,167,5.48,6
1974,2018-02-08,AO,27.08,27,Y-maze 1,8.5,0.018,10,21,5,53,26,Female,B6xBXD78,Ntg,6% Extruded,2017-08-17,673,175,5.74,6
1972,2018-02-08,AO,25.71,28,Y-maze 2,9.958,0.021,14,24,3,64,14,Female,B6xBXD78,Ntg,6% Extruded,2017-08-17,672,175,5.74,6
1880,2018-02-08,AO,28.48,29,Y-maze 1,4.219,0.009,5,11,3,56,33,Female,B6xBXD19,5XFAD,6% Extruded,2017-07-28,651,195,6.39,6
1955,2018-02-08,AO,23.6,30,Y-maze 2,2.722,0.006,2,4,0,100,0,Female,B6xBXD33,5XFAD,6% Extruded,2017-08-12,668,180,5.9,6
2107,2018-02-08,AO,22.25,31,Y-maze 1,5.874,0.012,11,17,1,73,7,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-27,724,165,5.41,6
2090,2018-02-08,AO,30.84,32,Y-maze 2,6.839,0.014,9,17,4,60,27,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,719,165,5.41,6
2452,2018-02-08,AO,21.49,33,Y-maze 1,5.671,0.012,7,14,2,58,17,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,128,4.2,4
1879,2018-02-08,AO,30.49,34,Y-maze 2,3.892,0.008,2,8,2,33,33,Female,B6xBXD19,5XFAD,6% Extruded,2017-07-28,651,195,6.39,6
2113,2018-02-08,AO,25.41,35,Y-maze 1,5.758,0.012,7,16,2,50,14,Female,B6xBXD124,Ntg,6% Extruded,2017-08-26,725,166,5.44,6
2087,2018-02-08,AO,31.56,36,Y-maze 2,7.618,0.016,9,16,3,64,21,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,718,165,5.41,6
2102,2018-02-08,AO,28.3,37,Y-maze 1,6.508,0.014,11,19,3,65,18,Female,B6xBXD161,Ntg,6% Extruded,2017-08-27,723,165,5.41,6
2005,2018-02-08,AO,26.36,38,Y-maze 2,8.964,0.019,13,21,4,68,21,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-25,682,167,5.48,6
1960,2018-02-08,AO,22.48,39,Y-maze 1,7.31,0.015,11,20,4,61,22,Female,B6xBXD28,5XFAD,6% Extruded,2017-08-17,670,175,5.74,6
2116,2018-02-08,AO,25.34,40,Y-maze 2,5.2,0.011,5,13,4,45,36,Female,B6xBXD124,5XFAD,6% Extruded,2017-08-26,726,166,5.44,6
1968,2018-02-08,AO,24.73,41,Y-maze 1,4.144,0.009,4,8,0,67,0,Female,B6xBXD78,Ntg,6% Extruded,2017-08-17,672,175,5.74,6
1957,2018-02-08,AO,24.62,42,Y-maze 2,11.107,0.023,17,31,5,59,17,Female,B6xBXD73,Ntg,6% Extruded,2017-08-16,669,176,5.77,6
2001,2018-02-08,AO,24.57,43,Y-maze 1,8.094,0.017,11,20,1,61,6,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-25,681,167,5.48,6
2110,2018-02-08,AO,25.81,44,Y-maze 2,5.959,0.012,9,15,1,69,8,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-27,724,165,5.41,6
1963,2018-02-08,AO,19.32,45,Y-maze 1,5.151,0.011,7,14,1,58,8,Female,B6xBXD28,5XFAD,6% Extruded,2017-08-17,670,175,5.74,6
2085,2018-02-08,AO,28.98,46,Y-maze 2,5.992,0.012,10,15,1,77,8,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,718,165,5.41,6
1962,2018-02-08,AO,26.65,47,Y-maze 1,6.227,0.013,10,16,2,71,14,Female,B6xBXD28,Ntg,6% Extruded,2017-08-17,670,175,5.74,6
1945,2018-02-08,AO,26.48,48,Y-maze 2,4.951,0.01,4,12,2,40,20,Female,B6xBXD87,Ntg,6% Extruded,2017-08-15,665,177,5.8,6
2088,2018-02-08,AO,31.19,49,Y-maze 1,4.841,0.01,8,14,2,67,17,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,719,165,5.41,6
1954,2018-02-08,AO,23.25,50,Y-maze 2,3.897,0.008,5,11,2,56,22,Female,B6xBXD33,5XFAD,6% Extruded,2017-08-12,668,180,5.9,6
2019,2018-02-08,AO,22.62,51,Y-maze 1,4.347,0.009,4,9,0,57,0,Female,B6xBXD12,Ntg,6% Extruded,2017-08-20,687,172,5.64,6
2086,2018-02-08,AO,29.08,52,Y-maze 2,10.14,0.021,15,24,3,68,14,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,718,165,5.41,6
1881,2018-02-08,AO,24.82,53,Y-maze 1,3.387,0.007,5,9,1,71,14,Female,B6xBXD19,Ntg,6% Extruded,2017-07-28,651,195,6.39,6
2455,2018-02-08,AO,24.65,54,Y-maze 2,6.505,0.014,10,18,4,63,25,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,128,4.2,4
1956,2018-02-08,AO,24.63,55,Y-maze 1,6.957,0.014,11,15,2,85,15,Female,B6xBXD33,Ntg,6% Extruded,2017-08-12,668,180,5.9,6
2089,2018-02-08,AO,29.89,56,Y-maze 2,5.28,0.011,6,16,2,43,14,Female,B6xBXD16,Ntg,6% Extruded,2017-08-27,719,165,5.41,6
1953,2018-02-08,AO,23.61,57,Y-maze 1,7.001,0.015,7,17,5,47,33,Female,B6xBXD33,5XFAD,6% Extruded,2017-08-12,668,180,5.9,6
2104,2018-02-08,AO,27.81,58,Y-maze 2,6.823,0.014,11,16,1,79,7,Female,B6xBXD161,Ntg,6% Extruded,2017-08-27,723,165,5.41,6
2109,2018-02-08,AO,24.33,59,Y-maze 1,6.06,0.013,9,16,1,64,7,Female,B6xBXD65a,5XFAD,6% Extruded,2017-08-27,724,165,5.41,6
2114,2018-02-08,AO,25,60,Y-maze 2,2.604,0.005,3,7,1,60,20,Female,B6xBXD124,5XFAD,6% Extruded,2017-08-26,725,166,5.44,6
1878,2018-02-08,AO,26.29,61,Y-maze 1,1.411,0.003,1,4,1,50,50,Female,B6xBXD19,Ntg,6% Extruded,2017-07-28,651,195,6.39,6
2108,2018-02-08,AO,23.03,62,Y-maze 2,8.634,0.018,9,22,5,45,25,Female,B6xBXD65a,Ntg,6% Extruded,2017-08-27,724,165,5.41,6
1958,2018-02-08,AO,21.62,63,Y-maze 1,7.932,0.017,13,20,2,72,11,Female,B6xBXD73,Ntg,6% Extruded,2017-08-16,669,176,5.77,6
2083,2018-02-08,AO,22.96,64,Y-maze 2,5.144,0.011,6,11,2,67,22,Female,B6xBXD62,5XFAD,6% Extruded,2017-08-26,717,166,5.44,6
1959,2018-02-08,AO,20.56,65,Y-maze 1,9.049,0.019,13,20,3,72,17,Female,B6xBXD73,Ntg,6% Extruded,2017-08-16,669,176,5.77,6
1973,2018-02-08,AO,28.76,66,Y-maze 2,4.959,0.01,5,12,0,50,0,Female,B6xBXD78,5XFAD,6% Extruded,2017-08-17,673,175,5.74,6
2604,2018-02-08,AO,32.24,67,Y-maze 1,8.686,0.018,15,21,4,79,21,Female,B6xBXD16,Ntg,6% Extruded,2017-10-07,889,124,4.07,4
2117,2018-02-08,AO,25.73,68,Y-maze 2,2.448,0.005,3,7,2,60,40,Female,B6xBXD124,5XFAD,6% Extruded,2017-08-26,726,166,5.44,6
2453,2018-02-08,AO,25.87,69,Y-maze 1,10.302,0.021,12,26,5,50,21,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,128,4.2,4
2605,2018-02-08,AO,25.51,70,Y-maze 2,12.749,0.027,19,34,6,59,19,Female,B6xBXD16,Ntg,6% Extruded,2017-10-07,889,124,4.07,4
2606,2018-02-09,AO,23.02,60,Y-maze 2,4.375,0.009,6,9,1,86,14,Female,B6xBXD42,Ntg,6% Extruded,2017-10-08,890,124,4.07,4
2607,2018-02-09,AO,25.83,6,Y-maze 2,9.992,0.021,18,25,5,78,22,Female,B6xBXD42,Ntg,6% Extruded,2017-10-08,890,124,4.07,4
2608,2018-02-09,AO,24.9,13,Y-maze 1,9.442,0.02,15,29,4,56,15,Female,B6xBXD42,5XFAD,6% Extruded,2017-10-08,890,124,4.07,4
2609,2018-02-09,AO,20.98,22,Y-maze 2,4.546,0.009,4,9,0,57,0,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,891,122,4,4
2610,2018-02-09,AO,23.68,4,Y-maze 2,5.698,0.012,8,12,2,80,20,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,891,122,4,4
2611,2018-02-09,AO,22.64,37,Y-maze 1,4.541,0.009,5,10,1,63,13,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,891,122,4,4
2612,2018-02-09,AO,23.2,16,Y-maze 2,5.546,0.012,7,13,3,64,27,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,892,122,4,4
2613,2018-02-09,AO,24.14,15,Y-maze 1,4.703,0.01,4,10,1,50,13,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,892,122,4,4
2614,2018-02-09,AO,23.76,11,Y-maze 1,6.333,0.013,7,13,1,64,9,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,892,122,4,4
2615,2018-02-09,AO,30.32,43,Y-maze 1,5.142,0.011,4,12,1,40,10,Female,B6xBXD161,5XFAD,6% Extruded,2017-10-07,893,125,4.1,4
2616,2018-02-09,AO,26.02,30,Y-maze 2,3.455,0.007,4,9,1,57,14,Female,B6xBXD161,5XFAD,6% Extruded,2017-10-07,893,125,4.1,4
2617,2018-02-09,AO,31.63,59,Y-maze 1,6.968,0.015,11,17,1,73,7,Female,B6xBXD161,Ntg,6% Extruded,2017-10-07,893,125,4.1,4
2618,2018-02-09,AO,26.44,33,Y-maze 1,9.103,0.019,16,24,3,73,14,Female,B6xBXD161,Ntg,6% Extruded,2017-10-07,893,125,4.1,4
2619,2018-02-09,AO,22.91,2,Y-maze 2,11.344,0.024,18,34,6,56,19,Female,B6xBXD39,Ntg,6% Extruded,2017-10-08,894,124,4.07,4
2620,2018-02-09,AO,22.98,41,Y-maze 1,6.358,0.013,10,20,1,56,6,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,124,4.07,4
2621,2018-02-09,AO,26.28,62,Y-maze 2,4.406,0.009,7,11,0,78,0,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,124,4.07,4
2622,2018-02-09,AO,21.96,36,Y-maze 2,6.548,0.014,10,18,2,63,13,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,124,4.07,4
2623,2018-02-09,AO,21.32,5,Y-maze 1,8.423,0.018,11,18,5,69,31,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,120,3.93,4
2624,2018-02-09,AO,20.72,35,Y-maze 1,10.43,0.022,16,24,5,73,23,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,120,3.93,4
2625,2018-02-09,AO,25.14,46,Y-maze 2,6.826,0.014,12,15,0,92,0,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,120,3.93,4
2626,2018-02-09,AO,24.89,31,Y-maze 1,9.804,0.02,11,23,5,52,24,Female,B6xBXD33,5XFAD,6% Extruded,2017-10-12,895,120,3.93,4
2627,2018-02-09,AO,26.37,55,Y-maze 1,7.125,0.015,10,20,3,56,17,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,120,3.93,4
2628,2018-02-09,AO,24.63,27,Y-maze 1,10.132,0.021,18,30,5,64,18,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,120,3.93,4
2629,2018-02-09,AO,26.38,18,Y-maze 2,7.282,0.015,9,17,2,60,13,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,120,3.93,4
2630,2018-02-09,AO,25.74,57,Y-maze 1,5.954,0.012,11,17,2,73,13,Female,B6xBXD74,Ntg,6% Extruded,2017-10-10,897,122,4,4
2631,2018-02-09,AO,25.15,25,Y-maze 1,5.137,0.011,8,13,0,73,0,Female,B6xBXD74,Ntg,6% Extruded,2017-10-10,897,122,4,4
2632,2018-02-09,AO,18.04,12,Y-maze 2,4.519,0.009,5,8,0,83,0,Female,B6xBXD154,5XFAD,6% Extruded,2017-10-12,898,120,3.93,4
2633,2018-02-09,AO,24.89,17,Y-maze 1,11.607,0.024,12,29,6,44,22,Female,B6xBXD154,Ntg,6% Extruded,2017-10-12,898,120,3.93,4
2634,2018-02-09,AO,21.54,28,Y-maze 2,9.463,0.02,16,21,1,84,5,Female,B6xBXD154,Ntg,6% Extruded,2017-10-12,898,120,3.93,4
2635,2018-02-09,AO,21.76,54,Y-maze 2,6.846,0.014,7,15,3,54,23,Female,B6xBXD154,5XFAD,6% Extruded,2017-10-12,898,120,3.93,4
2636,2018-02-09,AO,21.91,63,Y-maze 1,7.179,0.015,9,17,4,60,27,Female,B6xBXD154,Ntg,6% Extruded,2017-10-12,898,120,3.93,4
2637,2018-02-09,AO,20.46,49,Y-maze 1,9.46,0.02,12,25,4,52,17,Female,B6xBXD125,5XFAD,6% Extruded,2017-10-10,899,122,4,4
2638,2018-02-09,AO,20.3,53,Y-maze 1,9.148,0.019,15,22,4,75,20,Female,B6xBXD125,5XFAD,6% Extruded,2017-10-10,899,122,4,4
2639,2018-02-09,AO,19.88,34,Y-maze 2,8.944,0.019,14,25,1,61,4,Female,B6xBXD125,5XFAD,6% Extruded,2017-10-10,899,122,4,4
2640,2018-02-09,AO,20.69,29,Y-maze 1,5.208,0.011,6,15,5,46,38,Female,B6xBXD125,Ntg,6% Extruded,2017-10-10,899,122,4,4
2641,2018-02-09,AO,20.51,32,Y-maze 2,7.995,0.017,12,19,5,71,29,Female,B6xBXD125,Ntg,6% Extruded,2017-10-10,899,122,4,4
2642,2018-02-09,AO,22.39,64,Y-maze 2,5.339,0.011,8,13,1,73,9,Female,B6xBXD50,Ntg,6% Extruded,2017-10-13,900,119,3.9,4
2643,2018-02-09,AO,22.3,20,Y-maze 2,8.783,0.018,10,19,4,59,24,Female,B6xBXD50,5XFAD,6% Extruded,2017-10-13,900,119,3.9,4
2644,2018-02-09,AO,21.32,9,Y-maze 1,4.028,0.008,3,7,1,60,20,Female,B6xBXD50,5XFAD,6% Extruded,2017-10-13,900,119,3.9,4
2645,2018-02-09,AO,22.91,21,Y-maze 1,11.772,0.025,15,28,4,58,15,Female,B6xBXD50,Ntg,6% Extruded,2017-10-13,900,119,3.9,4
2646,2018-02-09,AO,21.54,40,Y-maze 2,3.786,0.008,8,10,0,100,0,Female,B6xBXD50,5XFAD,6% Extruded,2017-10-13,900,119,3.9,4
2647,2018-02-09,AO,26.53,23,Y-maze 1,10.715,0.022,19,35,4,58,12,Female,B6xBXD99,Ntg,6% Extruded,2017-10-13,901,119,3.9,4
2648,2018-02-09,AO,22.64,19,Y-maze 1,8.019,0.017,12,24,6,55,27,Female,B6xBXD99,5XFAD,6% Extruded,2017-10-13,901,119,3.9,4
2649,2018-02-09,AO,25.25,3,Y-maze 1,7.564,0.016,13,27,6,52,24,Female,B6xBXD99,5XFAD,6% Extruded,2017-10-13,901,119,3.9,4
2650,2018-02-09,AO,28.41,65,Y-maze 1,8.643,0.018,12,23,3,57,14,Female,B6xBXD99,Ntg,6% Extruded,2017-10-13,901,119,3.9,4
2651,2018-02-09,AO,20.59,8,Y-maze 2,9.654,0.02,18,27,7,72,28,Female,B6xBXD99,Ntg,6% Extruded,2017-10-13,901,119,3.9,4
2652,2018-02-09,AO,25.81,45,Y-maze 1,8.994,0.019,15,25,2,65,9,Female,B6xBXD99,5XFAD,6% Extruded,2017-10-13,902,119,3.9,4
2653,2018-02-09,AO,25.62,39,Y-maze 1,5.629,0.012,6,12,2,60,20,Female,B6xBXD99,5XFAD,6% Extruded,2017-10-13,902,119,3.9,4
2654,2018-02-09,AO,22.62,47,Y-maze 1,10.834,0.023,16,29,5,59,19,Female,B6xBXD99,5XFAD,6% Extruded,2017-10-13,902,119,3.9,4
2655,2018-02-09,AO,21.19,48,Y-maze 2,11.867,0.025,19,32,2,63,7,Female,B6xBXD99,Ntg,6% Extruded,2017-10-13,902,119,3.9,4
2656,2018-02-09,AO,23.68,61,Y-maze 1,6.187,0.013,8,14,4,67,33,Female,B6xBXD99,Ntg,6% Extruded,2017-10-13,902,119,3.9,4
2657,2018-02-09,AO,24.39,26,Y-maze 2,8.253,0.017,10,19,5,59,29,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,121,3.97,4
2658,2018-02-09,AO,24.2,10,Y-maze 2,9.015,0.019,14,22,2,70,10,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,121,3.97,4
2659,2018-02-09,AO,25.33,42,Y-maze 2,7.666,0.016,9,17,5,60,33,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,121,3.97,4
2660,2018-02-09,AO,24.86,44,Y-maze 2,8.093,0.017,10,22,4,50,20,Female,B6xBXD34,Ntg,6% Extruded,2017-10-11,903,121,3.97,4
3117,2018-02-09,AO,19.88,1,Y-maze 1,15.524,0.032,19,39,11,51,30,Female,B6xBXD65,5XFAD,6% Extruded,2017-12-01,1062,70,2.3,2
3118,2018-02-09,AO,20.93,38,Y-maze 2,8.59,0.018,9,15,2,69,15,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,70,2.3,2
3119,2018-02-09,AO,19.3,24,Y-maze 2,17.324,0.036,22,42,7,55,18,Female,B6xBXD65,5XFAD,6% Extruded,2017-12-01,1062,70,2.3,2
3120,2018-02-09,AO,24.01,7,Y-maze 1,12.718,0.026,17,30,6,61,21,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,70,2.3,2
3121,2018-02-09,AO,24.35,58,Y-maze 2,7.664,0.016,10,14,2,83,17,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,70,2.3,2
3129,2018-02-09,AO,18.88,14,Y-maze 2,5.826,0.012,6,12,3,60,30,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,70,2.3,2
3130,2018-02-09,AO,18.17,51,Y-maze 1,8.788,0.018,10,19,5,59,29,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,70,2.3,2
3131,2018-02-09,AO,18.95,56,Y-maze 2,9.402,0.02,13,21,3,68,16,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,70,2.3,2
3132,2018-02-09,AO,18.03,52,Y-maze 2,6.905,0.014,8,14,1,67,8,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,70,2.3,2
3133,2018-02-09,AO,19.88,50,Y-maze 2,7.377,0.015,9,17,4,60,27,Female,B6xBXD101,5XFAD,6% Extruded,2017-12-01,1065,70,2.3,2
1402,2018-02-20,AO,46.94,1,Y-maze 1,7.2,0.015,7,18,1,44,6,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-18,499,247,8.1,8
1455,2018-02-20,AO,27.03,2,Y-maze 2,7.463,0.016,12,24,5,55,23,Female,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-24,497,241,7.9,8
1483,2018-02-20,AO,33.56,3,Y-maze 1,4.044,0.008,5,12,4,50,40,Female,B6xBXD39,5XFAD,6% Extruded,2017-06-28,457,237,7.77,8
1488,2018-02-20,AO,23.39,4,Y-maze 2,4.312,0.009,0,11,9,0,100,Female,B6xBXD12,5XFAD,6% Extruded,2017-06-30,526,235,7.7,8
1379,2018-02-20,AO,46.23,5,Y-maze 1,4.444,0.009,6,13,5,55,45,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-19,493,246,8.07,8
1411,2018-02-20,AO,28.88,6,Y-maze 2,2.99,0.006,5,8,1,83,17,Female,B6xBXD31,Ntg,6% Extruded,2017-06-23,501,242,7.93,8
1377,2018-02-20,AO,35.91,7,Y-maze 1,6.292,0.013,8,17,4,53,27,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-19,493,246,8.07,8
1406,2018-02-20,AO,23.44,8,Y-maze 2,6.108,0.013,8,14,2,67,17,Female,B6xBXD38,5XFAD,6% Extruded,2017-06-22,500,243,7.97,8
1462,2018-02-20,AO,23.72,11,Y-maze 1,4.332,0.009,7,11,2,78,22,Female,B6xBXD87,Ntg,6% Extruded,2017-06-26,519,239,7.84,8
1372,2018-02-20,AO,27.96,12,Y-maze 2,3.522,0.007,4,9,0,57,0,Female,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-19,492,246,8.07,8
1394,2018-02-20,AO,24.8,13,Y-maze 1,4.63,0.01,8,13,3,73,27,Female,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-18,2382,247,8.1,8
1403,2018-02-20,AO,46.6,15,Y-maze 1,5.212,0.011,8,15,2,62,15,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-18,499,247,8.1,8
1397,2018-02-20,AO,39.98,16,Y-maze 2,2.278,0.005,2,5,0,67,0,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-18,498,247,8.1,8
1465,2018-02-20,AO,24.72,17,Y-maze 1,4.839,0.01,7,11,1,78,11,Female,B6xBXD87,5XFAD,6% Extruded,2017-06-26,519,239,7.84,8
1382,2018-02-20,AO,32.16,18,Y-maze 2,4.881,0.01,6,13,1,55,9,Female,B6,Ntg,6% Extruded,2017-06-23,494,242,7.93,8
1383,2018-02-20,AO,32.32,19,Y-maze 1,4.739,0.01,6,12,2,60,20,Female,B6,5XFAD,6% Extruded,2017-06-23,494,242,7.93,8
1401,2018-02-20,AO,48.42,21,Y-maze 1,4.668,0.01,7,13,1,64,9,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-18,499,247,8.1,8
1378,2018-02-20,AO,38.68,23,Y-maze 1,5.872,0.012,5,13,3,45,27,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-19,493,246,8.07,8
1470,2018-02-20,AO,26.4,24,Y-maze 2,3.54,0.007,5,8,1,83,17,Female,B6,5XFAD,6% Extruded,2017-06-25,521,240,7.87,8
1374,2018-02-20,AO,35.72,25,Y-maze 1,5.29,0.011,6,14,5,50,42,Female,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-19,2636,246,8.07,8
1469,2018-02-20,AO,26.6,26,Y-maze 2,9.569,0.02,16,25,7,70,30,Female,B6,Ntg,6% Extruded,2017-06-25,521,240,7.87,8
1410,2018-02-20,AO,27.68,27,Y-maze 1,7.343,0.015,11,20,5,61,28,Female,B6xBXD31,Ntg,6% Extruded,2017-06-23,501,242,7.93,8
1405,2018-02-20,AO,25.27,28,Y-maze 2,4.412,0.009,6,11,2,67,22,Female,B6xBXD38,5XFAD,6% Extruded,2017-06-22,500,243,7.97,8
1487,2018-02-20,AO,24.49,29,Y-maze 1,3.393,0.007,7,9,0,100,0,Female,B6xBXD12,5XFAD,6% Extruded,2017-06-30,526,235,7.7,8
1409,2018-02-20,AO,26.23,30,Y-maze 2,21.555,0.045,18,50,30,38,63,Female,B6xBXD31,5XFAD,6% Extruded,2017-06-23,501,242,7.93,8
1461,2018-02-20,AO,37.37,31,Y-maze 1,3.1,0.006,4,8,0,67,0,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-24,1653,241,7.9,8
1399,2018-02-20,AO,38.03,32,Y-maze 2,6.046,0.013,6,15,3,46,23,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-18,498,247,8.1,8
1404,2018-02-20,AO,26.16,33,Y-maze 1,5.231,0.011,6,13,3,55,27,Female,B6xBXD38,Ntg,6% Extruded,2017-06-22,500,243,7.97,8
1408,2018-02-20,AO,23.9,34,Y-maze 2,1.701,0.004,3,6,1,75,25,Female,B6xBXD38,5XFAD,6% Extruded,2017-06-22,500,243,7.97,8
1373,2018-02-20,AO,25.45,35,Y-maze 1,3.517,0.007,5,9,0,71,0,Female,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-19,492,246,8.07,8
1398,2018-02-20,AO,35.2,37,Y-maze 1,2.906,0.006,3,9,2,43,29,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-18,498,247,8.1,8
1388,2018-02-20,AO,37.63,38,Y-maze 2,4.697,0.01,4,11,0,44,0,Male,B6,Ntg,6% Extruded,2017-06-23,495,242,7.93,8
1464,2018-02-20,AO,32.22,39,Y-maze 1,3.476,0.007,3,9,0,43,0,Female,B6xBXD87,Ntg,6% Extruded,2017-06-26,519,239,7.84,8
1460,2018-02-20,AO,36.772,40,Y-maze 2,3.438,0.007,3,7,1,60,20,Male,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-24,1653,241,7.9,8
1467,2018-02-20,AO,31.55,41,Y-maze 1,6.223,0.013,8,18,1,50,6,Female,B6xBXD77,5XFAD,6% Extruded,2017-06-29,520,236,7.74,8
1407,2018-02-20,AO,27.75,42,Y-maze 2,4.044,0.008,6,10,2,75,25,Female,B6xBXD38,Ntg,6% Extruded,2017-06-22,500,243,7.97,8
1376,2018-02-20,AO,25.44,43,Y-maze 1,3.781,0.008,7,11,1,78,11,Female,B6xD2Gpnmb,5XFAD,6% Extruded,2017-06-19,492,246,8.07,8
1396,2018-02-20,AO,36.41,44,Y-maze 2,3.235,0.007,3,9,4,43,57,Female,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-18,497,247,8.1,8
1386,2018-02-20,AO,26.84,45,Y-maze 1,4.294,0.009,6,10,2,75,25,Female,B6,5XFAD,6% Extruded,2017-06-23,494,242,7.93,8
1412,2018-02-20,AO,25.51,46,Y-maze 2,5.732,0.012,5,13,4,45,36,Female,B6xBXD31,Ntg,6% Extruded,2017-06-23,501,242,7.93,8
1375,2018-02-20,AO,32.65,47,Y-maze 1,5.781,0.012,7,13,2,64,18,Female,B6xD2Gpnmb,Ntg,6% Extruded,2017-06-19,2636,246,8.07,8
1463,2018-02-20,AO,24.78,48,Y-maze 2,3.845,0.008,3,9,0,43,0,Female,B6xBXD87,5XFAD,6% Extruded,2017-06-26,519,239,7.84,8
1466,2018-02-20,AO,28.21,50,Y-maze 2,2.672,0.006,2,6,0,50,0,Female,B6xBXD77,Ntg,6% Extruded,2017-06-29,520,236,7.74,8
