ID,Collected.Date,Collected.By,Ymaze.Weight,Test,Ymaze.Apparatus,Ymaze.Distance,Ymaze.MeanSpeed,Ymaze.SponAlt,Ymaze.TotalArmEntries,Ymaze.AltArmReturns,Ymaze.Percent.SponAlt,Ymaze.Percent.AltArmReturns,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
30727,2020-12-21,NA,20.12,1,Y-maze 1,20.413,0.043,25,45,12,58,28,Female,B6xBXD98,Ntg,6% Extruded,2020-10-27,9017,55,1.8,2
30728,2020-12-21,NA,19.09,2,Y-maze 2,20.218,0.042,27,46,14,61,32,Female,B6xBXD98,5XFAD,6% Extruded,2020-10-27,9017,55,1.8,2
30729,2020-12-21,NA,19.86,3,Y-maze 1,17.076,0.036,24,38,6,67,17,Female,B6xBXD98,5XFAD,6% Extruded,2020-10-27,9017,55,1.8,2
30718,2020-12-21,NA,25.37,4,Y-maze 2,16.155,0.034,25,34,7,78,22,Male,B6xBXD89,Ntg,6% Extruded,2020-10-27,9014,55,1.8,2
30719,2020-12-21,NA,25.94,5,Y-maze 1,16.957,0.035,22,37,10,63,29,Male,B6xBXD89,Ntg,6% Extruded,2020-10-27,9014,55,1.8,2
30720,2020-12-21,NA,24.93,6,Y-maze 2,14.335,0.03,20,32,10,67,33,Male,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9014,55,1.8,2
30755,2020-12-21,NA,25.31,7,Y-maze 1,18.839,0.039,31,39,6,84,16,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9025,55,1.8,2
30756,2020-12-21,NA,25.79,8,Y-maze 2,18.097,0.038,21,45,13,49,30,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9025,55,1.8,2
30757,2020-12-21,NA,25.11,9,Y-maze 1,13.143,0.027,18,27,7,72,28,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9025,55,1.8,2
30758,2020-12-21,NA,25.14,10,Y-maze 2,11.21,0.023,16,23,5,76,24,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9025,55,1.8,2
30759,2020-12-21,NA,24.6,11,Y-maze 1,14.333,0.03,24,31,4,83,14,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9025,55,1.8,2
30715,2020-12-21,NA,23.39,12,Y-maze 2,20.697,0.043,28,47,13,62,29,Male,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9013,55,1.8,2
30716,2020-12-21,NA,23.57,13,Y-maze 1,13.168,0.027,15,28,3,58,12,Male,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9013,55,1.8,2
30717,2020-12-21,NA,24.24,14,Y-maze 2,14.381,0.03,15,32,14,50,47,Male,B6xBXD89,Ntg,6% Extruded,2020-10-27,9013,55,1.8,2
30710,2020-12-21,NA,18.46,15,Y-maze 1,19.098,0.04,22,41,11,56,28,Female,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9012,55,1.8,2
30711,2020-12-21,NA,20.46,16,Y-maze 2,16.765,0.035,18,34,12,56,38,Female,B6xBXD89,Ntg,6% Extruded,2020-10-27,9012,55,1.8,2
30712,2020-12-21,NA,20.02,17,Y-maze 1,17.776,0.037,26,40,10,68,26,Female,B6xBXD89,Ntg,6% Extruded,2020-10-27,9012,55,1.8,2
30713,2020-12-21,NA,18.24,18,Y-maze 2,13.436,0.028,18,28,7,69,27,Female,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9012,55,1.8,2
30714,2020-12-21,NA,18.99,19,Y-maze 1,15.779,0.033,21,34,10,66,31,Female,B6xBXD89,5XFAD,6% Extruded,2020-10-27,9012,55,1.8,2
30738,2020-12-21,NA,21.48,20,Y-maze 2,16.282,0.034,27,37,6,77,17,Female,B6xBXD101,Ntg,6% Extruded,2020-10-27,9019,55,1.8,2
30740,2020-12-21,NA,18.98,21,Y-maze 1,16.071,0.033,25,36,5,74,15,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9019,55,1.8,2
30741,2020-12-21,NA,21.41,22,Y-maze 2,13.612,0.028,16,31,11,55,38,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9019,55,1.8,2
30722,2020-12-21,NA,18.32,23,Y-maze 1,14.267,0.03,21,32,7,70,23,Female,B6xBXD98,5XFAD,6% Extruded,2020-10-27,9015,55,1.8,2
30723,2020-12-21,NA,20.98,24,Y-maze 2,11.751,0.024,10,24,8,45,36,Female,B6xBXD98,Ntg,6% Extruded,2020-10-27,9015,55,1.8,2
30744,2020-12-21,NA,25.42,25,Y-maze 1,11.877,0.025,13,25,6,57,26,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9021,55,1.8,2
30745,2020-12-21,NA,24.58,26,Y-maze 2,7.4,0.015,11,17,3,73,20,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9021,55,1.8,2
30746,2020-12-21,NA,27.16,27,Y-maze 1,14.179,0.03,19,32,9,63,30,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9021,55,1.8,2
30739,2020-12-21,NA,19,28,Y-maze 2,13.274,0.028,18,26,6,75,25,Female,B6xBXD101,Ntg,6% Extruded,2020-10-27,9020,55,1.8,2
30742,2020-12-21,NA,18.27,29,Y-maze 1,12.931,0.027,15,28,7,58,27,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9020,55,1.8,2
30743,2020-12-21,NA,19.66,30,Y-maze 2,13.822,0.029,22,30,4,79,14,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9020,55,1.8,2
30724,2020-12-21,NA,19.56,31,Y-maze 1,18.82,0.039,23,38,10,64,28,Female,B6xBXD98,Ntg,6% Extruded,2020-10-27,9016,55,1.8,2
30725,2020-12-21,NA,19.59,32,Y-maze 2,15.522,0.032,22,32,7,73,23,Female,B6xBXD98,5XFAD,6% Extruded,2020-10-27,9016,55,1.8,2
30726,2020-12-21,NA,19.03,33,Y-maze 1,14.454,0.03,22,31,5,76,17,Female,B6xBXD98,Ntg,6% Extruded,2020-10-27,9016,55,1.8,2
30760,2020-12-21,NA,24.44,34,Y-maze 2,5.317,0.011,6,10,2,75,25,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9026,55,1.8,2
30761,2020-12-21,NA,24.91,35,Y-maze 1,14.915,0.031,26,31,2,90,7,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9026,55,1.8,2
30762,2020-12-21,NA,26.02,36,Y-maze 2,14.534,0.03,28,32,2,93,7,Male,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9026,55,1.8,2
30763,2020-12-21,NA,26.47,37,Y-maze 1,11.164,0.023,18,25,5,78,22,Male,B6xBXD101,Ntg,6% Extruded,2020-10-27,9026,55,1.8,2
30748,2020-12-21,NA,20.35,38,Y-maze 2,12.52,0.026,13,26,8,54,33,Female,B6xBXD101,Ntg,6% Extruded,2020-10-27,9024,55,1.8,2
30750,2020-12-21,NA,19.06,39,Y-maze 1,14.68,0.031,22,30,5,79,18,Female,B6xBXD101,Ntg,6% Extruded,2020-10-27,9024,55,1.8,2
30751,2020-12-21,NA,18.33,40,Y-maze 2,9.409,0.02,12,19,2,71,12,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9024,55,1.8,2
30752,2020-12-21,NA,20.92,41,Y-maze 1,13.159,0.027,20,27,5,80,20,Female,B6xBXD101,Ntg,6% Extruded,2020-10-27,9024,55,1.8,2
30753,2020-12-21,NA,19.37,42,Y-maze 2,13.429,0.028,16,27,8,64,32,Female,B6xBXD101,5XFAD,6% Extruded,2020-10-27,9024,55,1.8,2
30779,2020-12-23,NA,17.36,1,Y-maze 1,16.596,0.035,22,37,10,63,29,Female,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9029,57,1.87,2
30780,2020-12-23,NA,18.41,2,Y-maze 2,23.741,0.049,31,53,17,61,33,Female,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9029,57,1.87,2
30781,2020-12-23,NA,18.07,3,Y-maze 1,15.018,0.031,19,33,8,61,26,Female,B6xBXD102,Ntg,6% Extruded,2020-10-27,9029,57,1.87,2
30828,2020-12-23,NA,21.78,5,Y-maze 1,17.022,0.035,23,39,9,62,24,Male,B6xBXD169,5XFAD,45% HFD,2020-10-27,9039,57,1.87,2
30764,2020-12-23,NA,18.7,7,Y-maze 1,15.614,0.033,22,32,8,73,27,Female,B6xBXD102,Ntg,6% Extruded,2020-10-27,9027,57,1.87,2
30765,2020-12-23,NA,16.76,8,Y-maze 2,11.936,0.025,16,26,5,67,21,Female,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9027,57,1.87,2
30782,2020-12-23,NA,19.09,9,Y-maze 1,17.184,0.036,23,34,7,72,22,Female,B6xBXD102,Ntg,6% Extruded,2020-10-27,9027,57,1.87,2
30672,2020-12-23,NA,16.37,10,Y-maze 2,17.932,0.037,29,36,5,85,15,Female,B6xBXD73,5XFAD,45% HFD,2020-10-27,9004,57,1.87,2
30673,2020-12-23,NA,18.51,11,Y-maze 1,13.364,0.028,18,28,4,69,15,Female,B6xBXD73,Ntg,45% HFD,2020-10-27,9004,57,1.87,2
30674,2020-12-23,NA,20.98,12,Y-maze 2,18.349,0.038,29,36,5,85,15,Female,B6xBXD73,Ntg,45% HFD,2020-10-27,9004,57,1.87,2
30675,2020-12-23,NA,18.86,13,Y-maze 1,16.293,0.034,17,32,12,57,40,Female,B6xBXD73,5XFAD,45% HFD,2020-10-27,9004,57,1.87,2
30813,2020-12-23,NA,24.51,14,Y-maze 2,11.918,0.025,18,29,8,67,30,Male,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9037,57,1.87,2
30814,2020-12-23,NA,24.87,15,Y-maze 1,8.212,0.017,12,18,2,75,13,Male,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9037,57,1.87,2
30815,2020-12-23,NA,23.68,16,Y-maze 2,15.786,0.033,24,36,10,71,29,Male,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9037,57,1.87,2
30816,2020-12-23,NA,26.65,17,Y-maze 1,14.672,0.031,21,32,9,70,30,Male,B6xBXD169,Ntg,6% Extruded,2020-10-27,9037,57,1.87,2
30580,2020-12-23,NA,28.15,18,Y-maze 2,11.445,0.024,17,25,6,74,26,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-20,8957,64,2.1,2
30581,2020-12-23,NA,27.97,19,Y-maze 1,8.257,0.017,11,19,5,65,29,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-20,8957,64,2.1,2
30583,2020-12-23,NA,29.48,20,Y-maze 2,10.614,0.022,14,22,5,70,25,Male,B6xBXD51,Ntg,6% Extruded,2020-10-20,8957,64,2.1,2
30584,2020-12-23,NA,27.19,21,Y-maze 1,16.303,0.034,22,34,6,69,19,Male,B6xBXD51,Ntg,6% Extruded,2020-10-20,8957,64,2.1,2
30817,2020-12-23,NA,17.08,22,Y-maze 2,12.76,0.027,14,28,10,54,38,Female,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9038,57,1.87,2
30821,2020-12-23,NA,18.32,23,Y-maze 1,15.349,0.032,20,33,8,65,26,Female,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9038,57,1.87,2
30822,2020-12-23,NA,16.67,24,Y-maze 2,15.319,0.032,24,34,7,75,22,Female,B6xBXD169,Ntg,6% Extruded,2020-10-27,9038,57,1.87,2
30823,2020-12-23,NA,23.33,25,Y-maze 1,12.359,0.026,13,26,9,54,38,Male,B6xBXD169,Ntg,6% Extruded,2020-10-27,9040,57,1.87,2
30824,2020-12-23,NA,23.39,26,Y-maze 2,11.915,0.025,18,25,4,78,17,Male,B6xBXD169,Ntg,6% Extruded,2020-10-27,9040,57,1.87,2
30825,2020-12-23,NA,20.84,27,Y-maze 1,12.526,0.026,17,25,5,74,22,Male,B6xBXD169,Ntg,6% Extruded,2020-10-27,9040,57,1.87,2
30826,2020-12-23,NA,24.21,28,Y-maze 2,13.514,0.028,19,30,7,68,25,Male,B6xBXD169,5XFAD,6% Extruded,2020-10-27,9040,57,1.87,2
30807,2020-12-23,NA,27.66,29,Y-maze 1,9.57,0.02,12,20,6,67,33,Male,B6xBXD161,Ntg,6% Extruded,2020-10-27,9034,57,1.87,2
30808,2020-12-23,NA,28.48,30,Y-maze 2,11.177,0.023,15,23,6,71,29,Male,B6xBXD161,Ntg,6% Extruded,2020-10-27,9034,57,1.87,2
30809,2020-12-23,NA,25.48,31,Y-maze 1,13.248,0.028,14,30,10,50,36,Male,B6xBXD161,5XFAD,6% Extruded,2020-10-27,9034,57,1.87,2
30810,2020-12-23,NA,26.32,32,Y-maze 2,11.539,0.024,16,28,10,62,38,Male,B6xBXD161,5XFAD,6% Extruded,2020-10-27,9034,57,1.87,2
30770,2020-12-23,NA,24.41,33,Y-maze 1,9.313,0.019,11,22,7,55,35,Male,B6xBXD102,Ntg,6% Extruded,2020-10-27,9028,57,1.87,2
30776,2020-12-23,NA,24.95,34,Y-maze 2,6.748,0.014,6,14,5,50,42,Male,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9028,57,1.87,2
30777,2020-12-23,NA,26.11,35,Y-maze 1,13.146,0.027,19,28,7,73,27,Male,B6xBXD102,Ntg,6% Extruded,2020-10-27,9028,57,1.87,2
30778,2020-12-23,NA,24.71,36,Y-maze 2,11.657,0.024,19,25,1,83,4,Male,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9028,57,1.87,2
30783,2020-12-23,NA,25.43,37,Y-maze 1,13.268,0.028,15,28,9,58,35,Male,B6xBXD102,Ntg,6% Extruded,2020-10-27,9030,57,1.87,2
30784,2020-12-23,NA,25.98,38,Y-maze 2,10.266,0.021,12,22,8,60,40,Male,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9030,57,1.87,2
30785,2020-12-23,NA,24.59,39,Y-maze 1,16.4,0.034,20,36,12,59,35,Male,B6xBXD102,5XFAD,6% Extruded,2020-10-27,9030,57,1.87,2
30786,2020-12-23,NA,24.1,40,Y-maze 2,15.898,0.033,24,35,9,73,27,Male,B6xBXD102,Ntg,6% Extruded,2020-10-27,9030,57,1.87,2
30799,2020-12-23,NA,23.18,41,Y-maze 1,3.395,0.007,3,7,2,60,40,Male,B6xBXD152,5XFAD,6% Extruded,2020-10-27,9033,57,1.87,2
30800,2020-12-23,NA,22.46,42,Y-maze 2,4.029,0.008,1,7,4,20,80,Male,B6xBXD152,5XFAD,6% Extruded,2020-10-27,9033,57,1.87,2
30801,2020-12-23,NA,23.92,43,Y-maze 1,10.688,0.022,14,27,9,56,36,Male,B6xBXD152,Ntg,6% Extruded,2020-10-27,9033,57,1.87,2
26200,2020-12-28,NA,25.18,1,Y-maze 1,14.187,0.03,22,33,9,71,29,Female,B6,Ntg,6% Extruded,2020-07-07,7895,174,5.7,6
26203,2020-12-28,NA,25.11,2,Y-maze 2,17.234,0.036,20,39,16,54,43,Female,B6,Ntg,6% Extruded,2020-07-07,7895,174,5.7,6
26214,2020-12-28,NA,25.28,3,Y-maze 1,12.459,0.026,12,27,8,48,32,Female,B6,Ntg,6% Extruded,2020-07-07,7895,174,5.7,6
26216,2020-12-28,NA,26.65,4,Y-maze 2,7.618,0.016,7,19,2,41,12,Female,B6,Ntg,6% Extruded,2020-07-07,7895,174,5.7,6
26247,2020-12-28,NA,23.97,5,Y-maze 1,12.243,0.026,18,27,7,72,28,Female,B6xD2,5XFAD,6% Extruded,2020-07-07,7910,174,5.7,6
26248,2020-12-28,NA,23.02,6,Y-maze 2,13.465,0.028,16,33,14,52,45,Female,B6xD2,5XFAD,6% Extruded,2020-07-07,7910,174,5.7,6
26249,2020-12-28,NA,22.24,7,Y-maze 1,18.123,0.038,21,42,15,53,38,Female,B6xD2,5XFAD,6% Extruded,2020-07-07,7910,174,5.7,6
26253,2020-12-28,NA,30.76,8,Y-maze 2,12.933,0.027,11,27,14,44,56,Female,B6xD2,5XFAD,6% Extruded,2020-07-07,7910,174,5.7,6
26254,2020-12-28,NA,34.28,9,Y-maze 1,12.365,0.026,20,25,2,87,9,Male,B6xD2,5XFAD,6% Extruded,2020-07-07,7912,174,5.7,6
26256,2020-12-28,NA,36.04,10,Y-maze 2,7.503,0.016,11,16,2,79,14,Male,B6xD2,5XFAD,6% Extruded,2020-07-07,7912,174,5.7,6
26263,2020-12-28,NA,38.98,11,Y-maze 1,19.899,0.041,23,45,17,53,40,Male,B6xD2,5XFAD,6% Extruded,2020-07-07,7912,174,5.7,6
26265,2020-12-28,NA,39.18,12,Y-maze 2,8.81,0.018,12,21,7,63,37,Male,B6xD2,5XFAD,6% Extruded,2020-07-07,7912,174,5.7,6
26239,2020-12-28,NA,33.33,13,Y-maze 1,9.415,0.02,13,21,5,68,26,Male,B6,5XFAD,6% Extruded,2020-07-07,7898,174,5.7,6
26244,2020-12-28,NA,32.84,14,Y-maze 2,7.524,0.016,9,19,6,53,35,Male,B6,5XFAD,6% Extruded,2020-07-07,7898,174,5.7,6
26245,2020-12-28,NA,34.36,15,Y-maze 1,11.379,0.024,12,23,8,57,38,Male,B6,5XFAD,6% Extruded,2020-07-07,7898,174,5.7,6
26246,2020-12-28,NA,31.99,16,Y-maze 2,11.063,0.023,12,25,6,52,26,Male,B6,5XFAD,6% Extruded,2020-07-07,7898,174,5.7,6
26217,2020-12-28,NA,34.39,17,Y-maze 1,12.22,0.025,16,25,6,70,26,Male,B6,Ntg,6% Extruded,2020-07-07,7897,174,5.7,6
26218,2020-12-28,NA,31.12,18,Y-maze 2,8.721,0.018,10,18,5,63,31,Male,B6,Ntg,6% Extruded,2020-07-07,7897,174,5.7,6
26219,2020-12-28,NA,29.42,19,Y-maze 1,12.919,0.027,17,27,8,68,32,Male,B6,Ntg,6% Extruded,2020-07-07,7897,174,5.7,6
26221,2020-12-28,NA,34.9,20,Y-maze 2,7.711,0.016,11,18,2,69,13,Male,B6,Ntg,6% Extruded,2020-07-07,7897,174,5.7,6
26251,2020-12-28,NA,31.93,21,Y-maze 1,7.989,0.017,12,16,2,86,14,Female,B6xD2,Ntg,6% Extruded,2020-07-07,7911,174,5.7,6
26252,2020-12-28,NA,24.84,22,Y-maze 2,17.38,0.036,26,39,9,70,24,Female,B6xD2,Ntg,6% Extruded,2020-07-07,7911,174,5.7,6
26196,2020-12-28,NA,21.47,23,Y-maze 1,12.841,0.027,16,29,11,59,41,Female,B6,5XFAD,6% Extruded,2020-07-07,7896,174,5.7,6
26204,2020-12-28,NA,19.36,24,Y-maze 2,8.773,0.018,8,17,2,53,13,Female,B6,5XFAD,6% Extruded,2020-07-07,7896,174,5.7,6
26233,2020-12-28,NA,21.36,25,Y-maze 1,15.736,0.033,16,37,10,46,29,Female,B6,5XFAD,6% Extruded,2020-07-07,7896,174,5.7,6
26236,2020-12-28,NA,22.57,26,Y-maze 2,11.684,0.024,14,29,9,52,33,Female,B6,5XFAD,6% Extruded,2020-07-07,7896,174,5.7,6
26241,2020-12-28,NA,21.78,27,Y-maze 1,10.226,0.021,11,20,5,61,28,Female,B6,5XFAD,6% Extruded,2020-07-07,7896,174,5.7,6
26271,2020-12-28,NA,42.71,28,Y-maze 2,9.099,0.019,14,20,4,78,22,Male,B6xD2,Ntg,6% Extruded,2020-07-07,7917,174,5.7,6
26272,2020-12-28,NA,44.85,29,Y-maze 1,8.628,0.018,12,19,4,71,24,Male,B6xD2,Ntg,6% Extruded,2020-07-07,7917,174,5.7,6
26273,2020-12-28,NA,44.38,30,Y-maze 2,11.274,0.023,16,27,9,64,36,Male,B6xD2,Ntg,6% Extruded,2020-07-07,7917,174,5.7,6
26275,2020-12-28,NA,45.63,31,Y-maze 1,10.12,0.021,15,24,6,68,27,Male,B6xD2,Ntg,6% Extruded,2020-07-07,7917,174,5.7,6
30612,2020-12-30,NA,20.24,1,Y-maze 1,19.48,0.041,27,55,21,51,40,Female,B6xBXD55,5XFAD,6% Extruded,2020-10-27,8988,64,2.1,2
30616,2020-12-30,NA,20.23,2,Y-maze 2,22.154,0.046,34,48,10,74,22,Female,B6xBXD55,Ntg,6% Extruded,2020-10-27,8988,64,2.1,2
30607,2020-12-30,NA,25.2,3,Y-maze 1,15.146,0.032,23,37,9,66,26,Male,B6xBXD53,5XFAD,6% Extruded,2020-10-27,8987,64,2.1,2
30608,2020-12-30,NA,26.95,4,Y-maze 2,16.618,0.035,27,38,8,75,22,Male,B6xBXD53,Ntg,6% Extruded,2020-10-27,8987,64,2.1,2
30610,2020-12-30,NA,23.76,5,Y-maze 1,12.379,0.026,21,31,7,72,24,Male,B6xBXD53,5XFAD,6% Extruded,2020-10-27,8987,64,2.1,2
30611,2020-12-30,NA,25.56,6,Y-maze 2,20.973,0.044,31,54,14,60,27,Male,B6xBXD53,5XFAD,6% Extruded,2020-10-27,8987,64,2.1,2
30562,2020-12-30,NA,17.43,7,Y-maze 1,9.633,0.02,15,24,7,68,32,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8977,64,2.1,2
30563,2020-12-30,NA,18.73,8,Y-maze 2,17.297,0.036,20,39,13,54,35,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8977,64,2.1,2
30591,2020-12-30,NA,25.69,9,Y-maze 1,8.304,0.017,14,22,5,70,25,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8984,64,2.1,2
30592,2020-12-30,NA,27.52,10,Y-maze 2,11.333,0.024,18,26,2,75,8,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8984,64,2.1,2
30593,2020-12-30,NA,26.84,11,Y-maze 1,10.655,0.022,14,25,8,61,35,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8984,64,2.1,2
30594,2020-12-30,NA,27.19,12,Y-maze 2,13.49,0.028,19,30,7,68,25,Male,B6xBXD51,Ntg,6% Extruded,2020-10-27,8984,64,2.1,2
30595,2020-12-30,NA,28.57,13,Y-maze 1,10.178,0.021,18,25,2,78,9,Male,B6xBXD51,Ntg,6% Extruded,2020-10-27,8985,64,2.1,2
30596,2020-12-30,NA,28.88,14,Y-maze 2,12.298,0.026,16,27,3,64,12,Male,B6xBXD51,Ntg,6% Extruded,2020-10-27,8985,64,2.1,2
30597,2020-12-30,NA,27.59,15,Y-maze 1,8.931,0.019,12,18,4,75,25,Male,B6xBXD51,Ntg,6% Extruded,2020-10-27,8985,64,2.1,2
30598,2020-12-30,NA,27.21,16,Y-maze 2,15.776,0.033,18,33,9,58,29,Male,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8985,64,2.1,2
30556,2020-12-30,NA,17.74,17,Y-maze 1,12.645,0.026,24,35,6,73,18,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8978,64,2.1,2
30557,2020-12-30,NA,18.86,18,Y-maze 2,14.288,0.03,16,30,12,57,43,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8978,64,2.1,2
30558,2020-12-30,NA,17.63,19,Y-maze 1,9.986,0.021,15,22,2,75,10,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8978,64,2.1,2
30564,2020-12-30,NA,20.55,20,Y-maze 2,16.748,0.035,22,37,13,63,37,Female,B6xBXD38,Ntg,6% Extruded,2020-10-27,8978,64,2.1,2
30566,2020-12-30,NA,19.93,21,Y-maze 1,12.547,0.026,23,32,3,77,10,Female,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8978,64,2.1,2
30619,2020-12-30,NA,27.63,22,Y-maze 2,17.181,0.036,27,39,8,73,22,Male,B6xBXD55,5XFAD,45% HFD,2020-10-27,8990,64,2.1,2
30620,2020-12-30,NA,29.46,23,Y-maze 1,13.576,0.028,20,32,6,67,20,Male,B6xBXD55,Ntg,45% HFD,2020-10-27,8990,64,2.1,2
30621,2020-12-30,NA,28.2,24,Y-maze 2,13.818,0.029,23,32,5,77,17,Male,B6xBXD55,5XFAD,45% HFD,2020-10-27,8990,64,2.1,2
30548,2020-12-30,NA,27.89,25,Y-maze 1,11.584,0.024,14,28,10,54,38,Male,B6xBXD34,Ntg,45% HFD,2020-10-27,8975,64,2.1,2
30550,2020-12-30,NA,26.86,26,Y-maze 2,13.458,0.028,17,28,6,65,23,Male,B6xBXD34,5XFAD,45% HFD,2020-10-27,8975,64,2.1,2
30552,2020-12-30,NA,26.93,27,Y-maze 1,12.42,0.026,20,28,6,77,23,Male,B6xBXD34,Ntg,45% HFD,2020-10-27,8975,64,2.1,2
30573,2020-12-30,NA,24.75,28,Y-maze 2,10.755,0.022,15,25,4,65,17,Male,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8981,64,2.1,2
30574,2020-12-30,NA,25.67,29,Y-maze 1,9.713,0.02,20,25,2,87,9,Male,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8981,64,2.1,2
30575,2020-12-30,NA,23.87,30,Y-maze 2,13.539,0.028,17,32,9,57,30,Male,B6xBXD38,5XFAD,6% Extruded,2020-10-27,8981,64,2.1,2
30628,2020-12-30,NA,27.46,32,Y-maze 2,5.127,0.011,7,12,2,70,20,Male,B6xBXD62,5XFAD,45% HFD,2020-10-27,8992,64,2.1,2
30629,2020-12-30,NA,28.56,33,Y-maze 1,6.401,0.013,7,16,5,50,36,Male,B6xBXD62,Ntg,45% HFD,2020-10-27,8992,64,2.1,2
30622,2020-12-30,NA,19.05,34,Y-maze 2,9.558,0.02,14,21,3,74,16,Female,B6xBXD62,5XFAD,45% HFD,2020-10-27,8991,64,2.1,2
30624,2020-12-30,NA,18.98,35,Y-maze 1,10.086,0.021,16,27,4,64,16,Female,B6xBXD62,Ntg,45% HFD,2020-10-27,8991,64,2.1,2
30625,2020-12-30,NA,19.55,36,Y-maze 2,6.278,0.013,7,14,5,58,42,Female,B6xBXD62,5XFAD,45% HFD,2020-10-27,8991,64,2.1,2
30585,2020-12-30,NA,19.32,37,Y-maze 1,12.555,0.026,20,31,8,69,28,Female,B6xBXD51,Ntg,6% Extruded,2020-10-27,8982,64,2.1,2
30586,2020-12-30,NA,22.67,38,Y-maze 2,9.622,0.02,17,21,1,89,5,Female,B6xBXD51,Ntg,6% Extruded,2020-10-27,8982,64,2.1,2
30587,2020-12-30,NA,20.27,39,Y-maze 1,8.014,0.017,10,21,6,53,32,Female,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8982,64,2.1,2
30588,2020-12-30,NA,17.96,40,Y-maze 2,10.624,0.022,15,22,5,75,25,Female,B6xBXD51,5XFAD,6% Extruded,2020-10-27,8982,64,2.1,2
30600,2020-12-30,NA,18.7,42,Y-maze 2,15.63,0.033,25,35,5,76,15,Female,B6xBXD53,Ntg,6% Extruded,2020-10-27,8986,64,2.1,2
30602,2020-12-30,NA,17.42,43,Y-maze 1,15.387,0.032,19,37,13,54,37,Female,B6xBXD53,5XFAD,6% Extruded,2020-10-27,8986,64,2.1,2
30606,2020-12-30,NA,19.26,44,Y-maze 2,16.148,0.034,21,35,11,64,33,Female,B6xBXD53,Ntg,6% Extruded,2020-10-27,8986,64,2.1,2
19373,2019-12-23,NA,22.84,1,Y-maze 1,15.492,0.032,16,34,12,50,38,Male,B6xBXD74,5XFAD,6% Extruded,2019-11-05,5921,48,1.57,2
19375,2019-12-23,NA,25.33,2,Y-maze 2,11.511,0.024,20,32,7,67,23,Male,B6xBXD74,Ntg,6% Extruded,2019-11-05,5921,48,1.57,2
19377,2019-12-23,NA,23.08,3,Y-maze 2,10.697,0.022,22,34,9,69,28,Male,B6xBXD74,5XFAD,6% Extruded,2019-11-05,5921,48,1.57,2
19376,2019-12-23,NA,22.57,4,Y-maze 1,15.32,0.032,16,35,12,48,36,Male,B6xBXD74,5XFAD,6% Extruded,2019-11-05,5921,48,1.57,2
