AgeGrp,Sex,Genotype,Diet,Line,Weight_mean,Weight_sd,Age.Tested.Days_mean,Age.Tested.Days_sd,Age.Tested.Months_mean,Age.Tested.Months_sd,sample.n
6,Female,5XFAD,45% HFD,B6xBXD38,25.213636363636365,2.80401238487733,180.9090909090909,4.504543161177289,5.92909090909091,0.14896003124694526,11
6,Female,5XFAD,45% HFD,B6xBXD39,33.48,5.307033069427775,185.75,6.701989754294367,6.0875,0.2202082347839577,4
6,Female,5XFAD,45% HFD,B6xBXD42,25.98,1.3859292911256338,177.5,9.192388155425117,5.82,0.2969848480983499,2
6,Female,5XFAD,45% HFD,B6xBXD50,21.27,1.6710874702819516,180.14285714285714,7.733661733585444,5.904285714285714,0.25270913074502216,7
6,Female,5XFAD,45% HFD,B6xBXD55,24.236666666666668,1.182384596200971,186.33333333333334,4.041451884327381,6.1066666666666665,0.13279056191361366,3
6,Female,5XFAD,45% HFD,B6xBXD60,40.44166666666667,4.221816749536466,185.16666666666666,2.857738033247041,6.068333333333333,0.09389710680668831,6
6,Female,5XFAD,45% HFD,B6xBXD61,31.3275,4.136402422395576,178.75,3.5,5.8575,0.11500000000000021,4
6,Female,5XFAD,45% HFD,B6xBXD62,32.85,8.653550331126139,183.14285714285714,10.605479266689954,6.001428571428572,0.3474396144861518,7
6,Female,5XFAD,45% HFD,B6xBXD65,28.21090909090909,4.553136181898044,181.54545454545453,8.116201529824606,5.950909090909091,0.26360783544707245,11
6,Female,5XFAD,45% HFD,B6xBXD66,23.217142857142857,1.856607248771392,179.57142857142858,9.015859043136949,5.885714285714286,0.29313575597079844,7
6,Female,5XFAD,45% HFD,B6xBXD68,27.591818181818184,5.63634601170265,183.1818181818182,8.134103291920773,6.003636363636364,0.2666935592500398,11
6,Female,5XFAD,45% HFD,B6xBXD73,23.19181818181818,2.8955753078855264,188.54545454545453,8.721968084826226,6.17909090909091,0.2857780448339076,11
6,Female,5XFAD,45% HFD,B6xBXD74,33.9,4.781772683848534,191,0,6.26,0,5
6,Female,5XFAD,45% HFD,B6xBXD75,27.367,4.446177009521776,181.3,6.8158312446506155,5.942,0.22439053257905311,10
6,Female,5XFAD,45% HFD,B6xBXD77,38.417500000000004,3.953568912116892,185.5,7.727501906456298,6.08,0.2551190198431201,8
6,Female,5XFAD,45% HFD,B6xBXD78,34.1,NA,167,NA,5.48,NA,1
6,Female,5XFAD,45% HFD,B6xBXD83,31.186999999999998,3.688278881959865,179.5,5.212165257037297,5.884,0.1720594212603439,10
6,Female,5XFAD,45% HFD,B6xBXD87,24.265,3.6342307760148262,189.25,3.5,6.2025,0.11499999999999977,4
6,Female,5XFAD,45% HFD,B6xBXD99,28.608571428571427,4.923127151758417,181.14285714285714,6.9144431308330105,5.937142857142857,0.2278679651109596,7
6,Female,5XFAD,45% HFD,B6xD2,27.815,3.7658730727415657,186.25,10.700467279516348,6.10375,0.35168725960919967,8
6,Female,5XFAD,45% HFD,B6xD2Gpnmb,23.06625,2.704831325609787,182.25,13.360389215887388,5.9725,0.4389842170934426,8
6,Female,5XFAD,6% Extruded,B6,22.805,1.5307578831969793,182.55882352941177,10.979847038926247,5.9867647058823525,0.3613671061168188,34
6,Female,5XFAD,6% Extruded,B6xBXD100,29.03,NA,174,NA,5.7,NA,1
6,Female,5XFAD,6% Extruded,B6xBXD101,23.56,1.827867610085588,187,13.856406460551018,6.133333333333334,0.45610671265980435,3
6,Female,5XFAD,6% Extruded,B6xBXD102,25.46,NA,183,NA,6,NA,1
6,Female,5XFAD,6% Extruded,B6xBXD113,26.043076923076924,2.265871372545908,185.46153846153845,5.501747973983429,6.077692307692308,0.18060794769120977,13
6,Female,5XFAD,6% Extruded,B6xBXD12,22.586875,1.4342557593864955,183.4375,7.780049271480655,6.015,0.2548986726786418,16
6,Female,5XFAD,6% Extruded,B6xBXD124,24.96,4.004253987948316,184.92307692307693,17.211728261380077,6.062307692307693,0.5627189032745962,13
6,Female,5XFAD,6% Extruded,B6xBXD125,23.236,1.8835892156554026,184.52,9.717338455907907,6.0488,0.3181498598669083,25
6,Female,5XFAD,6% Extruded,B6xBXD14,25.354666666666667,3.5076627681745705,178.06666666666666,9.330952077181978,5.838,0.3044714389607949,15
6,Female,5XFAD,6% Extruded,B6xBXD152,26.899375,4.925040059058741,181.6875,8.60789366415114,5.956875,0.2849027611893809,16
6,Female,5XFAD,6% Extruded,B6xBXD154,23.59285714285714,2.9757672079970363,190.42857142857142,6.023762469230862,6.241428571428571,0.19827830369025654,7
6,Female,5XFAD,6% Extruded,B6xBXD156,21.63125,1.0685161607174156,177,7.483314773547883,5.800000000000001,0.24588034255943042,8
6,Female,5XFAD,6% Extruded,B6xBXD16,25.966363636363635,2.406363533331042,188.8181818181818,8.022695081058258,6.189090909090909,0.26447890446894046,11
6,Female,5XFAD,6% Extruded,B6xBXD160,28.25625,3.534030226647354,177,7.483314773547883,5.800000000000001,0.24588034255943042,8
6,Female,5XFAD,6% Extruded,B6xBXD161,25.43,2.233883949537218,189.7058823529412,16.851426890186307,6.219411764705883,0.5514352929881629,17
6,Female,5XFAD,6% Extruded,B6xBXD169,25.401290322580646,3.1825207429912994,181.3548387096774,7.670499275782832,5.943225806451613,0.25242011405293097,31
6,Female,5XFAD,6% Extruded,B6xBXD172,24.580000000000002,1.859354726780234,196,8.660254037844387,6.426666666666667,0.28290163190291673,3
6,Female,5XFAD,6% Extruded,B6xBXD19,24.39625,3.5399553568613586,183.875,8.114141095290721,6.03125,0.2683514486638743,8
6,Female,5XFAD,6% Extruded,B6xBXD197,31.12,5.2843921126275255,176.5,3.070597894314954,5.7825,0.10095968077830426,8
6,Female,5XFAD,6% Extruded,B6xBXD216,27.665714285714287,2.982771961016895,178.71428571428572,2.138089935299395,5.855714285714286,0.06948792289723028,7
6,Female,5XFAD,6% Extruded,B6xBXD22,22.18,1.2916655913974013,193.33333333333334,13.279056191361393,6.34,0.4330127018922193,3
6,Female,5XFAD,6% Extruded,B6xBXD28,23.271,2.509791713358789,190,12.009255689767881,6.228,0.3947094571397492,10
6,Female,5XFAD,6% Extruded,B6xBXD32,25.233333333333334,1.6691394988636117,172.83333333333334,4.622409184253019,5.665,0.14949916387726048,6
6,Female,5XFAD,6% Extruded,B6xBXD33,24.12,0.3386738844375235,195.33333333333334,0.5773502691896257,6.403333333333333,0.023094010767585053,3
6,Female,5XFAD,6% Extruded,B6xBXD34,25.26,4.125742357443082,186.6,16.2265215003093,6.12,0.5306128532178617,5
6,Female,5XFAD,6% Extruded,B6xBXD38,22.464615384615385,2.1116921152818633,181.84615384615384,6.631316534019392,5.9592307692307696,0.21788611468920857,13
6,Female,5XFAD,6% Extruded,B6xBXD39,23.932727272727274,1.9670490126536802,172.72727272727272,9.306888944119931,5.663636363636364,0.30581931682850666,11
6,Female,5XFAD,6% Extruded,B6xBXD42,24.275,1.6006144653434409,174,3.4641016151377544,5.705,0.10969655114602861,4
6,Female,5XFAD,6% Extruded,B6xBXD44,26.848,2.416302961137118,178.2,7.155417527999327,5.844,0.23255106965997793,5
6,Female,5XFAD,6% Extruded,B6xBXD45,23.351666666666667,0.7718138808460663,172.5,2.7386127875258306,5.655,0.0931128347758782,6
6,Female,5XFAD,6% Extruded,B6xBXD48a,25.216666666666665,1.605936902039845,186,0,6.1,0,3
6,Female,5XFAD,6% Extruded,B6xBXD49,22.736666666666665,1.0848655830716232,186,0,6.1,0,3
6,Female,5XFAD,6% Extruded,B6xBXD5,24.04,0.6081118318204305,184,0,6.03,0,2
6,Female,5XFAD,6% Extruded,B6xBXD50,22.09625,1.6968672114615608,185.0625,12.588188908655605,6.06625,0.4112562056269385,16
6,Female,5XFAD,6% Extruded,B6xBXD51,22.55,NA,213,NA,6.98,NA,1
6,Female,5XFAD,6% Extruded,B6xBXD53,24.88,4.222842644475401,176.33333333333334,10.969655114602888,5.78,0.36373066958946415,3
6,Female,5XFAD,6% Extruded,B6xBXD55,25.903333333333332,5.0612940015076155,175.16666666666666,8.009464098896702,5.745,0.26266120591154885,12
6,Female,5XFAD,6% Extruded,B6xBXD60,37.28947368421053,5.151321808455477,175.52631578947367,5.72876194742742,5.753684210526316,0.1869405884919884,19
6,Female,5XFAD,6% Extruded,B6xBXD61,31.5884375,5.502138651279449,181.8125,9.254249241956803,5.9590625,0.30241351069622024,32
6,Female,5XFAD,6% Extruded,B6xBXD62,27.169,4.349871020471394,181.65,11.00848954694799,5.955,0.36129154286720905,20
6,Female,5XFAD,6% Extruded,B6xBXD64,29.12,1.1358256908522537,196,0,6.43,0,3
6,Female,5XFAD,6% Extruded,B6xBXD65,25.732857142857142,5.201136604437725,188.21428571428572,10.948681490189875,6.172142857142857,0.35807559518645216,14
6,Female,5XFAD,6% Extruded,B6xBXD65a,26.98,1.7333205127730988,181.6,0.5477225575051661,5.954,0.021908902300206666,5
6,Female,5XFAD,6% Extruded,B6xBXD66,22.938333333333333,2.2839671759038183,179.5,9.839623052646976,5.885,0.3206952674197961,12
6,Female,5XFAD,6% Extruded,B6xBXD68,26.07761904761905,4.4380568999979095,186.04761904761904,7.832472090446224,6.097619047619047,0.2559473532175076,21
6,Female,5XFAD,6% Extruded,B6xBXD70,23.520000000000003,1.2020815280171302,178,0,5.84,0,2
6,Female,5XFAD,6% Extruded,B6xBXD73,22.036190476190477,1.6668067560172541,187.47619047619048,5.202105800721931,6.1466666666666665,0.1695975628755712,21
6,Female,5XFAD,6% Extruded,B6xBXD73a,22.67125,1.0689839969402188,183,8.55235974119758,6,0.27795169158892113,8
6,Female,5XFAD,6% Extruded,B6xBXD74,26.81357142857143,4.31852290834379,180.85714285714286,8.74297205986388,5.93,0.2845509282522738,14
6,Female,5XFAD,6% Extruded,B6xBXD75,25.017142857142858,1.3419929414661815,179.5,5.971084169047205,5.885,0.19409553555678952,14
6,Female,5XFAD,6% Extruded,B6xBXD77,29.763333333333332,2.896700709427882,180.88888888888889,10.787080750189604,5.932222222222222,0.3523058961250072,9
6,Female,5XFAD,6% Extruded,B6xBXD78,24.646666666666665,1.6365919874340498,193,0,6.33,0,3
6,Female,5XFAD,6% Extruded,B6xBXD81,22.588333333333335,2.106280291572484,178.16666666666666,10.303721010715822,5.838333333333333,0.3385508332092339,6
6,Female,5XFAD,6% Extruded,B6xBXD83,26.3625,2.210499297185399,186,7.727501906456298,6.0975,0.25291161640835264,8
6,Female,5XFAD,6% Extruded,B6xBXD87,23.404444444444444,1.2004802279828595,190.22222222222223,8.885068623507893,6.234444444444445,0.2919379690581164,9
6,Female,5XFAD,6% Extruded,B6xBXD89,24.406666666666666,4.172700963804299,180.66666666666666,2.309401076758503,5.926666666666667,0.07505553499465129,3
6,Female,5XFAD,6% Extruded,B6xBXD98,26.89,0.6646803743153531,181,0,5.93,0,2
6,Female,5XFAD,6% Extruded,B6xBXD99,26.193333333333335,2.1689600915618246,186.5,3.9657625656704067,6.114166666666667,0.12922554865134994,12
6,Female,5XFAD,6% Extruded,B6xD2,25.427454545454545,3.111131280598401,182.5090909090909,9.589486386571972,5.983818181818182,0.315550611712588,55
6,Female,5XFAD,6% Extruded,B6xD2Gpnmb,23.293333333333333,1.8594394723989138,180.41666666666666,9.019759453891252,5.914166666666667,0.2980377747056824,12
6,Female,Ntg,45% HFD,B6,28.432,7.248556408002905,184,0,6.03,0,5
6,Female,Ntg,45% HFD,B6xBXD100,27.450000000000003,6.576093065034892,180.5,4.949747468305833,5.915,0.16263455967290624,2
6,Female,Ntg,45% HFD,B6xBXD113,32.112,3.3685560704848014,183.2,1.0954451150103321,6.006,0.03286335345031024,5
6,Female,Ntg,45% HFD,B6xBXD12,23.75,3.859144983024089,179.625,3.6228441865473595,5.88625,0.11903630898655633,8
6,Female,Ntg,45% HFD,B6xBXD124,28.425555555555555,3.4512791509493663,187.88888888888889,3.6893239368631092,6.157777777777778,0.12122064363978763,9
6,Female,Ntg,45% HFD,B6xBXD125,29.927500000000002,6.64933240472842,179,11.301074538037774,5.8675,0.36861710680402693,8
6,Female,Ntg,45% HFD,B6xBXD14,37.15,6.1523951975362134,179,9.66091783079296,5.865714285714286,0.3174301572974829,7
6,Female,Ntg,45% HFD,B6xBXD152,31.813,6.129368374201918,177.7,3.973523485382827,5.823,0.13055862880543578,10
6,Female,Ntg,45% HFD,B6xBXD154,22.94,2.7079143265620496,182.83333333333334,5.269408568963567,5.991666666666667,0.17313771012308868,6
6,Female,Ntg,45% HFD,B6xBXD16,34.646,5.038653589998026,181.2,6.260990336999411,5.938000000000001,0.20571825392998064,5
6,Female,Ntg,45% HFD,B6xBXD161,32.33428571428571,4.264812841313035,188.14285714285714,8.474050024015897,6.168571428571428,0.27637104114026195,7
6,Female,Ntg,45% HFD,B6xBXD169,26.157777777777778,3.9081990026666307,181,7.280109889280518,5.932222222222222,0.24056068765374866,9
6,Female,Ntg,45% HFD,B6xBXD19,32.50142857142857,2.9472173502967354,186.5,7.572724334488471,6.1121428571428575,0.2488180852760497,14
6,Female,Ntg,45% HFD,B6xBXD28,27.36,0.650538238691625,172,7.0710678118654755,5.640000000000001,0.2262741699796948,2
6,Female,Ntg,45% HFD,B6xBXD31,26.225,1.6620770138594652,166.25,6.5,5.4475,0.21499999999999986,4
6,Female,Ntg,45% HFD,B6xBXD32,40.63333333333333,4.819059382631983,174,5.196152422706632,5.703333333333333,0.16743157806499148,3
6,Female,Ntg,45% HFD,B6xBXD34,31.114285714285714,5.963340387017043,180.14285714285714,12.294017127971522,5.908571428571429,0.4008918628686366,7
6,Female,Ntg,45% HFD,B6xBXD38,26.541249999999998,2.9744264152942166,178.75,6.3189058727418494,5.858750000000001,0.20863074009906996,8
6,Female,Ntg,45% HFD,B6xBXD39,31.115,3.2672137539937167,184.875,5.841660722773962,6.05875,0.1919402808911444,8
6,Female,Ntg,45% HFD,B6xBXD42,39.25,3.8042344827836225,171,0,5.61,0,2
6,Female,Ntg,45% HFD,B6xBXD48a,38.8,NA,182,NA,5.97,NA,1
6,Female,Ntg,45% HFD,B6xBXD50,25.914285714285715,7.293919515922966,177.28571428571428,6.676183683170241,5.811428571428571,0.21713502492140455,7
6,Female,Ntg,45% HFD,B6xBXD55,25.893333333333334,3.431178611886397,188.66666666666666,3.6147844564602556,6.183333333333334,0.11877148928369388,6
6,Female,Ntg,45% HFD,B6xBXD60,41.263333333333335,2.2110574393262596,185.55555555555554,3.0867098629086893,6.081111111111111,0.10142046692414244,9
6,Female,Ntg,45% HFD,B6xBXD61,40.942499999999995,4.39200314966493,178.75,3.5,5.8575,0.11500000000000021,4
6,Female,Ntg,45% HFD,B6xBXD62,31.59857142857143,3.899689853357694,180,3.7416573867739413,5.898571428571429,0.12294017127971545,7
6,Female,Ntg,45% HFD,B6xBXD65,29.728,5.789779884512979,180,5.57773351022717,5.9,0.1812916618784953,10
6,Female,Ntg,45% HFD,B6xBXD66,24.694444444444443,1.4077030147647547,177.88888888888889,10.397649306988148,5.831111111111111,0.3379513442954639,9
6,Female,Ntg,45% HFD,B6xBXD68,28.42625,4.304685625377693,182.4375,8.763323190053722,5.979375,0.2872970298024907,16
6,Female,Ntg,45% HFD,B6xBXD73,25.166666666666668,3.2883882024020474,187,9.890307468333924,6.128333333333334,0.3242847607591298,12
6,Female,Ntg,45% HFD,B6xBXD74,39.643750000000004,5.100495599169052,191,0,6.26,0,8
6,Female,Ntg,45% HFD,B6xBXD75,31.90888888888889,4.6736774718749166,179.55555555555554,7.986099033807293,5.885555555555555,0.2636337948324868,9
6,Female,Ntg,45% HFD,B6xBXD77,38.68,5.8571153309457715,182.25,3.5,5.9725,0.11500000000000021,4
6,Female,Ntg,45% HFD,B6xBXD83,35.36714285714286,5.471757457191398,181.5,6.699598150980056,5.949285714285714,0.22154924042764396,14
6,Female,Ntg,45% HFD,B6xBXD87,25.4675,1.7798572040101037,191,0,6.26,0,4
6,Female,Ntg,45% HFD,B6xBXD99,29.087,5.023829990931001,182.1,7.489993324429602,5.969,0.2467319733367904,10
6,Female,Ntg,45% HFD,B6xD2,32.805,7.068750085961293,182.6,2.9514591494904874,5.984,0.09697651491183047,10
6,Female,Ntg,45% HFD,B6xD2Gpnmb,30.11,4.259495275264429,189.6,11.502173707608488,6.214,0.37792856467856456,5
6,Female,Ntg,6% Extruded,B6,25.89948717948718,3.2303576050354326,185.23076923076923,12.98675750313927,6.074358974358974,0.42615659879163814,39
6,Female,Ntg,6% Extruded,B6xBXD100,33.70333333333333,3.41353677779123,174,0,5.7,0,3
6,Female,Ntg,6% Extruded,B6xBXD101,22.325,0.44948118240181356,203,0,6.66,0,4
6,Female,Ntg,6% Extruded,B6xBXD102,36.35,2.729432175380073,183,0,6,0,2
6,Female,Ntg,6% Extruded,B6xBXD113,31.515,4.898935744482818,184,6.48074069840786,6.03,0.2129386229476868,8
6,Female,Ntg,6% Extruded,B6xBXD12,23.246875,2.4522743695054463,182.6875,5.558402048550764,5.988125,0.18342005524660243,16
6,Female,Ntg,6% Extruded,B6xBXD124,29.97875,6.0223071931421295,174.125,6.2891630149465385,5.70875,0.2044810504667853,8
6,Female,Ntg,6% Extruded,B6xBXD125,24.351666666666667,1.983485606581291,185.75,11.73282109763423,6.088333333333333,0.38335441312264296,12
6,Female,Ntg,6% Extruded,B6xBXD14,30.437857142857144,4.528224611463982,187.35714285714286,13.551083651570753,6.1414285714285715,0.4429074767567522,14
6,Female,Ntg,6% Extruded,B6xBXD152,27.864444444444445,2.682060713929238,183.11111111111111,8.519105786330677,6.003888888888889,0.2818873135072593,18
6,Female,Ntg,6% Extruded,B6xBXD154,24.8725,2.476182257312368,185.5,4.242640687119285,6.08,0.1414213562373093,8
6,Female,Ntg,6% Extruded,B6xBXD156,21.525,1.694832482240396,177,7.483314773547883,5.800000000000001,0.24588034255943042,8
6,Female,Ntg,6% Extruded,B6xBXD16,29.855,5.391954986035081,175.6818181818182,11.453368660776343,5.761363636363637,0.373405122194896,22
6,Female,Ntg,6% Extruded,B6xBXD160,28.06142857142857,3.229016509565663,176,7.483314773547883,5.767142857142858,0.24588034255943042,7
6,Female,Ntg,6% Extruded,B6xBXD161,30.071,3.5788720657712667,188.7,15.113953121118525,6.1875,0.4947607077110475,20
6,Female,Ntg,6% Extruded,B6xBXD169,25.25695652173913,3.2607172032916156,182.47826086956522,6.611763382015636,5.981304347826087,0.2190123356390123,23
6,Female,Ntg,6% Extruded,B6xBXD172,27.240000000000002,2.6168874641451443,196.66666666666666,9.237604307034012,6.446666666666666,0.3002221399786057,3
6,Female,Ntg,6% Extruded,B6xBXD19,29.306363636363635,5.393978629411266,187.9090909090909,14.003246376855229,6.160909090909091,0.457918214214166,11
6,Female,Ntg,6% Extruded,B6xBXD197,32.98142857142857,2.8395212540815664,176.85714285714286,3.132015933791495,5.7942857142857145,0.10293317295817735,7
6,Female,Ntg,6% Extruded,B6xBXD216,31.48857142857143,4.73603360268002,178.71428571428572,2.138089935299395,5.855714285714286,0.06948792289723028,7
6,Female,Ntg,6% Extruded,B6xBXD22,23.085,2.722361107568209,201,0,6.59,0,2
6,Female,Ntg,6% Extruded,B6xBXD28,26.96785714285714,2.9681311876756307,187.92857142857142,11.59220086433637,6.161428571428571,0.38243867568453466,14
6,Female,Ntg,6% Extruded,B6xBXD31,25.49,NA,195,NA,6.39,NA,1
6,Female,Ntg,6% Extruded,B6xBXD32,28.868,6.280515106263181,175.2,4.024922359499621,5.742,0.12969194269498782,5
6,Female,Ntg,6% Extruded,B6xBXD33,25.66,1.0030952098380281,195.75,0.5,6.42,0.020000000000000018,4
6,Female,Ntg,6% Extruded,B6xBXD34,25.03142857142857,2.835697613001245,178.42857142857142,13.611969522655944,5.851428571428571,0.4445382837442527,7
6,Female,Ntg,6% Extruded,B6xBXD38,26.896250000000002,5.325779911587285,180.0625,5.697587208634897,5.900625,0.18720643685514665,16
6,Female,Ntg,6% Extruded,B6xBXD39,28.222857142857144,4.267644605188027,169,11.972189997378647,5.538571428571429,0.39202162233855475,7
6,Female,Ntg,6% Extruded,B6xBXD42,26.19375,3.8793517039393497,170.5,5.80640040940045,5.5912500000000005,0.18711627401164216,8
6,Female,Ntg,6% Extruded,B6xBXD44,32.52428571428571,2.253721789565408,181.85714285714286,8.55235974119758,5.962857142857143,0.27795169158892113,7
6,Female,Ntg,6% Extruded,B6xBXD45,24.077142857142857,1.770279773422969,172.85714285714286,2.6726124191242437,5.667142857142857,0.09086882225022425,7
6,Female,Ntg,6% Extruded,B6xBXD48a,26.5325,3.9515345120598395,190.5,10.969655114602888,6.244999999999999,0.36373066958946415,4
6,Female,Ntg,6% Extruded,B6xBXD5,27.546666666666667,3.7534561850824013,184,0,6.03,0,3
6,Female,Ntg,6% Extruded,B6xBXD50,23.215,2.629170760694118,181.4,7.366591251499344,5.947,0.24046482764290775,10
6,Female,Ntg,6% Extruded,B6xBXD51,25.130000000000003,1.3010764773832473,213,0,6.98,0,2
6,Female,Ntg,6% Extruded,B6xBXD53,28.55,NA,189,NA,6.2,NA,1
6,Female,Ntg,6% Extruded,B6xBXD55,28.835,4.912031931116459,175.35714285714286,9.29521914217728,5.751428571428572,0.30482926224507895,14
6,Female,Ntg,6% Extruded,B6xBXD60,36.97611111111111,6.019344442407318,176.66666666666666,5.930975517419988,5.789444444444444,0.1936786976115254,18
6,Female,Ntg,6% Extruded,B6xBXD61,35.14,5.62822280048435,182.68421052631578,7.912034156588389,5.988684210526316,0.2587931559794276,38
6,Female,Ntg,6% Extruded,B6xBXD62,29.60142857142857,4.812534686616826,184.78571428571428,11.994733276468734,6.057857142857142,0.39425057575546585,14
6,Female,Ntg,6% Extruded,B6xBXD64,24.703333333333333,1.4755450970178219,178,0,5.84,0,3
6,Female,Ntg,6% Extruded,B6xBXD65,31.49705882352941,5.979818940304425,191.47058823529412,11.192171633885577,6.278823529411765,0.3660580956784931,17
6,Female,Ntg,6% Extruded,B6xBXD65a,34.2525,2.30054160289847,181.5,0.5773502691896257,5.949999999999999,0.023094010767585053,4
6,Female,Ntg,6% Extruded,B6xBXD66,25.423571428571428,3.0223338082269557,184.21428571428572,5.577131485306367,6.038571428571428,0.18296099386132894,14
6,Female,Ntg,6% Extruded,B6xBXD68,26.983333333333334,3.2560057330006855,183.42857142857142,11.061516300089371,6.0128571428571425,0.3605987084993907,21
6,Female,Ntg,6% Extruded,B6xBXD70,24.86,1.0278132126023691,178,0,5.84,0,3
6,Female,Ntg,6% Extruded,B6xBXD73,23.354666666666667,2.232566961615091,188.4,5.124172407047099,6.176666666666667,0.16659045876754452,15
6,Female,Ntg,6% Extruded,B6xBXD73a,24.47125,2.246364920742588,183,8.55235974119758,6,0.27795169158892113,8
6,Female,Ntg,6% Extruded,B6xBXD74,28.914117647058823,3.545775759307703,182.88235294117646,10.061575131044197,5.996470588235294,0.3276991985127249,17
6,Female,Ntg,6% Extruded,B6xBXD75,28.4155,4.257687134682645,178.1,10.567577026477087,5.8375,0.3459825824639457,20
6,Female,Ntg,6% Extruded,B6xBXD77,33.68909090909091,6.35013299789139,180.0909090909091,5.906852722974316,5.905454545454545,0.19428657371849642,11
6,Female,Ntg,6% Extruded,B6xBXD78,27.875,2.0152543263816614,193,0,6.33,0,2
6,Female,Ntg,6% Extruded,B6xBXD81,25.109,1.2133832407318341,178.4,2.9514591494904874,5.846,0.09697651491183047,10
6,Female,Ntg,6% Extruded,B6xBXD83,29.07,3.393421085964232,187.5,8.72544172711808,6.149375,0.28580806496668343,16
6,Female,Ntg,6% Extruded,B6xBXD87,25.175,1.8881135366478172,189,6.310164959664828,6.195,0.20659578452092914,12
6,Female,Ntg,6% Extruded,B6xBXD89,23.133333333333333,1.150014492662303,178,0,5.84,0,3
6,Female,Ntg,6% Extruded,B6xBXD98,25.2375,2.1264739985870187,170,0,5.57,0,4
6,Female,Ntg,6% Extruded,B6xBXD99,27.16375,2.1352212163748145,182.375,4.627171304989074,5.97875,0.15329127269911458,8
6,Female,Ntg,6% Extruded,B6xD2,29.42245283018868,4.104097345552452,182.69811320754718,9.361510614582327,5.990188679245283,0.30832357232944624,53
6,Female,Ntg,6% Extruded,B6xD2Gpnmb,27.73,4.043647967972594,180,12.525529485370624,5.899,0.41178338426356587,10
6,Female,Ntg,6% Extruded,D2,28.749166666666667,2.087336094091455,184.75,7.2378424710934155,6.055833333333333,0.23535112388758933,12
6,Male,5XFAD,45% HFD,B6,39.394285714285715,3.678151062435479,180,8.906926143924924,5.898571428571429,0.2926561447289617,7
6,Male,5XFAD,45% HFD,B6xBXD113,41.43,3.0411675389560484,173.66666666666666,15.821925715074425,5.693333333333333,0.5161718060232786,3
6,Male,5XFAD,45% HFD,B6xBXD12,29.665,3.1631044876829475,178.16666666666666,5.269408568963567,5.838333333333333,0.17313771012308868,6
6,Male,5XFAD,45% HFD,B6xBXD124,34.963750000000005,2.3865632043948533,185.125,11.82536619789365,6.06875,0.3867238771305144,8
6,Male,5XFAD,45% HFD,B6xBXD125,42.54142857142857,6.50910753885515,188.71428571428572,6.945365018348225,6.185714285714286,0.2272925532478018,7
6,Male,5XFAD,45% HFD,B6xBXD14,42.08166666666666,3.2505532862370794,184,7.6681158050723255,6.03,0.2519523764523762,6
6,Male,5XFAD,45% HFD,B6xBXD152,37.85,8.342873776891441,175.5,10.085350054127309,5.7525,0.3290570944814464,8
6,Male,5XFAD,45% HFD,B6xBXD154,31.934285714285714,3.6332531664375614,185,7.483314773547883,6.062857142857142,0.24588034255943042,7
6,Male,5XFAD,45% HFD,B6xBXD16,40.785555555555554,4.719499738084301,179.33333333333334,6.06217782649107,5.876666666666667,0.1991858428704209,9
6,Male,5XFAD,45% HFD,B6xBXD161,42.933,2.8395580642064706,184,4.666666666666667,6.03,0.15333333333333332,10
6,Male,5XFAD,45% HFD,B6xBXD169,39.803333333333335,4.905853646410581,181.88888888888889,10.142046692414263,5.9622222222222225,0.33502902030189013,9
6,Male,5XFAD,45% HFD,B6xBXD19,35.87571428571429,5.222904227671475,181,3.7416573867739413,5.9314285714285715,0.12294017127971545,7
6,Male,5XFAD,45% HFD,B6xBXD28,36.204,3.7246785096166346,182.8,5.540758070878027,5.99,0.1813835714721707,5
6,Male,5XFAD,45% HFD,B6xBXD31,41.349999999999994,0.07071067811865576,163,0,5.34,0,2
6,Male,5XFAD,45% HFD,B6xBXD32,45.66666666666667,2.5890796305508506,190,0,6.23,0,3
6,Male,5XFAD,45% HFD,B6xBXD34,36.93333333333334,5.476954749980442,171,0,5.61,0,3
6,Male,5XFAD,45% HFD,B6xBXD38,36.448750000000004,4.282457363643983,179.125,6.577830732305077,5.8725000000000005,0.21887700394774887,8
6,Male,5XFAD,45% HFD,B6xBXD39,43.02,0.9900252522031958,185.4,3.1304951684997055,6.0760000000000005,0.10285912696499012,5
6,Male,5XFAD,45% HFD,B6xBXD48a,45.13333333333333,4.536885862938733,191.66666666666666,12.701705922171767,6.279999999999999,0.4156921938165304,3
6,Male,5XFAD,45% HFD,B6xBXD50,38.36875,4.044949010803474,185.875,4.911720676097125,6.0925,0.1612230043847872,8
6,Male,5XFAD,45% HFD,B6xBXD55,42.38,3.3805620834411547,182.25,3.5,5.9725,0.11500000000000021,4
6,Male,5XFAD,45% HFD,B6xBXD60,46.221666666666664,2.2049346173223974,180.5,5.856620185738529,5.915,0.19243180610283742,6
6,Male,5XFAD,45% HFD,B6xBXD61,43.622,3.963328146898766,182.6,3.1304951684997055,5.984,0.10285912696499051,5
6,Male,5XFAD,45% HFD,B6xBXD62,44.152,2.4303230237974547,179.8,3.8340579025361627,5.892,0.12597618822618845,5
6,Male,5XFAD,45% HFD,B6xBXD65,42.35777777777778,5.749084226591609,187.88888888888889,5.085382100797452,6.157777777777778,0.16709112616905905,9
6,Male,5XFAD,45% HFD,B6xBXD66,35.2175,5.149695552720983,180.625,3.6228441865473595,5.92,0.11832159566199255,8
