ID,Collected.Date,Collected.By,Weight,Notes,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
2976,2018-03-12,NA,21.47,late preservative,Female,B6xBXD28,5XFAD,6% Extruded,2017-11-15,1007,117,3.84,4
3246,2018-03-12,NA,22.21,NA,Female,B6xBXD172,Ntg,6% Extruded,2017-12-03,1099,99,3.25,4
1962,2018-03-12,NA,24.3,NA,Female,B6xBXD28,Ntg,6% Extruded,2017-08-17,670,207,6.79,6
3224,2018-03-12,NA,19.72,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-12-03,1093,99,3.25,4
1963,2018-03-12,NA,19.83,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-08-17,670,207,6.79,6
3126,2018-03-12,NA,22.53,small amt. of blood,Female,B6xBXD65a,5XFAD,6% Extruded,2017-11-24,1064,108,3.54,4
3237,2018-03-12,NA,21.05,NA,Female,B6xBXD70,5XFAD,6% Extruded,2017-12-02,1097,100,3.28,4
2973,2018-03-12,NA,22.93,NA,Female,B6xBXD28,Ntg,6% Extruded,2017-11-15,1007,117,3.84,4
3125,2018-03-12,NA,21.36,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-11-24,1064,108,3.54,4
2975,2018-03-12,NA,19.47,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-11-15,1007,117,3.84,4
1964,2018-03-12,NA,25.45,NA,Female,B6xBXD28,Ntg,6% Extruded,2017-08-17,670,207,6.79,6
1960,2018-03-12,NA,21.98,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-08-17,670,207,6.79,6
3230,2018-03-12,NA,21.29,NA,Female,B6xBXD65,5XFAD,6% Extruded,2017-12-03,1094,99,3.25,4
3238,2018-03-12,NA,21.4,NA,Female,B6xBXD70,5XFAD,6% Extruded,2017-12-02,1097,100,3.28,4
1961,2018-03-12,NA,24.22,floor brain,Female,B6xBXD28,Ntg,6% Extruded,2017-08-17,670,207,6.79,6
3115,2018-03-12,NA,23.44,barbering on top of head,Female,B6xBXD62,5XFAD,6% Extruded,2017-11-26,1061,106,3.48,4
3114,2018-03-12,NA,21.89,heart in 3116 tube (3114),Female,B6xBXD62,5XFAD,6% Extruded,2017-11-26,1061,106,3.48,4
3128,2018-03-12,NA,20.94,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-11-24,1064,108,3.54,4
3225,2018-03-12,NA,23.37,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-12-03,1093,99,3.25,4
3228,2018-03-12,NA,21,NA,Female,B6xBXD16,5XFAD,6% Extruded,2017-12-03,1093,99,3.25,4
3263,2018-03-12,NA,22.78,NA,Female,B6xBXD48a,Ntg,6% Extruded,2017-12-04,1103,98,3.21,4
3229,2018-03-12,NA,22.45,NA,Female,B6xBXD65,Ntg,6% Extruded,2017-12-03,1094,99,3.25,4
3226,2018-03-12,NA,19.65,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-12-03,1093,99,3.25,4
3116,2018-03-12,NA,24.21,heart in 3114; balding body,Female,B6xBXD62,Ntg,6% Extruded,2017-11-26,1061,106,3.48,4
3050,2018-03-12,NA,24.41,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-11-21,1037,111,3.64,4
3260,2018-03-12,NA,23.18,jumped on floor,Female,B6xBXD34,5XFAD,6% Extruded,2017-12-03,1102,99,3.25,4
3227,2018-03-12,NA,19.85,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-12-03,1093,99,3.25,4
3122,2018-03-12,NA,23.5,NA,Female,B6xBXD98,Ntg,6% Extruded,2017-11-25,1063,107,3.51,4
3264,2018-03-12,NA,23.43,NA,Female,B6xBXD48a,Ntg,6% Extruded,2017-12-04,1103,98,3.21,4
3261,2018-03-12,NA,21.13,NA,Female,B6xBXD34,5XFAD,6% Extruded,2017-12-03,1102,99,3.25,4
3049,2018-03-12,NA,22.41,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-11-21,1037,111,3.64,4
3127,2018-03-12,NA,21.84,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-11-24,1064,108,3.54,4
3052,2018-03-12,NA,24.42,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-11-21,1037,111,3.64,4
2974,2018-03-12,NA,18.79,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-11-15,1007,117,3.84,4
2972,2018-03-12,NA,21.54,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-11-15,1007,117,3.84,4
3262,2018-03-12,NA,20.72,NA,Female,B6xBXD48a,Ntg,6% Extruded,2017-12-04,1103,98,3.21,4
3051,2018-03-12,NA,19.26,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-11-21,1037,111,3.64,4
3335,2018-03-19,NA,20.34,note at top of page:2 organ tubes in brain tubes,Female,B6xBXD100,5XFAD,6% Extruded,2017-12-10,1128,99,3.25,4
2185,2018-03-19,NA,22.61,NA,Female,B6xBXD19,5XFAD,6% Extruded,2017-09-08,756,192,6.3,6
3314,2018-03-19,NA,21.82,NA,Female,B6xBXD78,5XFAD,6% Extruded,2017-12-11,1122,98,3.21,4
3319,2018-03-19,NA,23.75,NA,Female,B6xBXD161,Ntg,6% Extruded,2017-12-11,1124,98,3.21,4
3111,2018-03-19,NA,28.6,NA,Male,B6,5XFAD,6% Extruded,2017-11-28,1060,111,3.64,4
3369,2018-03-19,NA,15.95,NA,Female,B6xBXD154,5XFAD,6% Extruded,2017-12-09,1137,100,3.28,4
2174,2018-03-19,NA,23.95,NA,Female,B6xBXD83,5XFAD,6% Extruded,2017-09-07,754,193,6.33,6
2171,2018-03-19,NA,24.71,NA,Female,B6xBXD33,Ntg,6% Extruded,2017-09-05,753,195,6.39,6
2178,2018-03-19,NA,22.41,NA,Female,B6xBXD19,5XFAD,6% Extruded,2017-09-08,755,192,6.3,6
2172,2018-03-19,NA,23.95,NA,Female,B6xBXD33,5XFAD,6% Extruded,2017-09-05,753,195,6.39,6
3338,2018-03-19,NA,25.78,NA,Female,B6xBXD100,Ntg,6% Extruded,2017-12-10,1128,99,3.25,4
3322,2018-03-19,NA,21.95,NA,Female,B6xBXD161,5XFAD,6% Extruded,2017-12-11,1124,98,3.21,4
3315,2018-03-19,NA,23.28,NA,Female,B6xBXD78,Ntg,6% Extruded,2017-12-11,1122,98,3.21,4
3323,2018-03-19,NA,20.88,NA,Female,B6xBXD12,5XFAD,6% Extruded,2017-12-09,1125,100,3.28,4
3370,2018-03-19,NA,16.8,NA,Female,B6xBXD154,5XFAD,6% Extruded,2017-12-09,1137,100,3.28,4
3343,2018-03-19,NA,28.27,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-12-12,1129,97,3.18,4
3336,2018-03-19,NA,33.32,NA,Female,B6xBXD100,Ntg,6% Extruded,2017-12-10,1128,99,3.25,4
3340,2018-03-19,NA,24.13,NA,Female,B6xBXD99,5XFAD,6% Extruded,2017-12-12,1129,97,3.18,4
2179,2018-03-19,NA,24.44,NA,Female,B6xBXD19,5XFAD,6% Extruded,2017-09-08,755,192,6.3,6
2173,2018-03-19,NA,26.7,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-09-07,754,193,6.33,6
3321,2018-03-19,NA,22.43,NA,Female,B6xBXD161,Ntg,6% Extruded,2017-12-11,1124,98,3.21,4
3334,2018-03-19,NA,25.98,NA,Female,B6xBXD100,5XFAD,6% Extruded,2017-12-10,1128,99,3.25,4
3112,2018-03-19,NA,29.86,NA,Male,B6,5XFAD,6% Extruded,2017-11-28,1060,111,3.64,4
3313,2018-03-19,NA,21.92,NA,Female,B6xBXD78,Ntg,6% Extruded,2017-12-11,1122,98,3.21,4
3249,2018-03-19,NA,20.9,NA,Female,B6xBXD172,5XFAD,6% Extruded,2017-12-03,1099,106,3.48,4
3312,2018-03-19,NA,21.98,NA,Female,B6xBXD78,Ntg,6% Extruded,2017-12-11,1122,98,3.21,4
2182,2018-03-19,NA,26.21,NA,Female,B6xBXD19,Ntg,6% Extruded,2017-09-08,755,192,6.3,6
3113,2018-03-19,NA,26.58,NA,Male,B6,5XFAD,6% Extruded,2017-11-28,1060,111,3.64,4
3320,2018-03-19,NA,23.1,NA,Female,B6xBXD161,Ntg,6% Extruded,2017-12-11,1124,98,3.21,4
3337,2018-03-19,NA,26.68,NA,Female,B6xBXD100,Ntg,6% Extruded,2017-12-10,1128,99,3.25,4
3311,2018-03-19,NA,22.5,NA,Female,B6xBXD78,5XFAD,6% Extruded,2017-12-11,1122,98,3.21,4
3324,2018-03-19,NA,19.93,NA,Female,B6xBXD12,5XFAD,6% Extruded,2017-12-09,1125,100,3.28,4
3110,2018-03-19,NA,30.73,NA,Male,B6,Ntg,6% Extruded,2017-11-28,1060,111,3.64,4
2180,2018-03-19,NA,23.76,NA,Female,B6xBXD19,Ntg,6% Extruded,2017-09-08,755,192,6.3,6
2181,2018-03-19,NA,22.36,NA,Female,B6xBXD19,Ntg,6% Extruded,2017-09-08,755,192,6.3,6
2175,2018-03-19,NA,26.55,barbering on face,Female,B6xBXD83,Ntg,6% Extruded,2017-09-07,754,193,6.33,6
3341,2018-03-19,NA,28.27,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-12-12,1129,97,3.18,4
2170,2018-03-19,NA,23.9,NA,Female,B6xBXD33,5XFAD,6% Extruded,2017-09-05,753,195,6.39,6
3342,2018-03-19,NA,22.05,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-12-12,1129,97,3.18,4
3339,2018-03-19,NA,25.84,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-12-12,1129,97,3.18,4
3331,2018-03-22,NA,20.8,NA,Female,B6xBXD49,5XFAD,6% Extruded,2017-12-14,1127,98,3.21,4
2453,2018-03-22,NA,28.02,NA,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,170,5.57,6
2458,2018-03-22,NA,27.43,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-09-21,839,182,5.97,6
3376,2018-03-22,NA,21.92,NA,Female,B6xBXD124,Ntg,6% Extruded,2017-12-22,1139,90,2.95,2
3332,2018-03-22,NA,21.07,NA,Female,B6xBXD49,Ntg,6% Extruded,2017-12-14,1127,98,3.21,4
2621,2018-03-22,NA,27.34,NA,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,165,5.41,6
2456,2018-03-22,NA,26.55,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-09-21,839,182,5.97,6
2275,2018-03-22,NA,29.3,barbered back,Female,B6xBXD78,Ntg,6% Extruded,2017-09-10,791,193,6.33,6
2472,2018-03-22,NA,18.78,NA,Female,B6xBXD124,5XFAD,6% Extruded,2017-09-22,842,181,5.93,6
3372,2018-03-22,NA,21.26,NA,Female,B6xBXD33,Ntg,6% Extruded,2017-12-18,1138,94,3.08,4
3330,2018-03-22,NA,21.52,barbering around face,Female,B6xBXD49,Ntg,6% Extruded,2017-12-14,1127,98,3.21,4
2448,2018-03-22,NA,26.11,jumped out of box,Female,B6xBXD28,Ntg,6% Extruded,2017-09-15,837,188,6.16,6
3333,2018-03-22,NA,20.83,NA,Female,B6xBXD49,5XFAD,6% Extruded,2017-12-14,1127,98,3.21,4
2457,2018-03-22,NA,32.34,NA,Female,B6xBXD65a,Ntg,6% Extruded,2017-09-21,839,182,5.97,6
2619,2018-03-22,NA,23.58,NA,Female,B6xBXD39,Ntg,6% Extruded,2017-10-08,894,165,5.41,6
2616,2018-03-22,NA,27.65,NA,Female,B6xBXD161,5XFAD,6% Extruded,2017-10-07,893,166,5.44,6
2454,2018-03-22,NA,23.55,NA,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,170,5.57,6
3373,2018-03-22,NA,20,NA,Female,B6xBXD33,5XFAD,6% Extruded,2017-12-18,1138,94,3.08,4
3378,2018-03-22,NA,22.15,jumped down andy's jacket,Female,B6xBXD124,5XFAD,6% Extruded,2017-12-22,1139,90,2.95,2
2271,2018-03-22,NA,26.45,barbering on back,Female,B6xBXD78,Ntg,6% Extruded,2017-09-10,791,193,6.33,6
2274,2018-03-22,NA,26.24,barbering on back,Female,B6xBXD78,5XFAD,6% Extruded,2017-09-10,791,193,6.33,6
2272,2018-03-22,NA,24.73,NA,Female,B6xBXD78,5XFAD,6% Extruded,2017-09-10,791,193,6.33,6
3374,2018-03-22,NA,21.15,NA,Female,B6xBXD124,5XFAD,6% Extruded,2017-12-22,1139,90,2.95,2
2620,2018-03-22,NA,22.4,NA,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,165,5.41,6
2452,2018-03-22,NA,23.6,NA,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,170,5.57,6
2618,2018-03-22,NA,29.22,NA,Female,B6xBXD161,Ntg,6% Extruded,2017-10-07,893,166,5.44,6
3375,2018-03-22,NA,23.46,NA,Female,B6xBXD124,5XFAD,6% Extruded,2017-12-22,1139,90,2.95,2
2622,2018-03-22,NA,22.8,NA,Female,B6xBXD39,5XFAD,6% Extruded,2017-10-08,894,165,5.41,6
2268,2018-03-22,NA,28.55,NA,Female,B6xBXD53,Ntg,6% Extruded,2017-09-14,790,189,6.2,6
2270,2018-03-22,NA,20.16,NA,Female,B6xBXD53,5XFAD,6% Extruded,2017-09-14,790,189,6.2,6
2460,2018-03-22,NA,35.78,NA,Female,B6xBXD65a,Ntg,6% Extruded,2017-09-21,839,182,5.97,6
2273,2018-03-22,NA,22.97,NA,Female,B6xBXD78,5XFAD,6% Extruded,2017-09-10,791,193,6.33,6
3377,2018-03-22,NA,21.38,NA,Female,B6xBXD124,5XFAD,6% Extruded,2017-12-22,1139,90,2.95,2
3371,2018-03-22,NA,19.8,NA,Female,B6xBXD33,5XFAD,6% Extruded,2017-12-18,1138,94,3.08,4
2615,2018-03-22,NA,30.56,NA,Female,B6xBXD161,5XFAD,6% Extruded,2017-10-07,893,166,5.44,6
2449,2018-03-22,NA,22.3,NA,Female,B6xBXD28,5XFAD,6% Extruded,2017-09-15,837,188,6.16,6
2755,2018-03-22,NA,31.25,NA,Female,B6xBXD39,Ntg,6% Extruded,2017-10-30,943,143,4.69,4
2455,2018-03-22,NA,25.78,NA,Female,B6xBXD98,Ntg,6% Extruded,2017-10-03,838,170,5.57,6
2459,2018-03-22,NA,26.77,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-09-21,839,182,5.97,6
2617,2018-03-22,NA,30.84,NA,Female,B6xBXD161,Ntg,6% Extruded,2017-10-07,893,166,5.44,6
2763,2018-04-26,NA,23.61,Note on top of page: PFC in bottom of tube;Noise in A1 during training,Female,B6xBXD124,5XFAD,6% Extruded,2017-10-30,945,178,5.84,6
2658,2018-04-26,NA,23.35,NA,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,197,6.46,6
2660,2018-04-26,NA,26.78,back barbering and a note I can't read (ctx cereb tube are switched?),Female,B6xBXD34,Ntg,6% Extruded,2017-10-11,903,197,6.46,6
2730,2018-04-26,NA,24.36,NA,Female,B6xBXD48a,Ntg,6% Extruded,2017-10-27,931,181,5.93,6
2715,2018-04-26,NA,36.66,NA,Female,B6xBXD65a,Ntg,6% Extruded,2017-10-27,927,181,5.93,6
2732,2018-04-26,NA,26.63,NA,Female,B6xBXD48a,Ntg,6% Extruded,2017-10-27,931,181,5.93,6
2624,2018-04-26,NA,26.24,NA,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,196,6.43,6
2610,2018-04-26,NA,26.15,NA,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,891,198,6.49,6
2627,2018-04-26,NA,30.28,NA,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,196,6.43,6
2719,2018-04-26,NA,34.67,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-10-14,928,194,6.36,6
2609,2018-04-26,NA,21.9,NA,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,891,198,6.49,6
2720,2018-04-26,NA,26.86,NA,Female,B6xBXD83,5XFAD,6% Extruded,2017-10-14,928,194,6.36,6
2614,2018-04-26,NA,27.25,NA,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,892,198,6.49,6
2841,2018-04-26,NA,25.26,NA,Female,B6xBXD42,Ntg,6% Extruded,2017-10-31,968,177,5.8,6
2626,2018-04-26,NA,24.51,NA,Female,B6xBXD33,5XFAD,6% Extruded,2017-10-12,895,196,6.43,6
2716,2018-04-26,NA,24.67,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-10-27,927,181,5.93,6
2612,2018-04-26,NA,24.77,NA,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,892,198,6.49,6
2752,2018-04-26,NA,34.45,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-10-26,938,182,5.97,6
2613,2018-04-26,NA,26.16,frozen brain tube switched with 2629,Female,B6xBXD87,Ntg,6% Extruded,2017-10-10,892,198,6.49,6
2629,2018-04-26,NA,29.07,frozen brain tube switched with 2613,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,196,6.43,6
2722,2018-04-26,NA,28.29,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-10-14,928,194,6.36,6
2773,2018-04-26,NA,25.5,NA,Female,B6xBXD101,5XFAD,6% Extruded,2017-10-29,947,179,5.87,6
2659,2018-04-26,NA,32.5,NA,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,197,6.46,6
2753,2018-04-26,NA,31.6,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-10-26,938,182,5.97,6
2632,2018-04-26,NA,18.83,NA,Female,B6xBXD154,5XFAD,6% Extruded,2017-10-12,898,196,6.43,6
2718,2018-04-26,NA,28.83,NA,Female,B6xBXD83,Ntg,6% Extruded,2017-10-14,928,194,6.36,6
2721,2018-04-26,NA,30.05,NA,Female,B6xBXD83,5XFAD,6% Extruded,2017-10-14,928,194,6.36,6
2772,2018-04-26,NA,21.87,NA,Female,B6xBXD101,5XFAD,6% Extruded,2017-10-29,947,179,5.87,6
2764,2018-04-26,NA,31.44,NA,Female,B6xBXD124,Ntg,6% Extruded,2017-10-30,945,178,5.84,6
2751,2018-04-26,NA,34.87,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-10-26,938,182,5.97,6
2611,2018-04-26,NA,24.22,NA,Female,B6xBXD87,5XFAD,6% Extruded,2017-10-10,891,198,6.49,6
2631,2018-04-26,NA,27.88,NA,Female,B6xBXD74,Ntg,6% Extruded,2017-10-10,897,198,6.49,6
2714,2018-04-26,NA,29.48,NA,Female,B6xBXD65a,5XFAD,6% Extruded,2017-10-27,927,181,5.93,6
2625,2018-04-26,NA,26.77,NA,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,196,6.43,6
2633,2018-04-26,NA,28.39,NA,Female,B6xBXD154,Ntg,6% Extruded,2017-10-12,898,196,6.43,6
2630,2018-04-26,NA,30.7,NA,Female,B6xBXD74,Ntg,6% Extruded,2017-10-10,897,198,6.49,6
2839,2018-04-26,NA,24.89,NA,Female,B6xBXD42,Ntg,6% Extruded,2017-10-31,968,177,5.8,6
2628,2018-04-26,NA,28.01,NA,Female,B6xBXD64,5XFAD,6% Extruded,2017-10-12,896,196,6.43,6
2717,2018-04-26,NA,32.23,NA,Female,B6xBXD65a,Ntg,6% Extruded,2017-10-27,927,181,5.93,6
2623,2018-04-26,NA,24.92,NA,Female,B6xBXD33,Ntg,6% Extruded,2017-10-12,895,196,6.43,6
2657,2018-04-26,NA,24.55,barbeirng on back,Female,B6xBXD34,5XFAD,6% Extruded,2017-10-11,903,197,6.46,6
2754,2018-04-26,NA,38.55,NA,Female,B6xBXD16,Ntg,6% Extruded,2017-10-26,938,182,5.97,6
2853,2018-05-10,NA,22.31,note on top of page:started 10 minutes late,Female,B6xBXD49,5XFAD,6% Extruded,2017-11-05,972,186,6.1,6
3044,2018-05-10,NA,28.3,NA,Female,B6xBXD53,5XFAD,6% Extruded,2017-11-21,1035,170,5.57,6
3876,2018-05-10,NA,22.04,NA,Female,B6xBXD99,5XFAD,6% Extruded,2018-01-21,1324,109,3.57,4
3054,2018-05-10,NA,34.57,NA,Female,B6xBXD100,Ntg,6% Extruded,2017-11-17,1038,174,5.7,6
3107,2018-05-10,NA,24.32,NA,Female,B6,Ntg,6% Extruded,2017-11-28,1059,163,5.34,6
3059,2018-05-10,NA,25.64,NA,Female,B6xBXD125,5XFAD,6% Extruded,2017-11-18,1039,173,5.67,6
2868,2018-05-10,NA,26.59,unsure of note: brain (austin&travis) stop 10:27-11:45?,Female,B6xBXD113,5XFAD,6% Extruded,2017-11-07,975,184,6.03,6
2867,2018-05-10,NA,23.81,NA,Female,B6xBXD113,5XFAD,6% Extruded,2017-11-07,975,184,6.03,6
2987,2018-05-10,NA,24.42,tail frozen,Female,B6xBXD64,Ntg,6% Extruded,2017-11-13,1010,178,5.84,6
3057,2018-05-10,NA,21.15,NA,Female,B6xBXD125,5XFAD,6% Extruded,2017-11-18,1039,173,5.67,6
3056,2018-05-10,NA,36.6,tail frozen,Female,B6xBXD100,Ntg,6% Extruded,2017-11-17,1038,174,5.7,6
3047,2018-05-10,NA,23.78,NA,Female,B6xBXD12,5XFAD,6% Extruded,2017-11-13,1036,178,5.84,6
2863,2018-05-10,NA,27.17,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-11-10,974,181,5.93,6
2851,2018-05-10,NA,21.93,whisker barbering,Female,B6xBXD49,5XFAD,6% Extruded,2017-11-05,972,186,6.1,6
2792,2018-05-10,NA,29.07,NA,Female,B6xBXD99,5XFAD,6% Extruded,2017-11-03,952,188,6.16,6
3887,2018-05-10,NA,21.49,NA,Female,B6xBXD77,5XFAD,6% Extruded,2018-01-24,1326,106,3.48,4
2869,2018-05-10,NA,25.63,whisker barbering,Female,B6xBXD50,Ntg,6% Extruded,2017-11-04,976,187,6.13,6
3109,2018-05-10,NA,21.15,barbering on back,Female,B6,Ntg,6% Extruded,2017-11-28,1059,163,5.34,6
3060,2018-05-10,NA,25.63,NA,Female,B6xBXD125,Ntg,6% Extruded,2017-11-18,1040,173,5.67,6
3053,2018-05-10,NA,29.94,NA,Female,B6xBXD100,Ntg,6% Extruded,2017-11-17,1038,174,5.7,6
3045,2018-05-10,NA,26.18,NA,Female,B6xBXD53,5XFAD,6% Extruded,2017-11-21,1035,170,5.57,6
2986,2018-05-10,NA,26.3,NA,Female,B6xBXD64,Ntg,6% Extruded,2017-11-13,1010,178,5.84,6
2871,2018-05-10,NA,24.41,face/whisker barbering,Female,B6xBXD50,5XFAD,6% Extruded,2017-11-04,976,187,6.13,6
3875,2018-05-10,NA,23.21,heart+nyp? Switch tubes,Female,B6xBXD99,5XFAD,6% Extruded,2018-01-21,1324,109,3.57,4
2865,2018-05-10,NA,27.81,NA,Female,B6xBXD113,Ntg,6% Extruded,2017-11-07,975,184,6.03,6
2870,2018-05-10,NA,22.72,whisker barbering,Female,B6xBXD50,Ntg,6% Extruded,2017-11-04,976,187,6.13,6
2860,2018-05-10,NA,27.76,NA,Female,B6xBXD99,Ntg,6% Extruded,2017-11-10,974,181,5.93,6
3885,2018-05-10,NA,24.6,NA,Female,B6xBXD77,Ntg,6% Extruded,2018-01-24,1326,106,3.48,4
3062,2018-05-10,NA,25.78,NA,Female,B6xBXD125,Ntg,6% Extruded,2017-11-18,1040,173,5.67,6
3108,2018-05-10,NA,22.29,NA,Female,B6,Ntg,6% Extruded,2017-11-28,1059,163,5.34,6
3886,2018-05-10,NA,23.31,NA,Female,B6xBXD77,5XFAD,6% Extruded,2018-01-24,1326,106,3.48,4
2864,2018-05-10,NA,26.52,NA,Female,B6xBXD113,Ntg,6% Extruded,2017-11-07,975,184,6.03,6
2866,2018-05-10,NA,25.5,NA,Female,B6xBXD113,5XFAD,6% Extruded,2017-11-07,975,184,6.03,6
2793,2018-05-10,NA,26.11,NA,Female,B6xBXD99,5XFAD,6% Extruded,2017-11-03,952,188,6.16,6
3055,2018-05-10,NA,29.03,NA,Female,B6xBXD100,5XFAD,6% Extruded,2017-11-17,1038,174,5.7,6
3105,2018-05-10,NA,24.23,NA,Female,B6,Ntg,6% Extruded,2017-11-28,1059,163,5.34,6
2985,2018-05-10,NA,23.39,NA,Female,B6xBXD64,Ntg,6% Extruded,2017-11-13,1010,178,5.84,6
3106,2018-05-10,NA,22.9,NA,Female,B6,5XFAD,6% Extruded,2017-11-28,1059,163,5.34,6
3058,2018-05-10,NA,24.5,NA,Female,B6xBXD125,Ntg,6% Extruded,2017-11-18,1039,173,5.67,6
2791,2018-05-10,NA,27.45,NA,Female,B6xBXD99,5XFAD,6% Extruded,2017-11-03,952,188,6.16,6
2872,2018-05-10,NA,21.63,face barbering,Female,B6xBXD50,5XFAD,6% Extruded,2017-11-04,976,187,6.13,6
2852,2018-05-10,NA,23.97,face barbering,Female,B6xBXD49,5XFAD,6% Extruded,2017-11-05,972,186,6.1,6
3061,2018-05-10,NA,23.42,NA,Female,B6xBXD125,5XFAD,6% Extruded,2017-11-18,1040,173,5.67,6
3048,2018-05-10,NA,23.4,NA,Female,B6xBXD12,5XFAD,6% Extruded,2017-11-13,1036,178,5.84,6
1071,2018-06-22,NA,25.31,NA,Female,B6xBXD66,5XFAD,6% Extruded,2017-04-29,371,419,13.74,14
1072,2018-06-22,NA,37.5,NA,Female,B6xBXD66,Ntg,6% Extruded,2017-04-29,371,419,13.74,14
1073,2018-06-22,NA,58.86,NA,Female,B6xBXD66,Ntg,6% Extruded,2017-04-29,371,419,13.74,14
1074,2018-06-22,NA,29.18,NA,Female,B6xBXD75,5XFAD,6% Extruded,2017-04-30,372,418,13.7,14
1075,2018-06-22,NA,46.88,NA,Female,B6xBXD75,Ntg,6% Extruded,2017-04-30,372,418,13.7,14
1076,2018-06-22,NA,31.41,NA,Female,B6xBXD75,5XFAD,6% Extruded,2017-04-30,372,418,13.7,14
1077,2018-06-22,NA,25.97,NA,Female,B6xBXD75,5XFAD,6% Extruded,2017-04-30,372,418,13.7,14
1078,2018-06-22,NA,43.23,NA,Female,B6xBXD75,Ntg,6% Extruded,2017-04-30,372,418,13.7,14
3117,2018-06-22,NA,26.89,NA,Female,B6xBXD65,5XFAD,6% Extruded,2017-12-01,1062,203,6.66,6
3118,2018-06-22,NA,34.07,NA,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,203,6.66,6
3119,2018-06-22,NA,23.1,NA,Female,B6xBXD65,5XFAD,6% Extruded,2017-12-01,1062,203,6.66,6
3120,2018-06-22,NA,36.63,NA,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,203,6.66,6
3121,2018-06-22,NA,40.52,NA,Female,B6xBXD65,Ntg,6% Extruded,2017-12-01,1062,203,6.66,6
3129,2018-06-22,NA,22.54,NA,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,203,6.66,6
3130,2018-06-22,NA,22.72,NA,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,203,6.66,6
3131,2018-06-22,NA,22.35,NA,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,203,6.66,6
3132,2018-06-22,NA,21.69,NA,Female,B6xBXD101,Ntg,6% Extruded,2017-12-01,1065,203,6.66,6
3133,2018-06-22,NA,23.31,NA,Female,B6xBXD101,5XFAD,6% Extruded,2017-12-01,1065,203,6.66,6
3217,2018-06-22,NA,24.81,NA,Female,B6xBXD62,5XFAD,6% Extruded,2017-12-04,1091,200,6.56,6
3218,2018-06-22,NA,26.61,NA,Female,B6xBXD62,Ntg,6% Extruded,2017-12-04,1091,200,6.56,6
3219,2018-06-22,NA,24.85,NA,Female,B6xBXD62,Ntg,6% Extruded,2017-12-04,1091,200,6.56,6
