ID,Collected.Date,Collected.By,Weight,Notes,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
8098,2020-02-19,NA,25.3,NA,Female,B6xBXD62,5XFAD,45% HFD,2018-08-21,2689,547,17.93,18
8099,2020-02-19,NA,53.6,NA,Female,B6xBXD62,Ntg,45% HFD,2018-08-21,2689,547,17.93,18
8100,2020-02-19,NA,37.2,NA,Female,B6xBXD62,Ntg,45% HFD,2018-08-21,2689,547,17.93,18
8101,2020-02-19,NA,33.6,NA,Female,B6xBXD62,5XFAD,45% HFD,2018-08-21,2691,547,17.93,18
8103,2020-02-19,NA,52.4,NA,Female,B6xBXD62,Ntg,45% HFD,2018-08-21,2691,547,17.93,18
10764,2020-02-19,NA,26.7,NA,Female,B6xBXD12,5XFAD,45% HFD,2018-12-11,3362,435,14.26,14
10765,2020-02-19,NA,34.8,NA,Female,B6xBXD12,5XFAD,45% HFD,2018-12-11,3362,435,14.26,14
10766,2020-02-19,NA,39.3,NA,Female,B6xBXD12,Ntg,45% HFD,2018-12-11,3362,435,14.26,14
10767,2020-02-19,NA,26.5,NA,Female,B6xBXD12,5XFAD,45% HFD,2018-12-11,3362,435,14.26,14
10952,2020-02-19,NA,43.5,NA,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2018-12-11,3375,435,14.26,14
10953,2020-02-19,NA,40,NA,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2018-12-11,3375,435,14.26,14
10954,2020-02-19,NA,35.8,NA,Male,B6xD2Gpnmb,5XFAD,6% Extruded,2018-12-11,3375,435,14.26,14
10955,2020-02-19,NA,42,NA,Male,B6xD2Gpnmb,Ntg,6% Extruded,2018-12-11,3375,435,14.26,14
10971,2020-02-19,NA,32.2,NA,Female,B6,Ntg,45% HFD,2018-12-18,3416,428,14.03,14
10973,2020-02-19,NA,43.1,NA,Female,B6,Ntg,45% HFD,2018-12-18,3416,428,14.03,14
10975,2020-02-19,NA,39.1,NA,Male,B6,5XFAD,45% HFD,2018-12-18,3417,428,14.03,14
10976,2020-02-19,NA,45.3,NA,Male,B6,5XFAD,45% HFD,2018-12-18,3417,428,14.03,14
17003,2020-02-19,NA,33.2,NA,Male,B6xBXD161,5XFAD,6% Extruded,2019-08-06,5156,197,6.46,6
17005,2020-02-19,NA,37.6,NA,Male,B6xBXD161,5XFAD,6% Extruded,2019-08-06,5156,197,6.46,6
17006,2020-02-19,NA,43.7,NA,Male,B6xBXD161,Ntg,6% Extruded,2019-08-06,5156,197,6.46,6
17007,2020-02-19,NA,38.1,NA,Male,B6xBXD161,Ntg,6% Extruded,2019-08-06,5156,197,6.46,6
13593,2020-02-19,NA,25,NA,Female,B6xBXD42,5XFAD,45% HFD,2019-04-09,4177,316,10.36,10
13753,2020-02-19,NA,59.7,NA,Male,B6xBXD48a,Ntg,45% HFD,2019-04-16,4203,309,10.13,10
13754,2020-02-19,NA,58.3,NA,Male,B6xBXD48a,Ntg,45% HFD,2019-04-16,4203,309,10.13,10
13755,2020-02-19,NA,53.7,NA,Male,B6xBXD48a,5XFAD,45% HFD,2019-04-16,4203,309,10.13,10
13778,2020-02-19,NA,42.5,NA,Female,B6xBXD83,5XFAD,45% HFD,2019-04-16,4208,309,10.13,10
13780,2020-02-19,NA,44.3,NA,Female,B6xBXD83,Ntg,45% HFD,2019-04-16,4208,309,10.13,10
13781,2020-02-19,NA,47.6,NA,Female,B6xBXD83,Ntg,45% HFD,2019-04-16,4208,309,10.13,10
13786,2020-02-19,NA,51.3,NA,Male,B6xBXD152,5XFAD,45% HFD,2019-04-16,4210,309,10.13,10
13787,2020-02-19,NA,56.5,NA,Male,B6xBXD152,Ntg,45% HFD,2019-04-16,4210,309,10.13,10
13788,2020-02-19,NA,57.7,NA,Male,B6xBXD152,Ntg,45% HFD,2019-04-16,4210,309,10.13,10
13732,2020-02-19,NA,39.8,NA,Female,B6xBXD32,Ntg,45% HFD,2019-04-16,4212,309,10.13,10
13734,2020-02-19,NA,45.9,NA,Female,B6xBXD32,5XFAD,45% HFD,2019-04-16,4212,309,10.13,10
13735,2020-02-19,NA,51.7,NA,Female,B6xBXD32,Ntg,45% HFD,2019-04-16,4212,309,10.13,10
16918,2020-02-19,NA,39.2,NA,Female,B6xBXD77,5XFAD,45% HFD,2019-08-06,5144,197,6.46,6
16920,2020-02-19,NA,38.5,NA,Female,B6xBXD77,5XFAD,45% HFD,2019-08-06,5144,197,6.46,6
13587,2020-02-19,NA,36.7,NA,Male,B6xBXD42,Ntg,6% Extruded,2019-04-09,4175,316,10.36,10
13739,2020-02-19,NA,43.7,NA,Male,B6xBXD48a,5XFAD,6% Extruded,2019-04-16,4200,309,10.13,10
13740,2020-02-19,NA,35.8,NA,Male,B6xBXD48a,5XFAD,6% Extruded,2019-04-16,4200,309,10.13,10
13741,2020-02-19,NA,38.2,NA,Male,B6xBXD48a,5XFAD,6% Extruded,2019-04-16,4200,309,10.13,10
13742,2020-02-19,NA,45.2,NA,Male,B6xBXD48a,Ntg,6% Extruded,2019-04-16,4200,309,10.13,10
13743,2020-02-19,NA,45.8,NA,Male,B6xBXD48a,Ntg,6% Extruded,2019-04-16,4200,309,10.13,10
13744,2020-02-19,NA,43.6,NA,Male,B6xBXD48a,Ntg,6% Extruded,2019-04-16,4201,309,10.13,10
13745,2020-02-19,NA,50.4,NA,Male,B6xBXD48a,Ntg,6% Extruded,2019-04-16,4201,309,10.13,10
13746,2020-02-19,NA,43.8,NA,Male,B6xBXD48a,Ntg,6% Extruded,2019-04-16,4201,309,10.13,10
13747,2020-02-19,NA,39.4,NA,Male,B6xBXD48a,5XFAD,6% Extruded,2019-04-16,4201,309,10.13,10
13729,2020-02-19,NA,45.7,NA,Female,B6xBXD32,Ntg,6% Extruded,2019-04-16,4213,309,10.13,10
13730,2020-02-19,NA,36.3,NA,Female,B6xBXD32,5XFAD,6% Extruded,2019-04-16,4213,309,10.13,10
13731,2020-02-19,NA,42.6,NA,Female,B6xBXD32,Ntg,6% Extruded,2019-04-16,4213,309,10.13,10
13576,2020-02-19,NA,48.3,NA,Male,B6xBXD32,Ntg,6% Extruded,2019-04-09,4214,316,10.36,10
13577,2020-02-19,NA,36.2,NA,Male,B6xBXD32,5XFAD,6% Extruded,2019-04-09,4214,316,10.36,10
13578,2020-02-19,NA,46.7,NA,Male,B6xBXD32,Ntg,6% Extruded,2019-04-09,4214,316,10.36,10
13579,2020-02-19,NA,33,NA,Male,B6xBXD32,5XFAD,6% Extruded,2019-04-09,4214,316,10.36,10
16889,2020-02-19,NA,26.9,NA,Female,B6xBXD16,5XFAD,6% Extruded,2019-08-06,5141,197,6.46,6
16890,2020-02-19,NA,31.1,NA,Female,B6xBXD16,5XFAD,6% Extruded,2019-08-06,5141,197,6.46,6
16891,2020-02-19,NA,26.9,NA,Female,B6xBXD16,5XFAD,6% Extruded,2019-08-06,5141,197,6.46,6
16892,2020-02-19,NA,27.9,NA,Female,B6xBXD16,Ntg,6% Extruded,2019-08-06,5141,197,6.46,6
16917,2020-02-19,NA,29.3,NA,Female,B6xBXD77,5XFAD,6% Extruded,2019-08-06,5143,197,6.46,6
16921,2020-02-19,NA,30.6,NA,Female,B6xBXD77,5XFAD,6% Extruded,2019-08-06,5143,197,6.46,6
16922,2020-02-19,NA,33,NA,Female,B6xBXD77,Ntg,6% Extruded,2019-08-06,5143,197,6.46,6
17116,2020-02-19,NA,28.5,NA,Female,B6xBXD14,Ntg,6% Extruded,2019-08-13,5226,190,6.23,6
17204,2020-02-19,NA,28.7,NA,Female,B6xBXD152,Ntg,6% Extruded,2019-08-13,5231,190,6.23,6
17205,2020-02-19,NA,25.9,NA,Female,B6xBXD152,5XFAD,6% Extruded,2019-08-13,5231,190,6.23,6
17206,2020-02-19,NA,32.1,NA,Female,B6xBXD152,Ntg,6% Extruded,2019-08-13,5231,190,6.23,6
10947,2020-02-19,NA,63.2,NA,Male,B6,Ntg,45% HFD,2018-12-11,3374,435,14.26,14
16998,2020-02-19,NA,23.2,NA,Female,B6xBXD161,5XFAD,6% Extruded,2019-08-06,5155,197,6.46,6
16999,2020-02-19,NA,25.5,NA,Female,B6xBXD161,Ntg,6% Extruded,2019-08-06,5155,197,6.46,6
17000,2020-02-19,NA,24.8,NA,Female,B6xBXD161,Ntg,6% Extruded,2019-08-06,5155,197,6.46,6
8350,2020-02-20,NA,42.8,NA,Male,B6xBXD55,5XFAD,45% HFD,2018-08-21,2709,548,17.97,18
8354,2020-02-20,NA,51.1,NA,Male,B6xBXD55,Ntg,45% HFD,2018-08-21,2709,548,17.97,18
8356,2020-02-20,NA,62.1,NA,Male,B6xBXD55,5XFAD,45% HFD,2018-08-21,2709,548,17.97,18
8551,2020-02-20,NA,59.9,NA,Male,B6xBXD99,Ntg,45% HFD,2018-09-04,2790,534,17.51,18
8552,2020-02-20,NA,51.4,NA,Male,B6xBXD99,5XFAD,45% HFD,2018-09-04,2790,534,17.51,18
8553,2020-02-20,NA,62.5,NA,Male,B6xBXD99,Ntg,45% HFD,2018-09-04,2790,534,17.51,18
8554,2020-02-20,NA,51.9,NA,Male,B6xBXD99,Ntg,45% HFD,2018-09-04,2790,534,17.51,18
8555,2020-02-20,NA,38.4,NA,Male,B6xBXD99,5XFAD,45% HFD,2018-09-04,2790,534,17.51,18
8750,2020-02-20,NA,46.2,NA,Female,B6xBXD61,5XFAD,45% HFD,2018-09-04,2791,534,17.51,18
8752,2020-02-20,NA,60.9,NA,Female,B6xBXD61,Ntg,45% HFD,2018-09-04,2791,534,17.51,18
8753,2020-02-20,NA,62.5,NA,Female,B6xBXD61,Ntg,45% HFD,2018-09-04,2791,534,17.51,18
8754,2020-02-20,NA,35.3,NA,Female,B6xBXD61,5XFAD,45% HFD,2018-09-04,2791,534,17.51,18
8755,2020-02-20,NA,42.5,NA,Female,B6xBXD61,5XFAD,45% HFD,2018-09-04,2791,534,17.51,18
11050,2020-02-20,NA,43.4,NA,Male,B6xBXD68,5XFAD,45% HFD,2018-12-25,3453,422,13.84,14
11052,2020-02-20,NA,47.1,NA,Male,B6xBXD68,5XFAD,45% HFD,2018-12-25,3453,422,13.84,14
11053,2020-02-20,NA,52.3,NA,Male,B6xBXD68,5XFAD,45% HFD,2018-12-25,3453,422,13.84,14
10988,2020-02-20,NA,52.9,NA,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-12-25,3462,422,13.84,14
10989,2020-02-20,NA,46.6,NA,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-12-25,3462,422,13.84,14
10990,2020-02-20,NA,40,NA,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-12-25,3462,422,13.84,14
11068,2020-02-20,NA,50.9,NA,Male,B6xBXD75,5XFAD,45% HFD,2018-12-25,6504,422,13.84,14
11069,2020-02-20,NA,53.7,NA,Male,B6xBXD75,5XFAD,45% HFD,2018-12-25,6504,422,13.84,14
13834,2020-02-20,NA,33.2,NA,Male,B6xBXD12,Ntg,45% HFD,2019-04-23,4244,303,9.93,10
13835,2020-02-20,NA,40.3,NA,Male,B6xBXD12,5XFAD,45% HFD,2019-04-23,4244,303,9.93,10
13840,2020-02-20,NA,42.2,NA,Male,B6xBXD12,Ntg,45% HFD,2019-04-23,4244,303,9.93,10
13897,2020-02-20,NA,49.9,NA,Male,B6xBXD74,Ntg,45% HFD,2019-04-23,4264,303,9.93,10
13898,2020-02-20,NA,56.7,NA,Male,B6xBXD74,Ntg,45% HFD,2019-04-23,4264,303,9.93,10
13899,2020-02-20,NA,57,NA,Male,B6xBXD74,Ntg,45% HFD,2019-04-23,4264,303,9.93,10
13900,2020-02-20,NA,45,NA,Male,B6xBXD74,5XFAD,45% HFD,2019-04-23,4264,303,9.93,10
13901,2020-02-20,NA,46.8,NA,Male,B6xBXD74,5XFAD,45% HFD,2019-04-23,4264,303,9.93,10
13924,2020-02-20,NA,43,NA,Female,B6xBXD169,Ntg,45% HFD,2019-04-23,4270,303,9.93,10
13925,2020-02-20,NA,36.4,NA,Female,B6xBXD169,Ntg,45% HFD,2019-04-23,4270,303,9.93,10
13926,2020-02-20,NA,32.4,NA,Female,B6xBXD169,5XFAD,45% HFD,2019-04-23,4270,303,9.93,10
14085,2020-02-20,NA,51.3,NA,Male,B6xBXD32,Ntg,45% HFD,2019-04-30,4289,296,9.7,10
14087,2020-02-20,NA,51.4,NA,Male,B6xBXD32,Ntg,45% HFD,2019-04-30,4289,296,9.7,10
14088,2020-02-20,NA,45.1,NA,Male,B6xBXD32,5XFAD,45% HFD,2019-04-30,4289,296,9.7,10
13892,2020-02-20,NA,44.7,NA,Female,B6xBXD68,5XFAD,45% HFD,2019-04-23,4273,303,9.93,10
13894,2020-02-20,NA,49.4,NA,Female,B6xBXD68,Ntg,45% HFD,2019-04-23,4273,303,9.93,10
13895,2020-02-20,NA,45.2,NA,Female,B6xBXD68,Ntg,45% HFD,2019-04-23,4273,303,9.93,10
13896,2020-02-20,NA,40.1,NA,Female,B6xBXD68,Ntg,45% HFD,2019-04-23,4273,303,9.93,10
14064,2020-02-20,NA,33.2,NA,Female,B6xBXD31,Ntg,45% HFD,2019-04-30,4293,296,9.7,10
14065,2020-02-20,NA,25.7,NA,Female,B6xBXD31,5XFAD,45% HFD,2019-04-30,4293,296,9.7,10
14066,2020-02-20,NA,46.3,NA,Female,B6xBXD31,Ntg,45% HFD,2019-04-30,4293,296,9.7,10
14080,2020-02-20,NA,51.4,NA,Male,B6xBXD31,Ntg,45% HFD,2019-04-30,4318,296,9.7,10
14083,2020-02-20,NA,46.7,NA,Male,B6xBXD31,5XFAD,45% HFD,2019-04-30,4318,296,9.7,10
14084,2020-02-20,NA,48.5,NA,Male,B6xBXD31,5XFAD,45% HFD,2019-04-30,4318,296,9.7,10
17324,2020-02-20,NA,30.6,NA,Female,B6xBXD100,5XFAD,45% HFD,2019-08-20,5319,184,6.03,6
17325,2020-02-20,NA,22.8,NA,Female,B6xBXD100,Ntg,45% HFD,2019-08-20,5319,184,6.03,6
13864,2020-02-20,NA,43.7,NA,Male,B6xBXD61,Ntg,6% Extruded,2019-04-23,4258,303,9.93,10
13867,2020-02-20,NA,43.3,NA,Male,B6xBXD61,Ntg,6% Extruded,2019-04-23,4258,303,9.93,10
13914,2020-02-20,NA,36.2,NA,Male,B6xBXD87,Ntg,6% Extruded,2019-04-23,4268,303,9.93,10
13916,2020-02-20,NA,37.8,NA,Male,B6xBXD87,5XFAD,6% Extruded,2019-04-23,4268,303,9.93,10
13917,2020-02-20,NA,35.6,NA,Male,B6xBXD87,Ntg,6% Extruded,2019-04-23,4268,303,9.93,10
14058,2020-02-20,NA,35.9,NA,Male,B6xBXD19,Ntg,6% Extruded,2019-04-30,4286,296,9.7,10
14061,2020-02-20,NA,35.4,NA,Male,B6xBXD19,Ntg,6% Extruded,2019-04-30,4286,296,9.7,10
14157,2020-02-20,NA,30,NA,Female,B6xD2Gpnmb,Ntg,6% Extruded,2019-04-30,4290,296,9.7,10
14158,2020-02-20,NA,34.2,NA,Female,B6xD2Gpnmb,Ntg,6% Extruded,2019-04-30,4290,296,9.7,10
14159,2020-02-20,NA,25.1,NA,Female,B6xD2Gpnmb,5XFAD,6% Extruded,2019-04-30,4290,296,9.7,10
14071,2020-02-20,NA,36.2,NA,Female,B6xBXD31,Ntg,45% HFD,2019-04-30,4293,296,9.7,10
14067,2020-02-20,NA,25.4,NA,Female,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4294,296,9.7,10
14068,2020-02-20,NA,25.9,NA,Female,B6xBXD31,Ntg,6% Extruded,2019-04-30,4294,296,9.7,10
14069,2020-02-20,NA,26.3,NA,Female,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4294,296,9.7,10
14070,2020-02-20,NA,29.6,NA,Female,B6xBXD31,Ntg,6% Extruded,2019-04-30,4294,296,9.7,10
14072,2020-02-20,NA,39.6,NA,Male,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4295,296,9.7,10
14073,2020-02-20,NA,44.5,NA,Male,B6xBXD31,Ntg,6% Extruded,2019-04-30,4295,296,9.7,10
14075,2020-02-20,NA,35.7,NA,Male,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4295,296,9.7,10
14076,2020-02-20,NA,40.8,NA,Male,B6xBXD31,Ntg,6% Extruded,2019-04-30,4295,296,9.7,10
14077,2020-02-20,NA,32.9,NA,Male,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4296,296,9.7,10
14078,2020-02-20,NA,39.8,NA,Male,B6xBXD31,Ntg,6% Extruded,2019-04-30,4296,296,9.7,10
14079,2020-02-20,NA,37,NA,Male,B6xBXD31,Ntg,6% Extruded,2019-04-30,4296,296,9.7,10
14081,2020-02-20,NA,35.9,NA,Male,B6xBXD31,5XFAD,6% Extruded,2019-04-30,4296,296,9.7,10
14082,2020-02-20,NA,44.7,NA,Male,B6xBXD31,Ntg,6% Extruded,2019-04-30,4296,296,9.7,10
11070,2020-02-20,NA,54.6,NA,Male,B6xBXD75,Ntg,45% HFD,2018-12-25,3455,422,13.84,14
11071,2020-02-20,NA,57.5,NA,Male,B6xBXD75,Ntg,45% HFD,2018-12-25,3455,422,13.84,14
20146,2020-02-27,NA,22.22,NA,Female,B6xBXD75,5XFAD,6% Extruded,2019-11-26,6086,93,3.05,4
17698,2020-02-27,NA,22.78,switched the hypothalmus and hippicampus tubes,Female,B6xBXD66,5XFAD,6% Extruded,2019-08-27,5394,184,6.03,6
11195,2020-02-27,NA,45.87,whisker picked,Male,B6xBXD152,Ntg,6% Extruded,2019-01-01,3518,422,13.84,14
20149,2020-02-27,NA,33.65,NA,Male,B6xBXD75,Ntg,45% HFD,2019-11-26,6087,93,3.05,4
10754,2020-02-27,NA,45.51,hair loss,Male,B6xBXD113,Ntg,6% Extruded,2018-12-11,3303,443,14.52,14
20144,2020-02-27,NA,26.74,NA,Male,B6xBXD75,5XFAD,6% Extruded,2019-11-26,6084,93,3.05,4
10636,2020-02-27,NA,35.54,NA,Female,B6xBXD99,Ntg,6% Extruded,2018-12-04,3308,450,14.75,14
20141,2020-02-27,NA,28,NA,Male,B6xBXD75,Ntg,6% Extruded,2019-11-26,6084,93,3.05,4
10853,2020-02-27,NA,30.06,hair loss,Male,B6xBXD66,5XFAD,6% Extruded,2018-12-11,3372,443,14.52,14
11186,2020-02-27,NA,42.86,hair loss,Female,B6xBXD152,Ntg,6% Extruded,2019-01-01,3516,422,13.84,14
11197,2020-02-27,NA,53.41,white spot on liver..tumor the size of an eraser. Tumor on pancreas,Male,B6xBXD152,Ntg,45% HFD,2019-01-01,3519,422,13.84,14
17699,2020-02-27,NA,23.37,whisker picked,Female,B6xBXD66,5XFAD,6% Extruded,2019-08-27,5394,184,6.03,6
11162,2020-02-27,NA,46.67,NA,Female,B6xBXD124,Ntg,45% HFD,2019-01-01,3511,422,13.84,14
20104,2020-02-27,NA,24.24,NA,Female,B6xBXD55,5XFAD,45% HFD,2019-11-26,6077,93,3.05,4
20019,2020-02-27,NA,25.22,NA,Male,B6xBXD87,5XFAD,6% Extruded,2019-11-19,6042,100,3.28,4
10852,2020-02-27,NA,32.34,hair loss,Male,B6xBXD66,5XFAD,6% Extruded,2018-12-11,3372,443,14.52,14
11182,2020-02-27,NA,49.06,NA,Male,B6xBXD125,5XFAD,45% HFD,2019-01-01,3587,422,13.84,14
17735,2020-02-27,NA,34.47,NA,Male,B6xD2,5XFAD,6% Extruded,2019-08-27,5367,184,6.03,6
20162,2020-02-27,NA,34.01,NA,Male,B6xBXD83,Ntg,45% HFD,2019-11-26,6089,93,3.05,4
10746,2020-02-27,NA,36.44,whisker picked. Pale liver,Female,B6xBXD113,5XFAD,45% HFD,2018-12-11,3302,443,14.52,14
11174,2020-02-27,NA,37.11,NA,Female,B6xBXD125,5XFAD,45% HFD,2019-01-01,3586,422,13.84,14
10768,2020-02-27,NA,27.56,NA,Female,B6xBXD38,Ntg,6% Extruded,2018-12-11,3365,443,14.52,14
17734,2020-02-27,NA,35.33,NA,Male,B6xD2,Ntg,6% Extruded,2019-08-27,5367,184,6.03,6
6144,2020-02-27,NA,29.27,NA,Female,B6xBXD50,Ntg,6% Extruded,2018-05-02,2051,666,21.84,22
17729,2020-02-27,NA,32.97,NA,Male,B6,Ntg,6% Extruded,2019-08-27,5364,184,6.03,6
10552,2020-02-27,NA,56.92,hair loss. Pale liver,Male,B6xBXD16,Ntg,45% HFD,2018-11-27,3250,457,14.98,14
20143,2020-02-27,NA,30.1,NA,Male,B6xBXD75,Ntg,6% Extruded,2019-11-26,6084,93,3.05,4
17683,2020-02-27,NA,33.18,NA,Female,B6xBXD77,Ntg,45% HFD,2019-08-27,5352,184,6.03,6
20020,2020-02-27,NA,28.67,NA,Male,B6xBXD87,Ntg,6% Extruded,2019-11-19,6042,100,3.28,4
10776,2020-02-27,NA,51.48,whisker picked. Tumor connected to pancreas,Female,B6xBXD38,Ntg,45% HFD,2018-12-11,3367,443,14.52,14
17675,2020-02-27,NA,35.17,NA,Male,B6xBXD39,Ntg,6% Extruded,2019-08-27,5314,184,6.03,6
10750,2020-02-27,NA,37.23,NA,Male,B6xBXD113,5XFAD,6% Extruded,2018-12-11,3303,443,14.52,14
11190,2020-02-27,NA,41.07,NA,Female,B6xBXD152,5XFAD,45% HFD,2019-01-01,3517,422,13.84,14
10627,2020-02-27,NA,54.09,pale liver,Male,B6xBXD87,Ntg,45% HFD,2018-12-04,3371,450,14.75,14
6141,2020-02-27,NA,33.47,hair loss,Female,B6xBXD50,Ntg,6% Extruded,2018-05-02,2051,666,21.84,22
11344,2020-02-27,NA,24.2,NA,Female,B6xBXD169,5XFAD,6% Extruded,2019-01-01,3514,422,13.84,14
10629,2020-02-27,NA,44.77,whisker picked,Male,B6xBXD113,5XFAD,45% HFD,2018-12-04,3310,450,14.75,14
20147,2020-02-27,NA,22.67,NA,Female,B6xBXD75,5XFAD,6% Extruded,2019-11-26,6086,93,3.05,4
20151,2020-02-27,NA,31.71,NA,Male,B6xBXD75,5XFAD,45% HFD,2019-11-26,6087,93,3.05,4
10751,2020-02-27,NA,47.56,hair loss. Blood filled seminal vesicle,Male,B6xBXD113,Ntg,6% Extruded,2018-12-11,3303,443,14.52,14
20105,2020-02-27,NA,20.54,NA,Female,B6xBXD55,Ntg,45% HFD,2019-11-26,6077,93,3.05,4
10631,2020-02-27,NA,50.83,whisker picked. Pale liver,Male,B6xBXD113,Ntg,45% HFD,2018-12-04,3310,450,14.75,14
20148,2020-02-27,NA,20.61,NA,Female,B6xBXD75,Ntg,6% Extruded,2019-11-26,6086,93,3.05,4
17730,2020-02-27,NA,32.79,NA,Male,B6,Ntg,6% Extruded,2019-08-27,5364,184,6.03,6
20152,2020-02-27,NA,33.03,NA,Male,B6xBXD75,Ntg,45% HFD,2019-11-26,6087,93,3.05,4
10634,2020-02-27,NA,32.57,NA,Female,B6xBXD99,Ntg,6% Extruded,2018-12-04,3308,450,14.75,14
11161,2020-02-27,NA,53.39,NA,Female,B6xBXD124,5XFAD,45% HFD,2019-01-01,3511,422,13.84,14
20106,2020-02-27,NA,21.03,NA,Female,B6xBXD55,5XFAD,45% HFD,2019-11-26,6077,93,3.05,4
20150,2020-02-27,NA,30.47,NA,Male,B6xBXD75,5XFAD,45% HFD,2019-11-26,6087,93,3.05,4
20160,2020-02-27,NA,34.36,NA,Male,B6xBXD83,Ntg,45% HFD,2019-11-26,6089,93,3.05,4
17685,2020-02-27,NA,34.47,NA,Female,B6xBXD77,Ntg,45% HFD,2019-08-27,5352,184,6.03,6
10749,2020-02-27,NA,49.77,NA,Female,B6xBXD113,Ntg,45% HFD,2018-12-11,3302,443,14.52,14
10628,2020-02-27,NA,50.41,NA,Male,B6xBXD113,5XFAD,45% HFD,2018-12-04,3310,450,14.75,14
11173,2020-02-27,NA,24.25,NA,Female,B6xBXD125,5XFAD,45% HFD,2019-01-01,3585,422,13.84,14
17679,2020-02-27,NA,40.85,NA,Male,B6xBXD39,5XFAD,6% Extruded,2019-08-27,5314,184,6.03,6
20159,2020-02-27,NA,31.08,NA,Male,B6xBXD83,Ntg,45% HFD,2019-11-26,6089,93,3.05,4
10777,2020-02-27,NA,48.72,whisker picked,Female,B6xBXD38,Ntg,45% HFD,2018-12-11,3367,443,14.52,14
10630,2020-02-27,NA,60.65,whisker picked. Black spot in the seminal vesicle,Male,B6xBXD113,Ntg,45% HFD,2018-12-04,3310,450,14.75,14
6142,2020-02-27,NA,40.11,hair loss.,Female,B6xBXD50,Ntg,6% Extruded,2018-05-02,2051,666,21.84,22
10752,2020-02-27,NA,34.39,NA,Male,B6xBXD113,5XFAD,6% Extruded,2018-12-11,3303,443,14.52,14
17686,2020-02-27,NA,34.28,NA,Female,B6xBXD77,5XFAD,45% HFD,2019-08-27,5352,184,6.03,6
11343,2020-02-27,NA,25.31,NA,Female,B6xBXD169,5XFAD,6% Extruded,2019-01-01,3514,422,13.84,14
10770,2020-02-27,NA,26.41,NA,Female,B6xBXD38,5XFAD,6% Extruded,2018-12-11,3365,443,14.52,14
17678,2020-02-27,NA,43.36,NA,Male,B6xBXD39,Ntg,6% Extruded,2019-08-27,5314,184,6.03,6
10851,2020-02-27,NA,30.69,NA,Male,B6xBXD66,Ntg,6% Extruded,2018-12-11,3372,443,14.52,14
20014,2020-02-27,NA,30.11,NA,Male,B6xBXD87,Ntg,6% Extruded,2019-11-19,6042,100,3.28,4
17737,2020-02-27,NA,34.21,whisker picked,Male,B6xD2,5XFAD,6% Extruded,2019-08-27,5367,184,6.03,6
10748,2020-02-27,NA,35.94,whisker picked,Female,B6xBXD113,5XFAD,45% HFD,2018-12-11,3302,443,14.52,14
10551,2020-02-27,NA,48.07,hair loss,Male,B6xBXD16,5XFAD,45% HFD,2018-11-27,3250,457,14.98,14
10635,2020-02-27,NA,30.32,NA,Female,B6xBXD99,5XFAD,6% Extruded,2018-12-04,3308,450,14.75,14
20161,2020-02-27,NA,29.98,NA,Male,B6xBXD83,5XFAD,45% HFD,2019-11-26,6089,93,3.05,4
20145,2020-02-27,NA,21.29,NA,Female,B6xBXD75,5XFAD,6% Extruded,2019-11-26,6086,93,3.05,4
10855,2020-02-27,NA,33.96,hair loss,Male,B6xBXD66,Ntg,6% Extruded,2018-12-11,3372,443,14.52,14
10769,2020-02-27,NA,25.92,NA,Female,B6xBXD38,5XFAD,6% Extruded,2018-12-11,3365,443,14.52,14
10778,2020-02-27,NA,30.66,whisker picked,Female,B6xBXD38,5XFAD,45% HFD,2018-12-11,3367,443,14.52,14
20140,2020-02-27,NA,19.7,NA,Female,B6xBXD75,Ntg,6% Extruded,2019-11-26,6083,93,3.05,4
17736,2020-02-27,NA,33.12,NA,Male,B6xD2,5XFAD,6% Extruded,2019-08-27,5367,184,6.03,6
24311,2022-03-03,NA,34.83,heart in tube for 24313. No HT sample.,Female,B6xBXD87,Ntg,6% Extruded,2020-05-05,7324,667,21.87,22
24312,2022-03-03,NA,35.16,NA,Female,B6xBXD87,Ntg,6% Extruded,2020-05-05,7324,667,21.87,22
24313,2022-03-03,NA,38.78,Heart in tube for 24311,Female,B6xBXD87,Ntg,6% Extruded,2020-05-05,7324,667,21.87,22
27951,2021-03-02,NA,27.32,hypo and hippos tubes reversed,Male,B6,5XFAD,6% Extruded,2020-08-18,8351,196,6.43,6
27965,2021-03-02,NA,33.49,NA,Male,B6,Ntg,6% Extruded,2020-08-18,8355,196,6.43,6
27994,2021-03-02,NA,31.11,NA,Female,B6xD2,Ntg,6% Extruded,2020-08-18,8360,196,6.43,6
28003,2021-03-02,NA,38.62,NA,Female,B6xD2,Ntg,6% Extruded,2020-08-18,8362,196,6.43,6
