AgeGrp,Sex,Genotype,Diet,Line,NB.Average_mean,NB.Average_sd,IS.Average_mean,IS.Average_sd,GS.Average_mean,GS.Average_sd,Age.Tested.Days_mean,Age.Tested.Days_sd,Age.Tested.Months_mean,Age.Tested.Months_sd,sample.n
4,Female,5XFAD,6% Extruded,B6xBXD154,18.16083333075,12.669297203732798,15.283333334249999,10.789861152668415,-1.38999999975,2.39838371505247,104.75,12.579745625409124,3.4325,0.4129063654954555,4
4,Female,5XFAD,6% Extruded,B6xBXD16,68.30166667,3.3446150750123724,9.2633333315,4.46891485497766,-3.3266666665,0.2639865314072753,111.5,3.5355339059327378,3.6550000000000002,0.12020815280171335,2
4,Female,5XFAD,6% Extruded,B6xBXD169,65.26,NA,8.28,NA,-2.63,NA,107,NA,3.51,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD172,98.80444445666666,18.17574892034428,12.904444443333333,1.8598098275709887,-0.9833333333333335,2.8591976344303696,109,14.933184523068078,3.5733333333333333,0.48583261863869676,3
4,Female,5XFAD,6% Extruded,B6xBXD19,8.52,NA,2.46,NA,-2.956666667,NA,98,NA,3.21,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD22,84.46777776666667,54.83964676603098,12.81888889,3.7664577144574833,-2.4233333333333333,0.2602776297959973,94,0,3.08,0,3
4,Female,5XFAD,6% Extruded,B6xBXD28,135.23809523714286,39.50045208222708,21.63333333142857,5.925634518733931,-2.959047619142857,0.2834098871917533,101.42857142857143,1.1338934190276817,3.3257142857142856,0.03866830866792719,7
4,Female,5XFAD,6% Extruded,B6xBXD32,67.52,NA,16.19666667,NA,-3.526666667,NA,113,NA,3.7,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD34,44.01222222333333,41.96712474558769,15.111111113333333,5.716463878266845,-3.033333333333333,0.11623730546697228,100,0,3.28,0,3
4,Female,5XFAD,6% Extruded,B6xBXD39,69.1066666586,51.87249516601971,14.9826666654,8.039287350590612,-3.0513333332,0.48152881541779685,106.8,20.315019074566482,3.5,0.6679820356865896,5
4,Female,5XFAD,6% Extruded,B6xBXD42,30.930000001,35.956211485669186,6.006666667666667,4.512561482054536,-2.9922222223333335,0.1354963443240634,108.66666666666667,2.309401076758503,3.5666666666666664,0.07505553499465129,3
4,Female,5XFAD,6% Extruded,B6xBXD48a,22.375555556666665,5.45844333856444,29.836666666666666,29.042369811615274,-3.2677777776666668,0.21582743464697976,112,0,3.67,0,3
4,Female,5XFAD,6% Extruded,B6xBXD49,124.73,NA,12.94666667,NA,-2.526666667,NA,93,NA,3.05,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD55,36.98533333466666,17.323794265921226,9.608,3.5482238120494096,-3.012000000066668,0.3998374668984625,97,2.449489742783178,3.178,0.08167006795638175,5
4,Female,5XFAD,6% Extruded,B6xBXD61,87.11111113333332,51.03847497587445,29.934444443333334,29.591801104745713,-3.0544444446666668,0.2141996301030801,114,0,3.74,0,3
4,Female,5XFAD,6% Extruded,B6xBXD62,180,0,17.61333333,0.1697056274847728,-2.643333333,0,111.5,2.1213203435596424,3.6550000000000002,0.0636396103067895,2
4,Female,5XFAD,6% Extruded,B6xBXD65,34.989999999444436,21.90683556503128,21.32277777827777,20.79877736037953,-2.255000000055557,0.6339321730733944,136.66666666666666,14.706007842601835,4.483333333333333,0.4834321738017305,6
4,Female,5XFAD,6% Extruded,B6xBXD65a,24.512857142,18.761587275985075,32.96428571485714,31.43523728803814,-2.83,0.1864482847134632,102.71428571428571,13.36306209562122,3.3714285714285714,0.4383084367363759,7
4,Female,5XFAD,6% Extruded,B6xBXD66,93.16333333333333,76.11490224894283,11.516666665666666,6.976236646625617,-2.5855555553333334,0.2464037637421479,108.33333333333333,6.3508529610858835,3.55,0.2078460969082652,3
4,Female,5XFAD,6% Extruded,B6xBXD68,67.90666667,NA,21.67666667,NA,-3.873333333,NA,94,NA,3.08,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD73,124.197499975,20.77515668858814,17.09500000075,14.104549962470122,-3.14833333325,0.47009455297725883,107.5,7,3.5250000000000004,0.22999999999999998,4
4,Female,5XFAD,6% Extruded,B6xBXD74,126.83583332912501,63.096049503533514,29.915833332875,17.02117595867257,-2.68708333325,0.12376933890674498,106.25,1.2817398889233114,3.48375,0.042740913821369284,8
4,Female,5XFAD,6% Extruded,B6xBXD75,180,NA,18.29333333,NA,-3.383333333,NA,117,NA,3.84,NA,1
4,Female,5XFAD,6% Extruded,B6xBXD83,177.14,4.0446507883870515,10.681666665,5.121810116037536,-2.7199999999999998,0.32055507460930627,114,0,3.74,0,2
4,Female,5XFAD,6% Extruded,B6xBXD89,173.64,8.994398256692884,14.160833335,6.442921290268447,-2.9016666664999997,0.4407632267039125,105,0,3.44,0,2
4,Female,5XFAD,6% Extruded,B6xBXD99,6.303333333,NA,12.12,NA,-3.266666667,NA,105,NA,3.44,NA,1
4,Female,5XFAD,6% Extruded,B6xD2Gpnmb,57.5399999925,53.558400579797556,10.39250000175,8.09844309635936,-3.1574999999999998,0.20909638013587414,115,0,3.77,0,4
4,Female,Ntg,45% HFD,B6,64.41666666500001,16.6541619740799,19.6675,3.578294002015383,-2.9383333335,0.35578291334693074,103.25,0.5,3.3875,0.015000000000000124,4
4,Female,Ntg,45% HFD,B6xBXD12,21.176666666666666,12.52224332049887,12.055555555555557,5.31726781693731,-2.833333333333333,0.3146603106702724,92,0,3.02,0,3
4,Female,Ntg,45% HFD,B6xBXD125,180,0,55.25,38.16962404844983,-2.67833333333333,0.12020815280171303,146,4.242640687119285,4.79,0.141421356237309,2
4,Female,Ntg,45% HFD,B6xBXD152,93.0933333333333,NA,8.35,NA,-2.90666666666667,NA,94,NA,3.08,NA,1
4,Female,Ntg,45% HFD,B6xBXD154,19.583333333333314,15.146227253015828,9.828333333333351,1.327003726026777,-2.361666666666665,0.1532064692570879,146,4.242640687119285,4.79,0.141421356237309,2
4,Female,Ntg,45% HFD,B6xBXD16,46.72777777766667,62.74463308917342,6.655555555333333,5.626412250887443,-2.9433333333333334,0.4151037350376676,94,0,3.08,0,3
4,Female,Ntg,45% HFD,B6xBXD19,35.248888891,41.53974058961164,7.7055555553333335,2.8189563344979813,-2.7399999999999998,0.1675642497637516,98,0,3.21,0,3
4,Female,Ntg,45% HFD,B6xBXD39,12.79,NA,8.14,NA,-2.58,NA,97,NA,3.18,NA,1
4,Female,Ntg,45% HFD,B6xBXD55,13.408333335,3.6180296994281913,11.948333335000001,2.1661037706777684,-3.1816666665,0.1296362429818316,97,7.0710678118654755,3.1799999999999997,0.2262741699796951,2
4,Female,Ntg,45% HFD,B6xBXD60,24.9966666665,21.500760193514658,11.140000001499999,3.9409417964057494,-2.7533333335,0.1367073107936969,98,0,3.21,0,2
4,Female,Ntg,45% HFD,B6xBXD61,110.99999997666666,45.621632278485315,10.37111111,4.387102730561058,-3.030333333333333,0.2771247215284522,93,0,3.05,0,3
4,Female,Ntg,45% HFD,B6xBXD66,42.74400000066666,47.228071831155255,11.012000000066665,7.006486121955503,-2.902000000133334,0.4012729744241712,103,3.082207001484488,3.376,0.1013903348450926,5
4,Female,Ntg,45% HFD,B6xBXD68,19.472222221222232,9.152793338460329,11.85111111,3.7247599978382886,-3.16,0.1324554431078197,110.33333333333333,4.041451884327381,3.6166666666666667,0.1327905619136139,3
4,Female,Ntg,45% HFD,B6xBXD74,107.6988888888889,58.28389778267016,23.68,8.575527712948944,-2.7122222222222216,0.19825535348430057,146,3.286335345030997,4.79,0.10954451150103284,6
4,Female,Ntg,45% HFD,B6xBXD77,45.114999999999995,47.8640580185174,21.16,1.3199326582148438,-2.75833333333333,0.2757716446627536,94,0,3.08,0,2
4,Female,Ntg,45% HFD,B6xBXD89,91.77000000000001,5.755849198858497,10.768333335,6.3050354679370715,-2.8449999999999998,0.025927248172102155,115,0,3.77,0,2
4,Female,Ntg,45% HFD,B6xD2Gpnmb,28.415,14.76203256385711,19.94166667,4.560838738653233,-2.815,0.0919238815542511,98,0,3.21,0,2
4,Female,Ntg,6% Extruded,B6,74.16666666500001,14.377837881769446,7.32,2.126034388296149,-2.9083333335,0.025927248879208994,111.5,0.7071067811865476,3.6550000000000002,0.021213203435596288,2
4,Female,Ntg,6% Extruded,B6xBXD102,73.53,NA,31.91666667,NA,-3.173333333,NA,113,NA,3.7,NA,1
4,Female,Ntg,6% Extruded,B6xBXD113,51.3433333333333,35.29877051683245,47.11499999999999,54.44486512876018,-3.408333333333335,0.25691546383110975,150,0,4.92,0,2
4,Female,Ntg,6% Extruded,B6xBXD12,39.042222221,51.51235777760866,10.102222221,2.891620716134747,-2.852222222,0.1360283196358869,100.66666666666667,4.618802153517006,3.3,0.15588457268119896,3
4,Female,Ntg,6% Extruded,B6xBXD124,63.82388888166666,56.91551025158806,17.6099999995,23.677618028246233,-3.143333333,0.28170906978654414,117.66666666666667,3.6147844564602556,3.8533333333333335,0.1187714892836941,6
4,Female,Ntg,6% Extruded,B6xBXD125,55.251333336,16.826411052140852,7.6159999994,3.835683626098279,-2.5273333334,0.10499735469630746,101,8.215838362577491,3.314,0.2683840531775313,5
4,Female,Ntg,6% Extruded,B6xBXD14,122.48296296222222,58.030512702275914,10.634074073333334,6.003262949530799,-2.974074074,0.2683321830592438,103.11111111111111,4.371625682868,3.3788888888888886,0.1433042606174398,9
4,Female,Ntg,6% Extruded,B6xBXD152,31.633333335000003,12.977766455020081,6.67,1.0559461270433155,-2.6816666665,0.0966379269978638,92,0,3.02,0,2
4,Female,Ntg,6% Extruded,B6xBXD154,58.3025,81.2051387891156,12.70250000075,6.548768262760126,-2.985,0.45610671265980446,98.75,9.5,3.2350000000000003,0.31000000000000005,4
4,Female,Ntg,6% Extruded,B6xBXD16,53.45444444233333,44.84845597720709,10.241111112333334,2.1490833549336705,-2.9555555553333335,0.3733382937850017,110.66666666666667,2.886751345948129,3.6266666666666665,0.0981495457622366,3
4,Female,Ntg,6% Extruded,B6xBXD169,42.693333335,27.00676499376118,13.313333329999999,1.6970562748477143,-2.9299999999999997,0.5468292445890011,107,0,3.51,0,2
4,Female,Ntg,6% Extruded,B6xBXD172,131.2,NA,10.28,NA,-2.816666667,NA,115,NA,3.77,NA,1
4,Female,Ntg,6% Extruded,B6xBXD19,31.09666667,NA,9.5,NA,-3.396666667,NA,98,NA,3.21,NA,1
4,Female,Ntg,6% Extruded,B6xBXD28,81.99999998999999,75.94808166259953,20.086666666666666,6.081458158479209,-3.1088888886666664,0.14614807308444508,102.33333333333333,1.1547005383792515,3.3566666666666665,0.04041451884327371,3
4,Female,Ntg,6% Extruded,B6xBXD32,43.403333335,46.221213265917676,9.065,1.270435183060426,-3.1883333335,0.14377837860556256,113,0,3.7,0,2
4,Female,Ntg,6% Extruded,B6xBXD34,31.768,9.27813995656397,13.6553333346,4.217097869992375,-2.9653333334,0.2005076892407537,105.6,3.1304951684997055,3.464,0.10285912696499032,5
4,Female,Ntg,6% Extruded,B6xBXD39,33.8106666663,18.93537409354998,12.9459999993,5.728641016110445,-2.8473333334,0.39781750279155464,110.6,20.902950349970535,3.625,0.6872529859277928,10
4,Female,Ntg,6% Extruded,B6xBXD42,34.114999999999995,0.7801744866232019,32.4866666685,43.31736141760922,-2.7983333335,0.1673486051165183,110,0,3.61,0,2
4,Female,Ntg,6% Extruded,B6xBXD49,58.8,NA,8.823333333,NA,-2.71,NA,93,NA,3.05,NA,1
4,Female,Ntg,6% Extruded,B6xBXD55,24.198571428571423,24.215063482693978,9.930952380476196,4.714701872708631,-2.96761904757143,0.19615483576466522,98.42857142857143,2.5071326821120348,3.225714285714286,0.08263517065131185,7
4,Female,Ntg,6% Extruded,B6xBXD61,54.5,38.890872965260115,11.5416666665,9.091036183690747,-2.9033333335,0.5326871082581632,114,0,3.74,0,2
4,Female,Ntg,6% Extruded,B6xBXD62,159.69,NA,12.62333333,NA,-2.403333333,NA,113,NA,3.7,NA,1
4,Female,Ntg,6% Extruded,B6xBXD64,24.77833333,3.684026329981913,19.413333335,7.712177962498301,-3.16,0.07071067811865482,94,0,3.08,0,2
4,Female,Ntg,6% Extruded,B6xBXD65,94.84277777833329,75.75899583965456,11.400000000055561,8.735746485926942,-2.624777777833333,0.27853917876603906,136.66666666666666,14.706007842601835,4.483333333333333,0.4834321738017305,6
4,Female,Ntg,6% Extruded,B6xBXD65a,116.43333333499999,23.400520409709785,11.5216666665,3.207907764218672,-3.045,0.186204786183862,117,0,3.84,0,2
4,Female,Ntg,6% Extruded,B6xBXD66,48.191666665,28.87974767706307,10.7741666675,7.197369055362162,-2.8233333335,0.20761431491180046,109.25,5.5,3.58,0.17999999999999994,4
4,Female,Ntg,6% Extruded,B6xBXD68,59.56333333333334,45.94738004863099,19.633333333333333,5.069452085267423,-3.0466666666666664,0.14518187859447962,94,0,3.08,0,3
4,Female,Ntg,6% Extruded,B6xBXD73,92.747333334,52.5921839030966,8.1026666668,3.4965104822814577,-3.1626666664,0.28542755446308565,115.2,6.260990336999411,3.778,0.20571825392998064,5
4,Female,Ntg,6% Extruded,B6xBXD74,145.4899999925,52.74023370736734,19.38833333425,12.342795620580707,-2.6775,0.3561769745391352,106.25,1.5,3.4825,0.0505799696849784,4
4,Female,Ntg,6% Extruded,B6xBXD75,114.8808333325,57.49047078990596,15.4591666675,1.2726652543768726,-0.28166666674999996,2.8984548882231747,119.5,2.886751345948129,3.92,0.09237604307034021,4
4,Female,Ntg,6% Extruded,B6xBXD83,54.006000004600004,58.632221548731145,15.573333332,4.484259507768999,-3.0393333334,0.2588586060018524,98.8,8.497058314499201,3.2359999999999998,0.28174456516497365,5
4,Female,Ntg,6% Extruded,B6xBXD87,16.713333335,9.4799449154646709,14.796666665,1.1266568023335433,-2.8183333335,0.17206264985302416,94,0,3.08,0,2
4,Female,Ntg,6% Extruded,B6xBXD99,28.8041666675,34.1345821592394,12.05000000075,5.041227071773153,-2.96333333325,0.2622551768199989,105,0,3.44,0,4
4,Female,Ntg,6% Extruded,B6xD2Gpnmb,20.51111111,12.46690299817867,14.721111113333333,2.1901657302655493,-3.1166666666666667,0.09171211028115213,110.33333333333333,4.041451884327381,3.6166666666666667,0.1327905619136139,3
4,Male,5XFAD,45% HFD,B6,115.66666666666667,60.4676221901716,12.7188888888889,6.086738164356136,-1.6333333333333333,2.600967768607165,102.66666666666667,7.505553499465135,3.3666666666666667,0.24826061575153893,3
4,Male,5XFAD,45% HFD,B6xBXD14,166.1346666666668,20.24023723510489,17.330000000000002,7.0085986870098065,-3.683333333333334,0.5992031745947658,116.4,30.672463220289302,3.816,1.0078095058095056,5
4,Male,5XFAD,45% HFD,B6xBXD28,157.38583333333324,28.66720391938432,25.977499999999974,23.684399049444615,-3.41833333325,0.5440145696370728,98,12,3.215,0.3899999999999999,4
4,Male,5XFAD,45% HFD,B6xBXD39,10.178888886666668,0.6180285243656879,10.11,4.854432109906255,-1.5066666666666666,1.3342538489108184,92,0,3.02,0,3
4,Male,5XFAD,45% HFD,B6xBXD55,37.59333334325,46.53355565022459,12.3933333325,7.270135256203209,-3.35833333325,0.5277590640669422,97,5.773502691896258,3.1799999999999997,0.18475208614068014,4
4,Male,5XFAD,45% HFD,B6xBXD61,55.22222222333333,36.062189081912784,17.407777776666666,8.504989604328134,-2.9544444443333333,0.5284183248963802,97,0,3.18,0,3
4,Male,5XFAD,45% HFD,B6xBXD62,102.26444444333333,71.65990738183821,45.126666666666665,58.306605400531886,-3.521111111,0.4202159938553648,103.66666666666667,9.814954576223638,3.3966666666666665,0.32331615074619047,3
4,Male,5XFAD,45% HFD,B6xBXD66,99.166666685,38.89087298647331,10.516666664999999,6.7693689162021915,-3.0599999999999996,0.7212489168102785,104,0,3.41,0,2
4,Male,5XFAD,45% HFD,B6xBXD68,180,0,23.485714286190472,12.93124578088656,-3.041904761857143,0.8471321056622496,138.28571428571428,20.629382651243553,4.537142857142857,0.676429702819992,7
4,Male,5XFAD,45% HFD,B6xBXD77,82.11444444444433,35.16249427591409,46.35777777777776,14.880517215224533,-3.25111111111111,0.5214225555933317,94,0,3.08,0,3
4,Male,5XFAD,45% HFD,B6xBXD83,24.0766666666667,NA,9.96,NA,-3.23333333333333,NA,115,NA,3.77,NA,1
4,Male,5XFAD,45% HFD,B6xBXD89,180,NA,20.96666667,NA,-3.163333333,NA,115,NA,3.77,NA,1
4,Male,5XFAD,6% Extruded,B6,89.99291667041666,67.2113109474111,12.612083334083334,6.689724633474565,-3.282500000125001,0.27534538202897435,100.625,6.588680769753099,3.3000000000000003,0.21639910218984607,8
4,Male,5XFAD,6% Extruded,B6xBXD125,27.016666665000002,15.742278999226773,11.79,4.744315897295767,-2.825833333,0.22051077071199945,95,0,3.11,0,4
4,Male,5XFAD,6% Extruded,B6xBXD14,180,0,17.506666666,14.190744439323902,-3.1013333332,0.47634371341255954,108.4,3.1304951684997055,3.556,0.10285912696499051,5
4,Male,5XFAD,6% Extruded,B6xBXD152,65.32333333,NA,21.09333333,NA,-2.74,NA,102,NA,3.34,NA,1
4,Male,5XFAD,6% Extruded,B6xBXD154,14.223333330000001,NA,11,NA,-2.596666667,NA,98,NA,3.21,NA,1
4,Male,5XFAD,6% Extruded,B6xBXD16,96.153333335,118.57709315741909,11.28,3.1678383797157332,-3.46,0.08956685847889165,111.5,3.5355339059327378,3.6550000000000002,0.12020815280171335,2
4,Male,5XFAD,6% Extruded,B6xBXD169,11.34333333,NA,10.10333333,NA,-3.393333333,NA,98,NA,3.21,NA,1
4,Male,5XFAD,6% Extruded,B6xBXD28,138.80619047571423,69.82791908096783,19.587619047142844,8.244486308105593,-3.462380952380953,0.3512080436242154,97.14285714285714,5.0142653642240695,3.1871428571428573,0.16296362433728223,7
4,Male,5XFAD,6% Extruded,B6xBXD39,106.2133333,NA,14.46,NA,-3.37,NA,95,NA,3.11,NA,1
4,Male,5XFAD,6% Extruded,B6xBXD50,25.773333333333333,20.859985884513975,15.382222223333333,6.168272165114768,-2.851111111,0.1502713598522748,92,0,3.02,0,3
4,Male,5XFAD,6% Extruded,B6xBXD61,63.666666668,44.12983879747479,12.262666668,1.9438698505807086,-3.25,0.2431163417367176,111.2,3.8340579025361627,3.648,0.12597618822618845,5
4,Male,5XFAD,6% Extruded,B6xBXD62,42.846666666666664,22.25050136461474,10.437777777666668,6.192376437353045,-3.1611111113333332,0.05500841704954151,93.33333333333333,1.1547005383792515,3.06,0.034641016151377574,3
4,Male,5XFAD,6% Extruded,B6xBXD65,41.47,NA,27.94666667,NA,-3.196666667,NA,92,NA,3.02,NA,1
4,Male,5XFAD,6% Extruded,B6xBXD66,102.62,57.81779008229215,12.99933333266668,3.6746257550514936,-2.7499999999999996,1.1900116712361828,99,5.830951894845301,3.244,0.19165072397463048,5
4,Male,5XFAD,6% Extruded,B6xBXD73,138.73333334,31.202207892747307,16.380666668,7.474213224881042,-3.1446666666,0.31545910108954245,104,0,3.41,0,5
4,Male,5XFAD,6% Extruded,B6xBXD74,103.29555554444434,80.33348770777893,32.25111111333334,26.841808669753043,-2.97888888888889,0.24461610134460915,119.66666666666667,20.207259421636902,3.9233333333333333,0.6639528095680699,3
4,Male,5XFAD,6% Extruded,B6xBXD75,38.64222222222223,26.112286663844944,8.58888888888889,2.4978531522830485,-3.1055555555555565,0.15218166531898233,101,0,3.31,0,3
4,Male,5XFAD,6% Extruded,B6xBXD77,68.001666665,23.025753815680925,9.76,3.493107499061545,-2.8883333335000003,0.4077649107199447,92,0,3.02,0,2
4,Male,5XFAD,6% Extruded,B6xD2Gpnmb,156.16666665,33.705423260128995,27.386666665,10.073914611661369,-3.1133333335,0.004714045443612706,107,0,3.51,0,2
4,Male,Ntg,45% HFD,B6,37.7033333325,13.685364444087302,9.415000000000001,3.274024027604766,-3.258333333333333,0.3236424639080051,100.5,7.505553499465135,3.295,0.24826061575153893,4
4,Male,Ntg,45% HFD,B6xBXD14,80.84499999999993,46.23947924383161,11.267499999999993,4.119549035909057,-3.6075,0.44483351026181955,122,32.331615074619044,4,1.0623244953089113,4
4,Male,Ntg,45% HFD,B6xBXD161,83.108888888889,56.58044630173671,13.165555555555533,4.661589301387955,-2.7922222222222235,0.30074598608817416,94,0,3.08,0,3
4,Male,Ntg,45% HFD,B6xBXD28,125.83333332733332,45.700464126318195,40.338,11.223894796487391,-3.053333333466666,0.49236955408062594,109,16.401219466856727,3.574,0.5353316728907417,5
4,Male,Ntg,45% HFD,B6xBXD39,6.28,NA,8.426666667,NA,-3.013333333,NA,92,NA,3.02,NA,1
4,Male,Ntg,45% HFD,B6xBXD61,104.333333335,107.00882621720717,12.911666665,11.245354841113038,-2.968333333,0.0212132034355966,97,0,3.18,0,2
4,Male,Ntg,45% HFD,B6xBXD62,81.113333335,55.77186885242993,12.739999999999998,5.7841334701059575,-2.7800000000000002,0.23098821471620096,108,9.899494936611665,3.54,0.3252691193458118,2
4,Male,Ntg,45% HFD,B6xBXD66,135.3333333,12.767145334803699,16.375555555666665,11.573474138830793,-3.241111111,0.5339198165951166,104,0,3.41,0,3
4,Male,Ntg,45% HFD,B6xBXD68,114.890555555,53.26448825037717,16.789999998833334,10.622421777169041,-3.3983333333333334,0.2889271344228122,110,27.949955277245078,3.61,0.9162095830103503,6
4,Male,Ntg,45% HFD,B6xBXD77,61.22916666666667,34.01609666624625,20.070833333333326,4.0990065417890715,-3.259166666666665,0.25029427125330084,94,0,3.08,0,4
4,Male,Ntg,6% Extruded,B6,52.62200000733334,49.81973525934094,7.9973333339999995,2.150328658405759,-3.071333333266666,0.39070875760980917,101.4,8.848728722251575,3.3240000000000003,0.2913417237540823,5
4,Male,Ntg,6% Extruded,B6xBXD125,39.19666667,NA,9.746666667,NA,-3.16,NA,95,NA,3.11,NA,1
4,Male,Ntg,6% Extruded,B6xBXD14,90.666666685,15.556349207317245,15.655000001500001,9.661435656204919,-3.073333333,0.08485281374238578,110.5,4.949747468305833,3.625,0.16263455967290624,2
4,Male,Ntg,6% Extruded,B6xBXD152,84.32333333,NA,15.95666667,NA,-2.82,NA,102,NA,3.34,NA,1
4,Male,Ntg,6% Extruded,B6xBXD154,3.823333333,NA,5.426666667,NA,-2.47,NA,98,NA,3.21,NA,1
4,Male,Ntg,6% Extruded,B6xBXD16,39.261666665,33.2316616955208,4.3100000000000005,2.993418707494456,-3.275,0.016499158699090737,109,0,3.57,0,2
4,Male,Ntg,6% Extruded,B6xBXD169,13.0883333335,7.299699004213423,8.7200000015,3.4176827783277046,-3.363333333,0.05656854249492385,98,0,3.21,0,2
4,Male,Ntg,6% Extruded,B6xBXD28,119.64809523857147,55.45488065343289,35.6047619052381,33.00106585586197,-3.327142857142857,0.22682534128649579,96,5.163977794943222,3.15,0.1678292783356547,7
4,Male,Ntg,6% Extruded,B6xBXD39,33.6839999994,33.37347711055847,13.882,2.444350173520335,-2.8586666666,0.13442470025507458,97,2.7386127875258306,3.178,0.0931128347758782,5
4,Male,Ntg,6% Extruded,B6xBXD48a,24.84583333325,26.065294274878614,22.3583333325,6.127940563380344,-3.4408333335,0.3610106697402395,93,1.1547005383792515,3.05,0.034641016151377574,4
4,Male,Ntg,6% Extruded,B6xBXD50,11.583333335,7.6697515556271085,23.8333333315,25.201285679367235,-2.6399999999999997,0.2875567572111248,92,0,3.02,0,2
4,Male,Ntg,6% Extruded,B6xBXD61,85.77583332500001,69.99479003038714,16.66083333575,6.417869369578496,-3.5675,0.09194906020505376,112.25,3.5,3.6825,0.11500000000000021,4
4,Male,Ntg,6% Extruded,B6xBXD62,60.693333334,44.350290803461164,14.636666668,5.796871283750112,-3.1913333334,0.4085856362193583,93.2,1.0954451150103321,3.056,0.032863353450309996,5
4,Male,Ntg,6% Extruded,B6xBXD65,25.761111109999998,8.293124547815811,10.754444445333334,8.142716811452543,-3.0400000003333334,0.3187998327059368,92,0,3.02,0,3
4,Male,Ntg,6% Extruded,B6xBXD66,53.743333332222235,26.89948843065627,12.882222223333333,3.7410416441958003,-3.09222222211111,0.341668021511135,96.33333333333333,4.041451884327381,3.1566666666666667,0.1327905619136139,3
4,Male,Ntg,6% Extruded,B6xBXD73,135,NA,10.64333333,NA,-3.503333333,NA,104,NA,3.41,NA,1
4,Male,Ntg,6% Extruded,B6xBXD74,39.431111111,27.675235085676924,33.55333333666667,18.570647089784817,-2.81,0.46184412955021975,108,0,3.54,0,3
4,Male,Ntg,6% Extruded,B6xBXD75,44.285,0.3229120967418092,15.96166666666665,0.5821845831768996,-3.273333333333335,0.05185449728701123,101,0,3.31,0,2
4,Male,Ntg,6% Extruded,B6xBXD77,48.79111111,38.06789173661953,5.226666666666667,2.078078706794385,-2.598888889,0.0860447774299113,92,0,3.02,0,3
4,Male,Ntg,6% Extruded,B6xBXD87,68.42333333,NA,20.69,NA,-2.57,NA,108,NA,3.54,NA,1
4,Male,Ntg,6% Extruded,B6xD2Gpnmb,13.666666665,3.77123616397123,16.465,2.7365032431919385,-3.1966666669999997,0.25455844122715704,107,0,3.51,0,2
6,Female,5XFAD,45% HFD,B6,49.279696972727265,54.95064273423169,17.47121212151515,9.81116906339322,-2.8375757576060607,0.7530192426434081,178.54545454545453,5.410427642315095,5.8554545454545455,0.17907337246858546,11
6,Female,5XFAD,45% HFD,B6xBXD100,30.734444444444435,15.796814142004644,51.8633333333333,14.01626555113736,-3.13111111111111,0.07128451081042196,174,0,5.7,0,3
6,Female,5XFAD,45% HFD,B6xBXD113,53.34933334066666,40.76764945603392,15.8799999986,8.423193509662916,-2.948000000066668,0.30352191953666424,177.6,0.5477225575051661,5.824,0.021908902300206666,5
6,Female,5XFAD,45% HFD,B6xBXD12,47.20708333333333,32.3699901892591,14.527916666625003,8.327737156357607,-3.1883333333750015,0.2536526809425924,176.25,1.5811388300841898,5.7775,0.054707011825333045,8
6,Female,5XFAD,45% HFD,B6xBXD124,63.36416666666665,77.82841152056758,22.79833333333335,4.10392269438419,-2.950833333333335,0.41053149831786484,179,3.559026084010437,5.8675,0.11615363389350637,4
6,Female,5XFAD,45% HFD,B6xBXD14,109.82611111111112,77.49426397171933,29.507777778333335,4.99921134516295,-3.16388888888889,0.5444729018379639,168.83333333333334,9.30412095077588,5.536666666666667,0.30605010483034756,6
6,Female,5XFAD,45% HFD,B6xBXD152,66.48666666666674,42.37882306582439,17.573333333333327,9.592043925392893,-2.896111111111108,0.383605217590901,168.5,2.8106938645110393,5.526666666666667,0.0882420912414628,6
6,Female,5XFAD,45% HFD,B6xBXD16,36.40333333333334,26.839201264428787,8.220555555611112,3.193454010629349,-2.9994444444444435,0.355086322228938,173.5,5.576737397439475,5.6899999999999995,0.18363006289820835,6
6,Female,5XFAD,45% HFD,B6xBXD161,81.84777777222222,78.63424496846024,24.457222222777784,10.933195611877618,-2.8727777776666668,0.25436121875031836,184.66666666666666,11.111555546667022,6.053333333333333,0.36192080164956886,6
6,Female,5XFAD,45% HFD,B6xBXD169,23.388000000000005,17.2890271238404,9.29666666666666,8.353594369424975,-2.973333333333334,0.4389317841203914,175.8,5.019960159204453,5.764,0.16056151469141008,5
6,Female,5XFAD,45% HFD,B6xBXD19,9.835833334166676,3.3103679724597286,9.47166666575,6.702702880565891,-3.34,0.1600925656172887,166.75,9.5,5.465,0.31000000000000005,4
6,Female,5XFAD,45% HFD,B6xBXD28,124.27666666666666,35.81620040025336,33.43066666666666,18.903961283874395,-2.765333333333334,0.3257606483294129,176,0,5.77,0,5
6,Female,5XFAD,45% HFD,B6xBXD38,18.650833333333324,7.282305991618002,11.116666666666676,8.219924754093752,-2.95416666666667,0.2868652413009752,177,1.1547005383792515,5.805,0.04041451884327397,4
6,Female,5XFAD,45% HFD,B6xBXD39,31.355333326666674,52.12143424100033,13.426000000066667,8.220502282485807,-3.0353333334,0.3218401949384201,175.8,7.8230428862431785,5.7620000000000005,0.2583021486554071,5
