ID,Collected.Date,Collected.By,NB.Date,NB.Trial1,NB.Trial2,NB.Trial3,NB.Average,NB.Comments,IS.Date,IS.Trial1,IS.Trial2,IS.Trial3,IS.Average,IS.Comments,GS.Date,GS.Trial1,GS.Trial2,GS.Trial3,GS.Average,GS.Comments,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
19700,2020-12-30,NA,12/30/2020,180,74.85,10.79,88.5466666666667,1_backNforth,12/30/2020,19.38,30.78,4.97,18.3766666666667,NA,12/30/2020,-3.49,-3.2,-3.31,-3.33333333333333,NA,Female,B6xBXD73,5XFAD,6% Extruded,2019-11-12,5988,414,13.57,14
19701,2020-12-30,NA,12/30/2020,68.09,39.9,32.68,46.89,NA,12/30/2020,5.66,15.56,5.81,9.01,NA,12/30/2020,-3.64,-3.43,-3.54,-3.53666666666667,NA,Female,B6xBXD73,Ntg,6% Extruded,2019-11-12,5988,414,13.57,14
19702,2020-12-30,NA,12/30/2020,42.81,11.78,4.44,19.6766666666667,NA,12/30/2020,41.62,26.72,10.85,26.3966666666667,NA,12/30/2020,-3.12,-3.23,-3.21,-3.18666666666667,NA,Female,B6xBXD73,5XFAD,6% Extruded,2019-11-12,5988,414,13.57,14
26098,2020-12-30,NA,12/30/2020,180,61.97,180,140.656666666667,1_fell@11.88 3_fell@7.62,12/30/2020,25.93,17.03,21.06,21.34,NA,12/30/2020,-3.58,-3.73,-3.84,-3.71666666666667,NA,Male,B6xBXD113,Ntg,45% HFD,2020-07-07,7878,176,5.77,6
12862,2020-12-30,NA,12/30/2020,167.38,37.68,20.38,75.1466666666667,3_ledge,12/30/2020,4.56,11.1,5.72,7.12666666666667,NA,12/30/2020,-3.21,-3.43,-3.23,-3.29,NA,Male,B6xBXD73,Ntg,6% Extruded,2019-03-12,4015,659,21.61,22
12864,2020-12-30,NA,12/30/2020,28.82,16.47,20.75,22.0133333333333,3_ledge,12/30/2020,6.85,6.22,25.09,12.72,NA,12/30/2020,-3.4,-3.74,-3.7,-3.61333333333333,NA,Male,B6xBXD73,Ntg,6% Extruded,2019-03-12,4015,659,21.61,22
26182,2020-12-30,NA,12/30/2020,171.63,95.79,42.94,103.453333333333,3_ledge,12/30/2020,14.59,19.71,27.69,20.6633333333333,NA,12/30/2020,-3.47,-3.64,-3.58,-3.56333333333333,NA,Male,B6xBXD154,5XFAD,45% HFD,2020-07-07,7892,176,5.77,6
26183,2020-12-30,NA,12/30/2020,148.87,6.88,24.03,59.9266666666667,3_ledge,12/30/2020,23.15,39.06,22.65,28.2866666666667,NA,12/30/2020,-3.38,-3.54,-3.73,-3.55,NA,Male,B6xBXD154,Ntg,45% HFD,2020-07-07,7892,176,5.77,6
26184,2020-12-30,NA,12/30/2020,31.78,39.62,27.03,32.81,1_ledge 2_ledge 3_ledge,12/30/2020,15.44,23,14.63,17.69,NA,12/30/2020,-3.33,-3.2,-3.44,-3.32333333333333,NA,Male,B6xBXD154,Ntg,45% HFD,2020-07-07,7892,176,5.77,6
26137,2020-12-30,NA,12/30/2020,34.72,45.16,51.04,43.64,3_ledge,12/30/2020,4.66,40.16,18.59,21.1366666666667,NA,12/30/2020,-3.53,-3.17,-3.35,-3.35,NA,Male,B6xBXD125,5XFAD,45% HFD,2020-07-07,7890,176,5.77,6
26138,2020-12-30,NA,12/30/2020,44.09,39.84,32.43,38.7866666666667,NA,12/30/2020,20.78,38.16,8.22,22.3866666666667,NA,12/30/2020,-3.4,-3.6,-3.5,-3.5,NA,Male,B6xBXD125,5XFAD,45% HFD,2020-07-07,7890,176,5.77,6
26139,2020-12-30,NA,12/30/2020,180,180,150,170,1_fell@20.71 2_DNM 3_ledge,12/30/2020,51.16,9.18,41.97,34.1033333333333,NA,12/30/2020,-3.39,-3.28,-3.44,-3.37,NA,Male,B6xBXD125,Ntg,45% HFD,2020-07-07,7890,176,5.77,6
26140,2020-12-30,NA,12/30/2020,78.93,13.53,23.53,38.6633333333333,1_ledge,12/30/2020,57.47,48.28,12.1,39.2833333333333,NA,12/30/2020,-3.2,-3.11,-3.19,-3.16666666666667,NA,Male,B6xBXD125,Ntg,45% HFD,2020-07-07,7890,176,5.77,6
26141,2020-12-30,NA,12/30/2020,14,32.91,15.22,20.71,NA,12/30/2020,26.25,19.84,57.81,34.6333333333333,NA,12/30/2020,-3.27,-3.22,-3.36,-3.28333333333333,NA,Male,B6xBXD125,5XFAD,45% HFD,2020-07-07,7890,176,5.77,6
18602,2019-12-23,NA,12/23/2019,16.15,21.19,25.4,20.9133333333333,3_ledge,12/23/2019,5.12,43.47,39.4,29.33,NA,12/23/2019,-2.44,-3.01,-2.76,-2.73666666666667,NA,Female,B6xBXD83,5XFAD,45% HFD,2019-10-01,5606,83,2.72,2
18603,2019-12-23,NA,12/23/2019,12.34,5.78,5.4,7.84,NA,12/23/2019,3.5,3.03,12.75,6.42666666666667,NA,12/23/2019,-3.18,-2.69,-2.7,-2.85666666666667,NA,Female,B6xBXD83,5XFAD,45% HFD,2019-10-01,5606,83,2.72,2
18604,2019-12-23,NA,12/23/2019,36.13,26.06,33.31,31.8333333333333,3_ledge,12/23/2019,9.6,12.12,16.75,12.8233333333333,NA,12/23/2019,-3.07,-2.3,-2.51,-2.62666666666667,NA,Female,B6xBXD83,5XFAD,45% HFD,2019-10-01,5606,83,2.72,2
18651,2019-12-23,NA,12/23/2019,10.62,3.65,14.97,9.74666666666667,NA,12/23/2019,8.29,14.28,41.72,21.43,NA,12/23/2019,-3.12,-3.13,-2.81,-3.02,NA,Male,B6xBXD125,Ntg,45% HFD,2019-10-01,5617,83,2.72,2
18652,2019-12-23,NA,12/23/2019,14.62,30.03,7.35,17.3333333333333,2_ledge,12/23/2019,15.72,50.59,31.46,32.59,NA,12/23/2019,-2.24,-2.95,-2.78,-2.65666666666667,NA,Male,B6xBXD125,Ntg,45% HFD,2019-10-01,5617,83,2.72,2
18653,2019-12-23,NA,12/23/2019,13.56,11.91,36.47,20.6466666666667,NA,12/23/2019,30.85,5.38,35.03,23.7533333333333,NA,12/23/2019,-3.28,-2.58,-2.63,-2.83,NA,Male,B6xBXD125,5XFAD,45% HFD,2019-10-01,5617,83,2.72,2
18582,2019-12-23,NA,12/23/2019,180,88.16,13.84,94,1_DNM 3_ledge,12/23/2019,5.37,3.81,3.34,4.17333333333333,NA,12/23/2019,-3,-2.44,-2.24,-2.56,NA,Female,B6xBXD14,5XFAD,45% HFD,2019-10-01,5604,83,2.72,2
18583,2019-12-23,NA,12/23/2019,180,37.56,180,132.52,1_BacknForth 2_BacknForth,12/23/2019,15.75,13.34,12.25,13.78,NA,12/23/2019,-3.04,-2.46,-2.69,-2.73,NA,Female,B6xBXD14,5XFAD,45% HFD,2019-10-01,5604,83,2.72,2
18584,2019-12-23,NA,12/23/2019,75.87,13.59,13,34.1533333333333,2_ledge,12/23/2019,13.78,6.5,9.44,9.90666666666667,NA,12/23/2019,-3.17,-2.71,-2.67,-2.85,NA,Female,B6xBXD14,Ntg,45% HFD,2019-10-01,5604,83,2.72,2
18607,2019-12-23,NA,12/23/2019,46,6,7.47,19.8233333333333,1_ledge,12/23/2019,3.09,13.28,20.43,12.2666666666667,NA,12/23/2019,-2.69,-2.37,-2.53,-2.53,NA,Male,B6xBXD83,Ntg,6% Extruded,2019-10-01,5607,83,2.72,2
18608,2019-12-23,NA,12/23/2019,24.88,14.37,35.66,24.97,2_ledge 3_ledge,12/23/2019,12,16.97,86.35,38.44,NA,12/23/2019,-3.05,-3.29,-3.16,-3.16666666666667,NA,Male,B6xBXD83,5XFAD,6% Extruded,2019-10-01,5607,83,2.72,2
18609,2019-12-23,NA,12/23/2019,20.44,5.75,31.81,19.3333333333333,3_ledge,12/23/2019,8.12,15.15,7.91,10.3933333333333,NA,12/23/2019,-2.5,-2.75,-2.62,-2.62333333333333,NA,Male,B6xBXD83,Ntg,6% Extruded,2019-10-01,5607,83,2.72,2
18610,2019-12-23,NA,12/23/2019,41.1,24.9,9.72,25.24,1_ledge,12/23/2019,15.68,20.47,14.84,16.9966666666667,NA,12/23/2019,-2.88,-2.78,-3,-2.88666666666667,NA,Male,B6xBXD83,5XFAD,6% Extruded,2019-10-01,5607,83,2.72,2
31728,2022-01-10,NA,1/10/2022,44.37,11.59,54.19,36.7166666666667,NA,1/10/2022,9.15,13.56,7.94,10.2166666666667,NA,1/10/2022,-2.66,-2.66,-2.58,-2.63333333333333,NA,Male,B6xBXD124,5XFAD,6% Extruded,2020-11-17,9269,419,13.74,14
31729,2022-01-10,NA,1/10/2022,13.9,32.47,28,24.79,3_ledge,1/10/2022,9.69,6.91,7.69,8.09666666666667,NA,1/10/2022,-2.91,-2.98,-2.98,-2.95666666666667,NA,Male,B6xBXD124,Ntg,6% Extruded,2020-11-17,9269,419,13.74,14
31730,2022-01-10,NA,1/10/2022,37.03,43.25,68.79,49.69,2_ledge,1/10/2022,7.25,12.59,5.81,8.55,NA,1/10/2022,-3.43,-3.41,-3.38,-3.40666666666667,NA,Male,B6xBXD124,Ntg,6% Extruded,2020-11-17,9269,419,13.74,14
9483,2020-01-07,NA,1/7/2020,22.1,8.22,8.97,13.0966666666667,NA,1/7/2020,5.94,4.41,3.1,4.48333333333333,NA,1/7/2020,-3.19,-3.09,-2.76,-3.01333333333333,NA,Male,B6xBXD75,5XFAD,6% Extruded,2018-10-16,2997,448,14.69,14
9464,2020-01-07,NA,1/7/2020,180,27.78,180,129.26,1_fell@16.43 2_fell@9.94,1/7/2020,26.68,3.29,8.69,12.8866666666667,NA,1/7/2020,-2.44,-2.97,-3.1,-2.83666666666667,NA,Male,B6xBXD65,Ntg,45% HFD,2018-10-16,2991,448,14.69,14
9453,2020-01-07,NA,1/7/2020,29.41,8.63,6.07,14.7033333333333,1_ledge,1/7/2020,12.85,11.56,28.46,17.6233333333333,NA,1/7/2020,-2.98,-2.98,-2.6,-2.85333333333333,NA,Female,B6xBXD65,Ntg,45% HFD,2018-10-16,2993,448,14.69,14
9454,2020-01-07,NA,1/7/2020,180,180,180,180,1_fell@33.19 2_fell@51.65 3_fell@19.13,1/7/2020,129.25,21.68,39.25,63.3933333333333,NA,1/7/2020,-2.89,-2.49,-2.21,-2.53,NA,Female,B6xBXD65,5XFAD,45% HFD,2018-10-16,2993,448,14.69,14
9455,2020-01-07,NA,1/7/2020,39.29,20.35,8.34,22.66,1_ledge,1/7/2020,5.56,9.59,16.56,10.57,NA,1/7/2020,-2.54,-2.86,-2.63,-2.67666666666667,NA,Female,B6xBXD65,Ntg,45% HFD,2018-10-16,2993,448,14.69,14
9481,2020-01-07,NA,1/7/2020,180,43.12,7.94,77.02,1_DNM 3_ledge,1/7/2020,34.87,37.16,29.75,33.9266666666667,NA,1/7/2020,-3.22,-2.65,-3.15,-3.00666666666667,NA,Male,B6xBXD75,5XFAD,6% Extruded,2018-10-16,2998,448,14.69,14
9482,2020-01-07,NA,1/7/2020,180,180,27.44,129.146666666667,1_Fell@22.88 2_DNM,1/7/2020,13.9,16.75,12.94,14.53,NA,1/7/2020,-2.47,-2.91,-3.16,-2.84666666666667,NA,Male,B6xBXD75,Ntg,6% Extruded,2018-10-16,2998,448,14.69,14
9484,2020-01-07,NA,1/7/2020,10.9,17.62,10.59,13.0366666666667,3_ledge,1/7/2020,16.84,9,23.31,16.3833333333333,NA,1/7/2020,-2.43,-3.06,-2.25,-2.58,NA,Male,B6xBXD75,Ntg,6% Extruded,2018-10-16,2998,448,14.69,14
9466,2020-01-07,NA,1/7/2020,56.5,12.66,14.44,27.8666666666667,NA,1/7/2020,18.25,32.81,6.53,19.1966666666667,NA,1/7/2020,-2.57,-2.57,-2.97,-2.70333333333333,NA,Female,B6xBXD66,5XFAD,6% Extruded,2018-10-16,2994,448,14.69,14
9467,2020-01-07,NA,1/7/2020,60.14,5.34,2.43,22.6366666666667,NA,1/7/2020,15.88,25.69,11.47,17.68,NA,1/7/2020,-2.56,-2.85,-2.73,-2.71333333333333,NA,Female,B6xBXD66,Ntg,6% Extruded,2018-10-16,2994,448,14.69,14
9468,2020-01-07,NA,1/7/2020,52,3.6,2.4,19.3333333333333,NA,1/7/2020,39.18,14.84,11.53,21.85,NA,1/7/2020,-2.58,-2.95,-2.25,-2.59333333333333,NA,Female,B6xBXD66,5XFAD,6% Extruded,2018-10-16,2994,448,14.69,14
9485,2020-01-07,NA,1/7/2020,96.68,12.44,53,54.04,2_ledge,1/7/2020,5.13,5.35,5.75,5.41,NA,1/7/2020,-2.01,-1.96,-2.05,-2.00666666666667,missing her front right foot,Female,B6xBXD87,Ntg,6% Extruded,2018-10-16,3000,448,14.69,14
9487,2020-01-07,NA,1/7/2020,31.84,16.8,15.84,21.4933333333333,NA,1/7/2020,8,6.09,8.85,7.64666666666667,NA,1/7/2020,-2.54,-2.73,-2.9,-2.72333333333333,NA,Female,B6xBXD87,5XFAD,6% Extruded,2018-10-16,3000,448,14.69,14
10239,2020-01-13,NA,1/13/2020,32.22,50.15,57.84,46.7366666666667,2_ledge,1/13/2020,8.25,4.35,7.19,6.59666666666667,NA,1/13/2020,-2.58,-2.71,-2.58,-2.62333333333333,NA,Male,B6xBXD28,Ntg,6% Extruded,2018-11-20,3213,419,13.74,14
10276,2020-01-13,NA,1/13/2020,27.75,12.25,3.41,14.47,1_ledge,1/13/2020,32.58,113.25,88.63,78.1533333333333,NA,1/13/2020,-3.31,-3.53,-3.14,-3.32666666666667,NA,Female,B6xBXD60,5XFAD,45% HFD,2018-11-20,3234,419,13.74,14
10277,2020-01-13,NA,1/13/2020,180,46.25,14.88,80.3766666666667,1_fell@5.6 2_ledge,1/13/2020,15.97,10.93,21.41,16.1033333333333,NA,1/13/2020,-3.02,-3.54,-3.31,-3.29,NA,Female,B6xBXD60,5XFAD,45% HFD,2018-11-20,3234,419,13.74,14
10279,2020-01-13,NA,1/13/2020,20.96,13.35,7.31,13.8733333333333,1_ledge 2_ledge,1/13/2020,34.71,16.97,30.28,27.32,NA,1/13/2020,-3.25,-3.37,-3.19,-3.27,NA,Female,B6xBXD60,Ntg,45% HFD,2018-11-20,3234,419,13.74,14
19164,2020-01-13,NA,1/13/2020,5.94,7.62,2.4,5.32,NA,1/13/2020,23.88,50.41,91.22,55.17,NA,1/13/2020,-2.19,-3.06,-2.81,-2.68666666666667,NA,Male,B6xBXD154,5XFAD,45% HFD,2019-10-22,5786,83,2.72,2
19165,2020-01-13,NA,1/13/2020,5.97,30.31,78.1,38.1266666666667,NA,1/13/2020,2.5,6.59,7.06,5.38333333333333,NA,1/13/2020,-2.97,-2.84,-2.86,-2.89,NA,Male,B6xBXD154,Ntg,45% HFD,2019-10-22,5786,83,2.72,2
19166,2020-01-13,NA,1/13/2020,34.35,55.22,98.91,62.8266666666667,1_ledge,1/13/2020,10.93,6.65,8.28,8.62,NA,1/13/2020,-2.58,-2.44,-3.15,-2.72333333333333,NA,Male,B6xBXD154,Ntg,45% HFD,2019-10-22,5786,83,2.72,2
19167,2020-01-13,NA,1/13/2020,4.53,4.41,3.53,4.15666666666667,NA,1/13/2020,13.31,9.13,5.91,9.45,NA,1/13/2020,-3.15,-3.08,-2.95,-3.06,NA,Male,B6xBXD154,Ntg,45% HFD,2019-10-22,5786,83,2.72,2
19169,2020-01-13,NA,1/13/2020,14.87,6.19,3.63,8.23,2_ledge,1/13/2020,13.81,5.94,6.84,8.86333333333333,NA,1/13/2020,-2.35,-3.17,-2.81,-2.77666666666667,NA,Male,B6xBXD154,Ntg,45% HFD,2019-10-22,5786,83,2.72,2
10317,2020-01-13,NA,1/13/2020,180,180,17.97,125.99,1_DNM 2_DNM,1/13/2020,24.44,13.44,15.15,17.6766666666667,NA,1/13/2020,-2.64,-2.77,-2.98,-2.79666666666667,NA,Female,B6xBXD124,5XFAD,45% HFD,2018-11-20,3242,419,13.74,14
16504,2020-01-13,NA,1/13/2020,61.44,4.06,2.22,22.5733333333333,NA,1/13/2020,25.5,13.34,25.43,21.4233333333333,NA,1/13/2020,-3.55,-3.05,-3.31,-3.30333333333333,NA,Female,B6xBXD65,Ntg,45% HFD,2019-07-23,5026,174,5.7,6
10230,2020-01-13,NA,1/13/2020,17.28,7.5,6.12,10.3,NA,1/13/2020,3.53,6.5,5.32,5.11666666666667,NA,1/13/2020,-3,-3.85,-3.75,-3.53333333333333,NA,Male,B6xBXD16,5XFAD,6% Extruded,2018-11-20,3211,419,13.74,14
10231,2020-01-13,NA,1/13/2020,180,43.12,19.5,80.8733333333333,"1_fell @ 35.22, 2_ledge",1/13/2020,9.97,9.97,4.5,8.14666666666667,NA,1/13/2020,-3.58,-3.79,-3.52,-3.63,NA,Male,B6xBXD16,Ntg,6% Extruded,2018-11-20,3211,419,13.74,14
16077,2020-01-13,NA,1/13/2020,16.69,33.87,59.84,36.8,1_ledge 3_ledge,1/13/2020,9.53,24.93,4.47,12.9766666666667,NA,1/13/2020,-3.3,-2.94,-2.79,-3.01,NA,Female,B6xBXD38,Ntg,45% HFD,2019-07-16,4913,181,5.93,6
10290,2020-01-13,NA,1/13/2020,93.87,9.5,8,37.1233333333333,NA,1/13/2020,11.88,22.31,18.38,17.5233333333333,NA,1/13/2020,-3.13,-3.52,-3.72,-3.45666666666667,NA,Male,B6xBXD61,5XFAD,6% Extruded,2018-11-20,3237,419,13.74,14
10291,2020-01-13,NA,1/13/2020,180,180,180,180,1_fell@9.43 2_Fell@72.19 3_fell@7.91,1/13/2020,19.34,8.41,5.18,10.9766666666667,NA,1/13/2020,-3.16,-2.85,-3.12,-3.04333333333333,NA,Male,B6xBXD61,Ntg,6% Extruded,2018-11-20,3237,419,13.74,14
16674,2020-01-13,NA,1/13/2020,180,180,180,180,1_fell@5.22 2_DNM 3_DNM,1/13/2020,20.65,11.84,19.68,17.39,NA,1/13/2020,-3.97,-3.77,-3.58,-3.77333333333333,NA,Male,B6xBXD125,5XFAD,45% HFD,2019-07-23,5032,174,5.7,6
19237,2020-01-14,NA,1/14/2020,20.84,8.94,7.5,12.4266666666667,NA,1/14/2020,11.01,34.09,21.65,22.25,NA,1/14/2020,-2.82,-2.96,-2.54,-2.77333333333333,NA,Female,B6xBXD19,5XFAD,6% Extruded,2019-10-29,5804,77,2.52,2
19242,2020-01-14,NA,1/14/2020,22.4,6.19,8.5,12.3633333333333,NA,1/14/2020,8.09,22.34,8.72,13.05,NA,1/14/2020,-2.85,-2.6,-2.72,-2.72333333333333,NA,Female,B6xBXD19,5XFAD,6% Extruded,2019-10-29,5804,77,2.52,2
19244,2020-01-14,NA,1/14/2020,13.57,4.22,6.79,8.19333333333333,NA,1/14/2020,8.38,20.47,11.18,13.3433333333333,NA,1/14/2020,-3.07,-3.28,-3.4,-3.25,NA,Female,B6xBXD19,Ntg,6% Extruded,2019-10-29,5804,77,2.52,2
19275,2020-01-14,NA,1/14/2020,14.31,5.28,2.93,7.50666666666667,NA,1/14/2020,4.41,5.47,50.03,19.97,NA,1/14/2020,-2.51,-2.31,-2.48,-2.43333333333333,NA,Female,B6xBXD152,Ntg,6% Extruded,2019-10-29,5810,77,2.52,2
19277,2020-01-14,NA,1/14/2020,46.53,63.35,64.35,58.0766666666667,2_ledge,1/14/2020,9.5,5.4,16.57,10.49,NA,1/14/2020,-2.33,-2.14,-2.48,-2.31666666666667,NA,Female,B6xBXD152,5XFAD,6% Extruded,2019-10-29,5810,77,2.52,2
19278,2020-01-14,NA,1/14/2020,180,10.81,13.18,67.9966666666667,1_fell @ 9.88,1/14/2020,10.94,6.44,18.21,11.8633333333333,NA,1/14/2020,-2.38,-2.36,-2.09,-2.27666666666667,NA,Female,B6xBXD152,5XFAD,6% Extruded,2019-10-29,5810,77,2.52,2
19279,2020-01-14,NA,1/14/2020,100.62,11.97,14.63,42.4066666666667,"2_ledge, 3_ledge",1/14/2020,24.38,5.25,11.1,13.5766666666667,NA,1/14/2020,-2.49,-2.4,-2.61,-2.5,NA,Female,B6xBXD152,Ntg,6% Extruded,2019-10-29,5810,77,2.52,2
19280,2020-01-14,NA,1/14/2020,51.84,22.93,17.32,30.6966666666667,"1_ledge, 2_ledge, 3_ledge",1/14/2020,9.84,28.54,26.1,21.4933333333333,NA,1/14/2020,-2.68,-2.74,-2.79,-2.73666666666667,NA,Female,B6xBXD152,Ntg,6% Extruded,2019-10-29,5810,77,2.52,2
10590,2020-01-14,NA,1/14/2020,180,180,14.22,124.74,"1_fell @ 7.63, 2_fell @ 10.37, 3_ledge",1/14/2020,11.78,14.1,10.96,12.28,NA,1/14/2020,-2.52,-2.33,-2.7,-2.51666666666667,NA,Male,B6xBXD83,Ntg,6% Extruded,2018-11-27,3259,413,13.54,14
10593,2020-01-14,NA,1/14/2020,180,180,180,180,"1_DNM, 2_DNM, 3_fell @ 43.95",1/14/2020,33.38,25.69,26.62,28.5633333333333,NA,1/14/2020,-2.6,-2.77,-2.67,-2.68,NA,Male,B6xBXD83,Ntg,6% Extruded,2018-11-27,3259,413,13.54,14
10594,2020-01-14,NA,1/14/2020,180,180,180,180,"1_DNM, 2_DNM, 3_DNM",1/14/2020,62.9,21,30.72,38.2066666666667,NA,1/14/2020,-2.74,-2.98,-2.86,-2.86,NA,Male,B6xBXD83,5XFAD,6% Extruded,2018-11-27,3259,413,13.54,14
19245,2020-01-14,NA,1/14/2020,26.85,4.78,3.36,11.6633333333333,"1_ledge,",1/14/2020,24.84,5,32.5,20.78,NA,1/14/2020,-3.67,-3.53,-3.56,-3.58666666666667,NA,Male,B6xBXD19,Ntg,45% HFD,2019-10-29,5806,77,2.52,2
19246,2020-01-14,NA,1/14/2020,18.65,2.85,6.04,9.18,NA,1/14/2020,51.72,18.78,25.72,32.0733333333333,NA,1/14/2020,-3.9,-4.27,-4.19,-4.12,NA,Male,B6xBXD19,Ntg,45% HFD,2019-10-29,5806,77,2.52,2
19247,2020-01-14,NA,1/14/2020,14.72,4.22,5,7.98,NA,1/14/2020,36.32,9.84,26.41,24.19,NA,1/14/2020,-3.42,-3.24,-3.53,-3.39666666666667,NA,Male,B6xBXD19,5XFAD,45% HFD,2019-10-29,5806,77,2.52,2
19249,2020-01-14,NA,1/14/2020,7.53,2.71,3.22,4.48666666666667,NA,1/14/2020,12.53,9.87,13.09,11.83,NA,1/14/2020,-3.88,-3.71,-3.78,-3.79,NA,Male,B6xBXD19,Ntg,45% HFD,2019-10-29,5806,77,2.52,2
19250,2020-01-14,NA,1/14/2020,138.56,3.62,5.59,49.2566666666667,NA,1/14/2020,15.25,18.34,13.52,15.7033333333333,NA,1/14/2020,-3.45,-3.71,-3.56,-3.57333333333333,NA,Male,B6xBXD19,Ntg,45% HFD,2019-10-29,5806,77,2.52,2
10549,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 11.62, 2_fell @ 21.47, 3_fell @ 31.88",1/14/2020,7.53,5.19,13.4,8.70666666666667,NA,1/14/2020,-3.63,-3.47,-3.57,-3.55666666666667,NA,Male,B6xBXD16,5XFAD,45% HFD,2018-11-27,3250,413,13.54,14
10550,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 8.28, 2_ fell @ 25.28, 3_DNM",1/14/2020,4.16,5.28,8.59,6.01,NA,1/14/2020,-2.75,-3.03,-3.16,-2.98,NA,Male,B6xBXD16,5XFAD,45% HFD,2018-11-27,3250,413,13.54,14
19263,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 16.47, 2_DNM, 3_DNM",1/14/2020,3.81,11.47,9.63,8.30333333333333,NA,1/14/2020,-3.09,-2.87,-2.77,-2.91,NA,Female,B6xBXD74,5XFAD,6% Extruded,2019-10-29,5808,77,2.52,2
19265,2020-01-14,NA,1/14/2020,54.66,13.5,51.62,39.9266666666667,3_ledge,1/14/2020,7.97,33.59,40.59,27.3833333333333,NA,1/14/2020,-3.21,-2.88,-3.16,-3.08333333333333,NA,Female,B6xBXD74,Ntg,6% Extruded,2019-10-29,5808,77,2.52,2
10553,2020-01-14,NA,1/14/2020,180,180,180,180,1_DNM,1/14/2020,16.82,17.97,28.07,20.9533333333333,NA,1/14/2020,-2.61,-2.47,-2.7,-2.59333333333333,NA,Female,B6xBXD39,5XFAD,6% Extruded,2018-11-27,3251,413,13.54,14
19360,2020-01-14,NA,1/14/2020,180,81.87,18.03,93.3,"1_DNM, 2_ledge, 3_ledge",1/14/2020,12.28,7.16,33.03,17.49,NA,1/14/2020,-2.71,-2.27,-2.22,-2.4,NA,Female,B6xBXD66,5XFAD,45% HFD,2019-10-29,5844,77,2.52,2
19361,2020-01-14,NA,1/14/2020,40.15,17.56,2.25,19.9866666666667,1_ledge,1/14/2020,7.75,10.38,6.5,8.21,NA,1/14/2020,-2.42,-2.75,-2.53,-2.56666666666667,NA,Female,B6xBXD66,Ntg,45% HFD,2019-10-29,5844,77,2.52,2
19362,2020-01-14,NA,1/14/2020,57.03,20.62,4.5,27.3833333333333,NA,1/14/2020,20,40.91,9.22,23.3766666666667,NA,1/14/2020,-3.01,-2.81,-2.43,-2.75,NA,Female,B6xBXD66,Ntg,45% HFD,2019-10-29,5844,77,2.52,2
10586,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 24.63, 2_fell @ 42.25, 3_DNM",1/14/2020,34.24,29.97,8.47,24.2266666666667,NA,1/14/2020,-2.94,-3.41,-2.83,-3.06,NA,Male,B6xBXD77,Ntg,45% HFD,2018-11-27,3258,413,13.54,14
10587,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 10.34, 2_fell @ 5.59, 3_DNM",1/14/2020,32.66,10.56,27.16,23.46,NA,1/14/2020,-2.44,-3.16,-3.36,-2.98666666666667,NA,Male,B6xBXD77,Ntg,45% HFD,2018-11-27,3258,413,13.54,14
10531,2020-01-14,NA,1/14/2020,180,117.31,26.06,107.79,1_fell @ 45.81,1/14/2020,10.91,32.15,15.07,19.3766666666667,NA,1/14/2020,-2.98,-2.98,-3.7,-3.22,NA,Female,B6xBXD14,Ntg,45% HFD,2018-11-27,3247,413,13.54,14
19266,2020-01-14,NA,1/14/2020,7.34,5.97,25.25,12.8533333333333,3_ledge,1/14/2020,21.32,18.44,13.56,17.7733333333333,NA,1/14/2020,-2.8,-2.6,-2.34,-2.58,NA,Female,B6xBXD74,Ntg,6% Extruded,2019-10-29,5809,77,2.52,2
19267,2020-01-14,NA,1/14/2020,88.5,3.28,2.97,31.5833333333333,NA,1/14/2020,6.56,41.9,8.09,18.85,NA,1/14/2020,-2.65,-2.42,-2.81,-2.62666666666667,NA,Female,B6xBXD74,5XFAD,6% Extruded,2019-10-29,5809,77,2.52,2
10577,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 9.97, 2_DNM, 3_DNM",1/14/2020,5.01,12.75,7.07,8.27666666666667,NA,1/14/2020,-3.09,-2.85,-3.83,-3.25666666666667,NA,Male,B6xBXD60,5XFAD,6% Extruded,2018-11-27,3256,413,13.54,14
10578,2020-01-14,NA,1/14/2020,180,180,51.19,137.063333333333,"1_fell @ 38.97, 2_fell @ 23.90,",1/14/2020,6.97,18.03,7.57,10.8566666666667,NA,1/14/2020,-2.92,-3.07,-3.17,-3.05333333333333,NA,Male,B6xBXD60,5XFAD,6% Extruded,2018-11-27,3256,413,13.54,14
10579,2020-01-14,NA,1/14/2020,180,180,180,180,"1_fell @ 19.25, 2_fell @ 15.03, 3_fell @ 30.78",1/14/2020,8.81,14.94,8.21,10.6533333333333,NA,1/14/2020,-3.46,-3.2,-2.57,-3.07666666666667,NA,Male,B6xBXD60,5XFAD,6% Extruded,2018-11-27,3256,413,13.54,14
